OBJECTID,FID_Train_Facilities_Transfer_Buffer_160m,Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,Attr_Length,Breaks_Length,X,Y,BUFF_DIST,ORIG_FID,FID_Bus_Facilities,Name_1,SourceID_1,SourceOID_1,PosAlong_1,SideOfEdge_1,CurbApproach_1,Status_1,Attr_Length_1,Breaks_Length_1,X_1,Y_1
1,5,Location 5,1,1069495,0.712041385205298,1,0,0,0.000000000000000,,341812.956648106,5753352.03662736,160.000000000000000,5,207,Location 207,1,1005763,0.801455599163960,2,0,0,0.000000000000000,,341864.521000001,5753409.0013
2,6,Location 6,1,992576,0.889174952328549,2,0,0,0.000000000000000,,340765.040594845,5755179.03646435,160.000000000000000,6,252,Location 252,1,1053720,0.716638338224977,2,0,0,0.000000000000000,,340655.983,5755127.0371
3,9,Location 9,1,1053724,0.625215480538880,2,0,0,0.000000000000000,,340364.007187001,5767609.99573638,160.000000000000000,9,392,Location 392,1,293066,0.981720478238585,1,0,0,0.000000000000000,,340452.029400001,5767599.9622
4,9,Location 9,1,1053724,0.625215480538880,2,0,0,0.000000000000000,,340364.007187001,5767609.99573638,160.000000000000000,9,396,Location 396,1,293068,0.782984824842100,2,0,0,0.000000000000000,,340346.0223,5767700.0035
5,31,Location 31,1,1069491,0.148872628451798,1,0,0,0.000000000000000,,335794.975112188,5776661.00706507,160.000000000000000,31,613,Location 613,1,279932,0.014241801152352,1,0,0,0.000000000000000,,335767.634400001,5776670.1274
6,32,Location 32,1,371617,0.644033117030650,2,0,0,0.000000000000000,,336547.970067565,5779035.00323329,160.000000000000000,32,681,Location 681,1,371617,0.253635075712928,1,0,0,0.000000000000000,,336537.0127,5779074.0246
7,33,Location 33,1,481165,0.825418044623723,2,0,0,0.000000000000000,,335888.964641675,5780989.00380221,160.000000000000000,33,744,Location 744,1,995261,0.308805716921075,1,0,0,0.000000000000000,,335911.996100001,5780976.664
8,62,Location 62,1,422921,0.846925632547152,1,0,0,0.000000000000000,,349240.00150416,5781745.03417149,160.000000000000000,62,3758,Location 3758,1,422451,0.820329535832392,2,0,0,0.000000000000000,,349247.820500001,5781701.1852
9,63,Location 63,1,480197,0.544237773563993,2,0,0,0.000000000000000,,347698.966299724,5783996.05233617,160.000000000000000,63,3805,Location 3805,1,1064769,0.994304859049020,2,0,0,0.000000000000000,,347770.500100002,5783942.9968
10,215,Location 215,1,1070118,0.386534381570199,2,0,0,0.000000000000000,,362970.998502586,5785123.05232737,160.000000000000000,215,3869,Location 3869,1,1008496,0.648707871410596,1,0,0,0.000000000000000,,363023.0054,5785021.038
11,215,Location 215,1,1070118,0.386534381570199,2,0,0,0.000000000000000,,362970.998502586,5785123.05232737,160.000000000000000,215,3880,Location 3880,1,1051385,0.115196183355537,2,0,0,0.000000000000000,,362929.5222,5785220.9697
12,214,Location 214,1,1051002,0.320809105747597,2,0,0,0.000000000000000,,346404.989606219,5786376.01950077,160.000000000000000,214,3958,Location 3958,1,1049396,0.488983901398040,1,0,0,0.000000000000000,,346358.001900001,5786321.9592
13,214,Location 214,1,1051002,0.320809105747597,2,0,0,0.000000000000000,,346404.989606219,5786376.01950077,160.000000000000000,214,3967,Location 3967,1,411499,0.651331262976821,2,0,0,0.000000000000000,,346558.029800002,5786378.017
14,36,Location 36,1,59716,0.644890497237068,2,0,0,0.000000000000000,,334702.970464069,5786745.04211824,160.000000000000000,36,847,Location 847,1,59716,0.380983575376840,1,0,0,0.000000000000000,,334731.038399999,5786727.0176
15,58,Location 58,1,1054234,0.373001856558091,2,0,0,0.000000000000000,,356640.022194235,5787285.03954882,160.000000000000000,58,4030,Location 4030,1,1051520,1.000000000000000,2,0,0,0.000000000000000,,356659.744699999,5787278.0049
16,37,Location 37,1,1053760,0.277234769290987,2,0,0,0.000000000000000,,334013.039890925,5788274.00265142,160.000000000000000,37,883,Location 883,1,96472,0.491695960631276,1,0,0,0.000000000000000,,334099.9963,5788268.7783
17,59,Location 59,1,1071244,0.883650534659103,2,0,0,0.000000000000000,,354833.991921477,5788410.03221275,160.000000000000000,59,4077,Location 4077,1,1071243,0.395295260626633,1,0,0,0.000000000000000,,354917.498700001,5788383.9908
18,38,Location 38,1,59302,0.789604279706301,1,0,0,0.000000000000000,,333428.033190503,5789465.02237586,160.000000000000000,38,911,Location 911,1,59135,0.581324668321871,2,0,0,0.000000000000000,,333506.987600001,5789352.9602
19,38,Location 38,1,59302,0.789604279706301,1,0,0,0.000000000000000,,333428.033190503,5789465.02237586,160.000000000000000,38,913,Location 913,1,59302,0.166734054697265,2,0,0,0.000000000000000,,333425.966199999,5789537.9728
20,60,Location 60,1,422956,0.331935837814478,2,0,0,0.000000000000000,,351143.965508977,5789742.03446625,160.000000000000000,60,4175,Location 4175,1,1051374,0.744329088686467,2,0,0,0.000000000000000,,351077.9885,5789848.0009
21,61,Location 61,1,1070115,0.659270310461283,2,0,0,0.000000000000000,,348122.017079259,5790804.04280793,160.000000000000000,61,4209,Location 4209,1,1048863,0.762416719109659,1,0,0,0.000000000000000,,348219.987399999,5790803.5356
22,39,Location 39,1,1052316,0.120474956651040,2,0,0,0.000000000000000,,332108.968725446,5791728.99400234,160.000000000000000,39,959,Location 959,1,1003804,0.469211764844248,2,0,0,0.000000000000000,,332125.5191,5791783.009
23,40,Location 40,1,58328,0.997672039162397,1,0,0,0.000000000000000,,331083.015889575,5793206.98054346,160.000000000000000,40,1014,Location 1014,1,96186,0.456274526683772,2,0,0,0.000000000000000,,331137.501300001,5793202.5039
24,40,Location 40,1,58328,0.997672039162397,1,0,0,0.000000000000000,,331083.015889575,5793206.98054346,160.000000000000000,40,1024,Location 1024,1,1062617,0.508645303024077,1,0,0,0.000000000000000,,330994.4669,5793326.9908
25,64,Location 64,1,1036658,0.321176474467578,1,0,0,0.000000000000000,,342790.967847195,5793785.99009953,160.000000000000000,64,1073,Location 1073,1,1036667,0.288041605374670,1,0,0,0.000000000000000,,342780.6926,5793821.6048
26,41,Location 41,1,998488,0.756338330484964,1,0,0,0.000000000000000,,330077.007964871,5794431.04489951,160.000000000000000,41,1132,Location 1132,1,1063673,0.492976309306972,2,0,0,0.000000000000000,,330026.5092,5794440.4831
27,41,Location 41,1,998488,0.756338330484964,1,0,0,0.000000000000000,,330077.007964871,5794431.04489951,160.000000000000000,41,1141,Location 1141,1,55139,0.743463561692962,2,0,0,0.000000000000000,,330146.673,5794516.6791
28,65,Location 65,1,834121,0.537892289162285,2,0,0,0.000000000000000,,341173.976730809,5795054.94814364,160.000000000000000,65,1198,Location 1198,1,715212,0.542333424819527,2,0,0,0.000000000000000,,341286.986899999,5795022.9562
29,65,Location 65,1,834121,0.537892289162285,2,0,0,0.000000000000000,,341173.976730809,5795054.94814364,160.000000000000000,65,1206,Location 1206,1,962448,0.050238097370636,1,0,0,0.000000000000000,,341165.051900002,5795117.0475
30,42,Location 42,1,1010812,0.066367266987601,1,0,0,0.000000000000000,,329110.006126924,5796099.98852001,160.000000000000000,42,1276,Location 1276,1,417574,0.488296703069806,1,0,0,0.000000000000000,,329206.9887,5796056.0508
31,66,Location 66,1,51904,0.969892020435662,2,0,0,0.000000000000000,,339862.023411288,5796252.99313871,160.000000000000000,66,1300,Location 1300,1,52089,0.964574708200846,1,0,0,0.000000000000000,,339822.997500001,5796310.9476
32,124,Location 124,1,51728,0.046306536924803,2,0,0,0.000000000000000,,324678.968042208,5797818.01910214,160.000000000000000,124,1446,Location 1446,1,51728,0.137911989928164,1,0,0,0.000000000000000,,324652.017400001,5797806.0045
33,48,Location 48,1,998253,1.000000000000000,2,0,0,0.000000000000000,,327953.017757135,5798099.00094926,160.000000000000000,48,1465,Location 1465,1,49385,0.523389342174939,2,0,0,0.000000000000000,,327906.4858,5798071.0472
34,89,Location 89,1,159402,0.797404209199450,2,0,0,0.000000000000000,,337760.015352838,5798178.97617834,160.000000000000000,89,1486,Location 1486,1,159402,0.259711579100938,2,0,0,0.000000000000000,,337731.2577,5798194.0027
35,125,Location 125,1,1071201,0.539437809673872,1,0,0,0.000000000000000,,324378.038231512,5799182.98016155,160.000000000000000,125,1570,Location 1570,1,1067624,0.906602300453619,1,0,0,0.000000000000000,,324446.012500001,5799113.0555
36,125,Location 125,1,1071201,0.539437809673872,1,0,0,0.000000000000000,,324378.038231512,5799182.98016155,160.000000000000000,125,1583,Location 1583,1,1072406,0.473083369201280,1,0,0,0.000000000000000,,324378.955499999,5799225.9619
37,113,Location 113,1,999740,0.622791325484526,1,0,0,0.000000000000000,,327468.974154958,5799651.03138271,160.000000000000000,113,1631,Location 1631,1,778217,0.469086314007142,1,0,0,0.000000000000000,,327462.357,5799574.3285
38,113,Location 113,1,999740,0.622791325484526,1,0,0,0.000000000000000,,327468.974154958,5799651.03138271,160.000000000000000,113,1660,Location 1660,1,1001145,0.512715395772805,1,0,0,0.000000000000000,,327397.0259,5799781.9528
39,91,Location 91,1,996217,0.531166858203145,1,0,0,0.000000000000000,,334811.969335087,5800875.94976181,160.000000000000000,91,1777,Location 1777,1,1077590,0.075805980895691,1,0,0,0.000000000000000,,334732.0143,5800759.4975
40,91,Location 91,1,996217,0.531166858203145,1,0,0,0.000000000000000,,334811.969335087,5800875.94976181,160.000000000000000,91,1792,Location 1792,1,1014732,0.165331447928731,1,0,0,0.000000000000000,,334813.015900001,5800881.962
41,115,Location 115,1,998866,0.757012842632207,2,0,0,0.000000000000000,,327451.989198648,5801529.95247187,160.000000000000000,115,1859,Location 1859,1,1058282,0.940234377751969,2,0,0,0.000000000000000,,327491.6731,5801438.6429
42,127,Location 127,1,96963,0.299943956674667,2,0,0,0.000000000000000,,323868.991260125,5801708.04501915,160.000000000000000,127,1892,Location 1892,1,51513,0.123874267081584,1,0,0,0.000000000000000,,323902.6586,5801629.688
43,116,Location 116,1,1069476,0.137977780306924,2,0,0,0.000000000000000,,327550.002424582,5802322.00392568,160.000000000000000,116,1991,Location 1991,1,1069479,0.972928264487933,1,0,0,0.000000000000000,,327560.9981,5802239.0275
44,92,Location 92,1,1010806,0.103263799851699,2,0,0,0.000000000000000,,333183.971343524,5802360.03735192,160.000000000000000,92,2019,Location 2019,1,1007344,0.538253747505078,2,0,0,0.000000000000000,,333243.9912,5802360.6118
45,128,Location 128,1,1071192,0.777906360844498,1,0,0,0.000000000000000,,324398.996557884,5802857.02373051,160.000000000000000,128,2091,Location 2091,1,156966,0.671479579405853,1,0,0,0.000000000000000,,324351.987700001,5802769.2301
46,97,Location 97,1,1062345,0.258874588520876,2,0,0,0.000000000000000,,294357.998885659,5802770.00525423,160.000000000000000,97,2101,Location 2101,1,1071229,0.553726063624162,1,0,0,0.000000000000000,,294324.2831,5802839.1477
47,20,Location 20,1,421999,0.436885468732547,1,0,0,0.000000000000000,,355415.974940797,5802995.01048796,160.000000000000000,20,4626,Location 4626,1,422000,0.793232919866505,1,0,0,0.000000000000000,,355393.744900001,5802946.4726
48,117,Location 117,1,1036691,0.048691139355548,1,0,0,0.000000000000000,,327648.964000723,5803111.96275311,160.000000000000000,117,2133,Location 2133,1,1058836,0.322571738457648,1,0,0,0.000000000000000,,327657.542500001,5803036.983
49,21,Location 21,1,920468,0.768075596677989,1,0,0,0.000000000000000,,354333.036169888,5803085.05474309,160.000000000000000,21,4632,Location 4632,1,920471,0.623096288818381,1,0,0,0.000000000000000,,354420.9926,5803059.4766
50,93,Location 93,1,1062346,0.525763718108043,1,0,0,0.000000000000000,,331924.011172319,5803516.01600905,160.000000000000000,93,2226,Location 2226,1,1004482,0.461398177153464,1,0,0,0.000000000000000,,331843.676300001,5803476.996
51,22,Location 22,1,422360,0.808150957046716,1,0,0,0.000000000000000,,353298.968824114,5803557.99641698,160.000000000000000,22,4647,Location 4647,1,422359,0.028757012491535,1,0,0,0.000000000000000,,353348.4753,5803522.0323
52,93,Location 93,1,1062346,0.525763718108043,1,0,0,0.000000000000000,,331924.011172319,5803516.01600905,160.000000000000000,93,2254,Location 2254,1,1069500,0.670901483402822,2,0,0,0.000000000000000,,331858.2136,5803599.989
53,129,Location 129,1,1070650,1.000000000000000,1,0,0,0.000000000000000,,324516.961629877,5803769.00764274,160.000000000000000,129,2272,Location 2272,1,1071865,0.084806143168911,2,0,0,0.000000000000000,,324509.0013,5803692.5104
54,94,Location 94,1,195998,0.708145464783288,1,0,0,0.000000000000000,,330972.991736092,5804106.03264749,160.000000000000000,94,2350,Location 2350,1,92901,0.814645919924927,2,0,0,0.000000000000000,,330895.016800001,5804089.9909
55,94,Location 94,1,195998,0.708145464783288,1,0,0,0.000000000000000,,330972.991736092,5804106.03264749,160.000000000000000,94,2370,Location 2370,1,44466,0.645763081690553,2,0,0,0.000000000000000,,330899.0332,5804206.9702
56,95,Location 95,1,1004493,0.385647224703287,2,0,0,0.000000000000000,,330060.010663183,5804607.0356311,160.000000000000000,95,2441,Location 2441,1,1040890,0.559033350192278,2,0,0,0.000000000000000,,329965.334,5804633.8442
57,98,Location 98,1,215100,0.858114156194978,2,0,0,0.000000000000000,,297817.005534501,5804644.02013737,160.000000000000000,98,2448,Location 2448,1,215100,0.409436807919220,2,0,0,0.000000000000000,,297800.155600001,5804683.358
58,43,Location 43,1,1065877,0.471195832665329,2,0,0,0.000000000000000,,351183.984055735,5804742.96662638,160.000000000000000,43,4715,Location 4715,1,1065878,0.294365512231994,2,0,0,0.000000000000000,,351278.0341,5804697.9942
59,96,Location 96,1,1004495,0.367600927052133,1,0,0,0.000000000000000,,329276.993304673,5805030.05310673,160.000000000000000,96,2499,Location 2499,1,397698,0.903599517727537,1,0,0,0.000000000000000,,329192.952800001,5804971.0168
60,130,Location 130,1,85561,0.769446272286686,1,0,0,0.000000000000000,,324201.010864566,5805088.01279161,160.000000000000000,130,2515,Location 2515,1,1017120,0.350071483467372,2,0,0,0.000000000000000,,324156.6553,5805051.6851
61,130,Location 130,1,85561,0.769446272286686,1,0,0,0.000000000000000,,324201.010864566,5805088.01279161,160.000000000000000,130,2523,Location 2523,1,45063,0.770894965995111,2,0,0,0.000000000000000,,324308.0292,5805114.9552
62,44,Location 44,1,294449,0.654383971066663,1,0,0,0.000000000000000,,350081.977447169,5805940.99885065,160.000000000000000,44,4793,Location 4793,1,422347,0.111691298351202,1,0,0,0.000000000000000,,350042.9991,5805911.9806
63,49,Location 49,1,379051,0.350100471684648,2,0,0,0.000000000000000,,338363.039452999,5805962.00888202,160.000000000000000,49,2691,Location 2691,1,379047,0.181482047994534,1,0,0,0.000000000000000,,338401.893199999,5805980.8996
64,131,Location 131,1,1062341,0.442513968281462,1,0,0,0.000000000000000,,323682.037778285,5806059.04830923,160.000000000000000,131,2692,Location 2692,1,1072405,0.412874626240887,1,0,0,0.000000000000000,,323664.508700001,5805988.4506
65,119,Location 119,1,1017118,0.099333639621863,2,0,0,0.000000000000000,,327845.018183049,5805975.05172519,160.000000000000000,119,2699,Location 2699,1,1062342,0.486011454498406,1,0,0,0.000000000000000,,327808.232,5805995.0095
66,50,Location 50,1,466440,0.586385970300306,1,0,0,0.000000000000000,,337275.957919807,5806303.95770303,160.000000000000000,50,2729,Location 2729,1,166412,0.643432776575583,1,0,0,0.000000000000000,,337286.9737,5806249.5071
67,217,Location 217,1,1072352,0.454634545445632,1,0,0,0.000000000000000,,301870.023756885,5806232.0370262,160.000000000000000,217,2734,Location 2734,1,1072352,0.677771099362581,1,0,0,0.000000000000000,,301891.0222,5806256.9931
68,51,Location 51,1,994553,0.347486997920332,1,0,0,0.000000000000000,,335363.026190879,5806374.02902199,160.000000000000000,51,2732,Location 2732,1,396863,0.761949632315823,2,0,0,0.000000000000000,,335444.0061,5806263.0338
69,15,Location 15,1,1067019,0.059530066909414,2,0,0,0.000000000000000,,332071.997085629,5806402.02447965,160.000000000000000,15,2747,Location 2747,1,227057,0.703085704308619,1,0,0,0.000000000000000,,332160.9623,5806324.5249
70,51,Location 51,1,994553,0.347486997920332,1,0,0,0.000000000000000,,335363.026190879,5806374.02902199,160.000000000000000,51,2760,Location 2760,1,465183,0.854864367004707,1,0,0,0.000000000000000,,335319.956700002,5806402.0249
71,51,Location 51,1,994553,0.347486997920332,1,0,0,0.000000000000000,,335363.026190879,5806374.02902199,160.000000000000000,51,2768,Location 2768,1,44125,0.310726073907504,1,0,0,0.000000000000000,,335470.988400002,5806445.0181
72,100,Location 100,1,1064226,0.390634456846063,2,0,0,0.000000000000000,,303036.961665409,5806621.99322857,160.000000000000000,100,2797,Location 2797,1,1064224,0.473548884923646,1,0,0,0.000000000000000,,303054.0073,5806571.4942
73,102,Location 102,1,40440,0.922827686659777,1,0,0,0.000000000000000,,309094.023855099,5806704.95581117,160.000000000000000,102,2796,Location 2796,1,881545,0.027863807712609,1,0,0,0.000000000000000,,309161.969400001,5806572.4687
74,16,Location 16,1,987170,0.793794314613550,2,0,0,0.000000000000000,,333954.985355362,5806529.04347723,160.000000000000000,16,2813,Location 2813,1,40246,0.869374379525898,2,0,0,0.000000000000000,,333840.989800001,5806619.9822
75,102,Location 102,1,40440,0.922827686659777,1,0,0,0.000000000000000,,309094.023855099,5806704.95581117,160.000000000000000,102,2826,Location 2826,1,41070,0.851642980720213,1,0,0,0.000000000000000,,309160.498200001,5806709.9983
76,164,Location 164,1,1067044,0.267920384876297,1,0,0,0.000000000000000,,315752.973030676,5806789.99025277,160.000000000000000,164,2857,Location 2857,1,39555,0.236989653091739,1,0,0,0.000000000000000,,315848.488400002,5806886.5062
77,164,Location 164,1,1067044,0.267920384876297,1,0,0,0.000000000000000,,315752.973030676,5806789.99025277,160.000000000000000,164,2861,Location 2861,1,82940,0.402500322355017,1,0,0,0.000000000000000,,315687.0022,5806915.5204
78,101,Location 101,1,1071230,0.000000000000000,2,0,0,0.000000000000000,,307668.037144725,5806892.0546829,160.000000000000000,101,2875,Location 2875,1,748746,0.412023144458940,1,0,0,0.000000000000000,,307580.485000002,5806973.0006
79,166,Location 166,1,1064780,0.748277249658908,2,0,0,0.000000000000000,,314296.957847339,5807914.05207776,160.000000000000000,166,3017,Location 3017,1,267655,0.840618161118159,2,0,0,0.000000000000000,,314396.028600001,5807835.019
80,166,Location 166,1,1064780,0.748277249658908,2,0,0,0.000000000000000,,314296.957847339,5807914.05207776,160.000000000000000,166,3025,Location 3025,1,801244,0.960336671225584,2,0,0,0.000000000000000,,314249.4974,5807873.5073
81,11,Location 11,1,473690,0.564384472167127,2,0,0,0.000000000000000,,329184.007990935,5808018.0465241,160.000000000000000,11,3045,Location 3045,1,473690,0.286887682337738,2,0,0,0.000000000000000,,329210.0292,5808009.4838
82,121,Location 121,1,1061774,0.692409407335033,2,0,0,0.000000000000000,,325755.039755296,5808263.04345218,160.000000000000000,121,3074,Location 3074,1,826463,0.708266404326013,2,0,0,0.000000000000000,,325849.4958,5808173.4557
83,45,Location 45,1,421964,0.119245019000701,1,0,0,0.000000000000000,,349082.987565675,5808280.97766535,160.000000000000000,45,4946,Location 4946,1,421964,0.234286029550058,1,0,0,0.000000000000000,,349087.714500001,5808292.9886
84,121,Location 121,1,1061774,0.692409407335033,2,0,0,0.000000000000000,,325755.039755296,5808263.04345218,160.000000000000000,121,3106,Location 3106,1,96847,0.099257198244644,2,0,0,0.000000000000000,,325872.029700001,5808364.495
85,122,Location 122,1,150321,0.780705127433645,1,0,0,0.000000000000000,,325265.037197611,5808882.97928472,160.000000000000000,122,3177,Location 3177,1,34394,0.249902085533627,2,0,0,0.000000000000000,,325389.5152,5808909.9968
86,87,Location 87,1,973544,0.590297553822145,2,0,0,0.000000000000000,,327710.023622936,5809090.94889367,160.000000000000000,87,3182,Location 3182,1,37990,0.084702306396096,2,0,0,0.000000000000000,,327798.485000001,5808960.9756
87,167,Location 167,1,33923,0.100401737706150,2,0,0,0.000000000000000,,313779.008841422,5809524.95257929,160.000000000000000,167,3302,Location 3302,1,697290,0.909935444305620,2,0,0,0.000000000000000,,313695.194300001,5809570.6155
