OBJECTID,OBJECTID_MODE,Mode,FacilityID_Mode,X,Y,Target break,8_Total_Pat,9_Bus_patronage,10_PropComm,11_Balance,12_LUEntropy,13_PedConnect,14_PBN,15_Parkiteer,16_ACDist,17_ACCount,18_FTZ,19_Parking,20_PropUrban,21_PropRural,22_EmpAccess,23_C_LOS,24_O_Bus_LOS,25_O_Tram_LOS,26_O_Train_LOS,27_O_LOS,28_MedInc,29_PropOS,30_PropBach,31_LocalAccess_800,32_EmpDen_800,33_ResidentialDen_800,34_censored_PropFTE,35_censored_MeanSize,EmpDen_surrogate,Population_surrogate,DestScore_surrogate
51,51-tram,tram,271-tram,318110.9816,5809838.959,600,574.4161169,4.5,0.084767998,0.063042622,0.624232286,97,0.222281996,0,0.947398721,0,0,0,5383.157509,0,291527.2746,57.92307692,9.230769231,0,0,57.92307692,800,0.037565729,0.547835166,0.127,-0.988,2.946889396,0.647506566,2.363801606,1628.960604,5383.157509,3
1731,1731-tram,tram,278-tram,324963.5093,5809927.493,600,152.0078409,23.2,0.06783134,0.060654245,0.258523192,72,0.35726599,0,0.115122691,1,0,0,4438.577854,0,138566.527,60.23076923,17.23076923,0,0,60.23076923,800,0.042286938,0.610984745,0.746,-0.505,1.25443208,0.62014287,2.266779076,1151.673995,4438.577854,5
1642,1642-tram,tram,296-tram,322830.5301,5810212.488,600,357.0723656,94,0.062628957,0.145092864,0.488943245,125,0.164865111,0,1.16337836,0,0,0,6160.969469,0,471792.2009,60.38461538,39.69230769,0,0,60.38461538,800,0.03806912,0.683281769,1.1,0.331,2.219339966,0.647506566,2.266779076,7933.697931,6160.969469,5
1596,1596-tram,tram,306-tram,329659.9797,5810414.544,600,90.49655581,12.8,0.026286058,0.094713349,0.299348534,46,0,0,0.977597334,0,0,0,3219.865748,0,55751.5357,50.15384615,5.846153846,0,0,50.15384615,650,0.02399447,0.67002975,1.68,-0.107,-0.421681583,0.582344869,2.729173639,1179.549651,3219.865748,3
1586,1586-tram,tram,311-tram,333745.9576,5810516.948,600,47.93081604,136.1,0.014533187,0.097010065,0.44448839,57,0,0,2.256184476,0,0,0,2417.992186,0,50099.77715,49.61538462,56.07692308,0,0,49.61538462,500,0.024473349,0.599695143,0.908,0.1,-0.529457655,0.5293154,2.813399128,1825.153825,2417.992186,3
1592,1592-tram,tram,314-tram,333394.0138,5810562.993,600,95.86163208,13.8,0.017412563,0.064267556,0.476585041,61,0,0,2.375245909,0,0,0,2115.869418,0,50002.11086,49.69230769,38.23076923,0,0,49.69230769,650,0.022905518,0.653179705,0.558,0.0503,-0.530119681,0.562534529,2.769534376,1186.693814,2115.869418,3
1595,1595-tram,tram,315-tram,333224.497,5810584.531,600,95.86163208,10.4,0.015797564,0.064427434,0.47773531,60,0,0,2.449464015,0,0,0,1828.130663,0,50002.11086,49.69230769,25.61538462,0,0,49.69230769,650,0.024705427,0.652281453,0.933,0.0374,-0.727520154,0.569957418,2.79704301,1090.755515,1828.130663,3
15,15-tram,tram,326-tram,320075.5044,5810729.027,600,987.3652487,1.7,0.516098624,0.474813154,0.542421336,116,0.356591645,0,0.432402678,1,0,0,2998.806246,0,433545.7374,61.92307692,9.230769231,0,0,61.92307692,300,0.108006596,0.446709729,2.16,1.63,-0.32240119,0.61788042,2.266779076,10427.63319,2998.806246,7
1606,1606-tram,tram,319-tram,333019.0059,5810612.994,600,95.86163208,13.9,0.007026856,0.060328546,0.453260986,57,0,0,2.55007982,0,0,0,2063.582862,0,50002.11086,49.69230769,25.61538462,0,0,49.69230769,500,0.026610021,0.644028566,0.881,0.036,-0.742473217,0.566599267,2.867255771,1045.694314,2063.582862,2
1619,1619-tram,tram,325-tram,332260.0059,5810720.977,600,47.93081604,12.9,0.023980674,0.078515476,0.329472256,49,0,0,3.016006805,0,0,0,2818.149676,0,45781.77661,24.69230769,19.46153846,50.30769231,0,75,650,0.02184208,0.650116962,1.35,-0.0477,-0.591606846,0.563020747,3.019766353,1098.896272,2818.149676,6
1623,1623-tram,tram,327-tram,332195.9902,5810742.982,600,47.93081604,12.9,0.023159703,0.078453773,0.305305348,49,0,0,3.053001382,0,0,0,2872.947684,0,45781.77661,25.15384615,13,24.69230769,0,49.84615385,650,0.021073857,0.649236248,1.38,-0.0542,-0.577490956,0.562567539,3.023330687,1098.83474,2872.947684,6
1590,1590-tram,tram,313-tram,329508.9725,5810565.997,600,45.2482779,4.3,0.042701256,0.09582894,0.383773486,44,0,0,0.763775654,0,0,0,3208.693179,0,50378.01545,24.84615385,8.846153846,25.38461538,0,50.23076923,650,0.029755165,0.678829514,1.71,-0.0906,-0.378465384,0.588155399,2.650865278,1187.261853,3208.693179,5
1603,1603-tram,tram,318-tram,329475.9794,5810620.042,600,45.2482779,4.3,0.056194833,0.09779213,0.418735395,46,0,0,0.701990886,0,0,0,3215.350833,0,50366.09056,25.38461538,5.846153846,24.84615385,0,50.23076923,650,0.030946073,0.6833252,2.15,-0.0676,-0.575205832,0.58943176,2.630229708,1208.041366,3215.350833,5
1625,1625-tram,tram,328-tram,329342.4742,5810752.983,600,90.49655581,17.2,0.131992703,0.10613724,0.515221796,45,0,0,0.513595183,1,0,0,3347.501378,0,58528.56628,50.23076923,11.69230769,0,0,50.23076923,650,0.034126946,0.684088013,2.23,-0.0477,-0.564286575,0.596192858,2.570046508,1329.345247,3347.501378,6
1608,1608-tram,tram,320-tram,332821.4899,5810653.992,600,95.86163208,54.9,0.015913154,0.065976193,0.455035654,59,0,0,2.648468306,0,0,0,2270.073917,0,50032.4924,49.69230769,38.23076923,24.61538462,0,74.30769231,500,0.026218804,0.644649481,1.43,0.016,-0.905705719,0.56385317,2.932147235,1057.709981,2270.073917,3
1611,1611-tram,tram,321-tram,332652.4711,5810678.97,600,95.86163208,34.3,0.022139611,0.069182931,0.439308126,56,0,0,2.748695569,0,0,0,2450.34823,0,52866.85281,49.69230769,12.61538462,24.61538462,0,74.30769231,500,0.024958138,0.648152155,1.65,0.00939,-0.927872916,0.559622069,2.96185972,1064.418261,2450.34823,5
1618,1618-tram,tram,324-tram,332416.5117,5810707.464,600,95.86163208,6.2,0.026415603,0.073525779,0.402861633,45,0,0,2.903825416,0,0,0,2683.592382,0,45781.77661,49.84615385,13,24.69230769,0,74.53846154,500,0.02303758,0.65304736,1.23,-0.0356,-0.612021286,0.564350234,3.00971981,1080.567461,2683.592382,5
1661,1661-tram,tram,343-tram,329179.5117,5810921.999,600,90.49655581,14.4,0.244436112,0.127812842,0.566086968,56,0,0,0.278824867,1,0,0,3405.169241,0,73096.72474,50.23076923,8.846153846,25.38461538,0,75.61538462,650,0.035766161,0.682079581,2.47,0.00896,-0.691486046,0.608237627,2.498012624,1573.367898,3405.169241,6
1688,1688-tram,tram,354-tram,329293.4851,5811078.953,600,76.24408668,1.5,0.232369294,0.122044681,0.538085229,58,0.31999615,0,0.313075377,1,0,0,3161.902216,0,73069.16498,49.76923077,3,0,0,49.76923077,650,0.033141781,0.684893307,2.19,0.00783,-0.654405509,0.597484876,2.579621531,1426.610002,3161.902216,6
35,35-tram,tram,360-tram,319979.4945,5811142.527,600,987.3652487,30.6,0.647077806,0.308236338,0.461120215,124,0.215701161,0,0.569497274,0,0,0,4689.749141,0,422221.5963,61.92307692,38.61538462,0,0,61.92307692,650,0.069380953,0.61106795,1.44,1.69,-0.108410926,0.647506566,2.283760355,10920.24928,4689.749141,6
29,29-tram,tram,351-tram,319466.9879,5811037.028,600,1148.832234,25.1,0.578349011,0.666209308,0.554645152,152,0.322175095,0,0.976723917,0,0,0,1432.586369,0,418062.4404,57.92307692,15.69230769,0,0,57.92307692,650,0.041062572,0.550998936,1.55,1.62,-1.37674572,0.647506566,2.341035914,8361.232139,1432.586369,5
1677,1677-tram,tram,349-tram,329078.9899,5811034.974,600,227.39163,36.8,0.336382476,0.144346155,0.585349595,60,0.289350671,0,0.128092894,1,0,0,3528.247659,0,73093.80212,25.38461538,10.46153846,200.5384615,0,225.9230769,650,0.037958318,0.677942811,2.33,-0.00142,-0.481976081,0.622360562,2.464948632,1801.7202,3528.247659,6
1697,1697-tram,tram,358-tram,329004.8281,5811111.658,600,1775.110979,36.8,0.290574899,0.152364861,0.559719973,75,0.320384367,0,0.023240179,1,0,0,3500.778746,0,175642.1695,175.1538462,10.46153846,50.46153846,0,225.6153846,650,0.036804455,0.679258028,2.5,0.0125,-0.518612718,0.617273396,2.461770984,1879.163259,3500.778746,7
1716,1716-tram,tram,365-tram,327834.0375,5811259.487,600,316.9281385,32.4,0.041576726,0.125579884,0.254435388,70,0.410092491,0,1.15750894,0,0,0,5204.341108,0,203634.0017,99.76923077,16.69230769,0,0,99.76923077,650,0.027810081,0.662376927,0.261,-0.291,1.665662164,0.603757828,2.419198681,2683.176396,5204.341108,3
40,40-tram,tram,369-tram,320316.9853,5811309.004,600,579.822619,50.5,0.702261861,0.160925266,0.353843687,213,0,0,0.464168788,1,0,0,8646.064573,0,447272.2719,28.46153846,47.69230769,28.30769231,0,56.76923077,650,0.076713775,0.601661994,0.859,1.02,3.425192547,0.647506566,2.367070484,11829.48808,8646.064573,6
43,43-tram,tram,374-tram,320282.0378,5811380.958,600,579.822619,50.5,0.71890208,0.148480575,0.325516623,196,0,0,0.543897822,1,0,0,9597.224233,0,441742.9191,28.30769231,47.69230769,28.46153846,0,56.76923077,650,0.074637592,0.604111404,0.725,1.43,3.351515167,0.647506566,2.358946458,12534.90746,9597.224233,6
47,47-tram,tram,381-tram,320523.0084,5811500.018,600,441.6769689,74.8,0.697778495,0.092341979,0.335488404,202,0.317861454,0,0.626022292,0,0,0,14637.81397,0,442635.5995,60.69230769,47.46153846,0,0,60.69230769,650,0.076347144,0.61153667,-0.146,1.23,5.800044726,0.647506566,2.315852019,13063.22178,14637.81397,7
83,83-tram,tram,416-tram,320563.0362,5812002.033,600,367.5259413,221.1,0.838708174,0.266065123,0.268593344,129,0.55143057,0,0.890289136,0,0,0,13571.8244,0,536661.4957,60.84615385,121.7692308,0,0,60.84615385,650,0.069497586,0.605677132,-0.745,5.92,4.99663542,0.647506566,2.314809492,40608.39157,13571.8244,7
97,97-tram,tram,437-tram,320556.2678,5812269.747,600,2651.77042,549,0.914039792,0.596906604,0.181233573,132,0.645258513,0,0.630257782,0,1,0,8910.091818,0,559304.5607,199.0769231,189.1538462,60.46153846,0,259.5384615,500,0.060269242,0.569396817,0.707,10.5,1.600977595,0.590161096,2.319530563,72550.61535,8910.091818,7
1840,1840-tram,tram,424-tram,319401.4859,5812082.509,600,549.9777623,0,0.198525529,0.359637028,0.467359352,102,0.52559292,0,1.540001309,0,1,0,4446.279465,0,519850.179,111.6153846,0,138.1538462,0,249.7692308,650,0.05184265,0.647336247,0.821,4.52,-0.047520701,0.647506566,2.417743935,23607.16119,4446.279465,7
91,91-tram,tram,427-tram,319601.0074,5812158.498,600,1103.572664,0,0.336148307,0.366437275,0.522771037,87,0.320067914,0,1.330463686,0,1,0,6582.107386,0,559903.3486,111.6153846,0,0,0,111.6153846,500,0.055769167,0.632787422,0.0188,6.07,1.190296019,0.611955226,2.402084181,32718.98087,6582.107386,7
1852,1852-tram,tram,429-tram,326145.4883,5812165.956,600,637.1760387,3.4,0.120070947,0.120869185,0.534478228,111,0.431285561,0,1.066597631,0,0,0.00013076,4167.859296,0,311665.4511,50.30769231,0.230769231,50.30769231,0,100.6153846,800,0.031741296,0.6828068,1.25,-0.033,0.460287566,0.647506566,2.358465097,2728.99448,4167.859296,6
1845,1845-tram,tram,426-tram,326284.9895,5812142.539,600,637.1760387,0.2,0.148441298,0.115475671,0.537553072,104,0.639300369,0,0.945332167,0,0,0,4359.258487,0,311605.0188,50.30769231,0.076923077,50.30769231,0,100.6153846,800,0.033840632,0.67959992,1.13,-0.113,0.701227827,0.647506566,2.333865482,2724.063458,4359.258487,5
1865,1865-tram,tram,434-tram,319774.9815,5812230.979,600,1103.572664,900.5,0.49010785,0.356416483,0.554955501,96,0.319986922,0,1.145419163,0,1,0,10181.87658,0,574121.4221,111.5384615,39.46153846,0,0,111.5384615,300,0.056673183,0.621670535,0.351,7.62,1.19748577,0.564960744,2.380551645,45649.39906,10181.87658,7
99,99-tram,tram,440-tram,319917.4968,5812318.477,600,10452.60783,900.5,0.647442459,0.38662692,0.489067909,112,0.313420541,0,0.978432803,0,1,0,12358.42284,0,580939.1766,63.30769231,39.46153846,281.5384615,0,344.8461538,300,0.056633372,0.620500824,0.0966,8.9,1.567350777,0.546040611,2.350984889,58875.79126,12358.42284,7
100,100-tram,tram,441-tram,320002.0095,5812315.999,600,10452.60783,900.5,0.678881962,0.418634458,0.472945711,113,0.320005863,0,0.911938575,0,1,0,12121.21366,0,574859.9693,226.2307692,39.46153846,63.30769231,0,289.5384615,300,0.056765066,0.615109558,0.14,9.9,1.137541237,0.543116575,2.348266099,63250.53313,12121.21366,7
105,105-tram,tram,447-tram,320489.9981,5812372.519,600,1325.88521,397.8,0.92921343,0.617518638,0.157627551,151,0.680031965,0,0.555660704,0,1,0,9521.353815,0,549246.4355,30.15384615,183.1538462,486.2307692,0,516.3846154,500,0.058146577,0.571834733,0.717,12.8,0.434806708,0.57187257,2.307153854,81175.82194,9521.353815,7
116,116-tram,tram,461-tram,323101.023,5812526.978,600,424.3900907,129.4,0.114320866,0.183894539,0.642789643,169,0.329187814,0,0.795257881,0,0,0,4680.002718,0,439258.9296,51.30769231,39.61538462,51.30769231,0,102.6153846,800,0.036427328,0.645574508,1.67,0.502,0.721325649,0.647506566,2.266779076,6395.357242,4680.002718,6
118,118-tram,tram,463-tram,323052.9656,5812542.041,600,229.2785364,129.4,0.101330083,0.176141591,0.641169414,155,0.327875862,0,0.844868535,0,0,0,4504.573679,0,449125.7457,51.30769231,39.61538462,51.30769231,0,102.6153846,800,0.035785127,0.646088576,1.75,0.539,0.552623223,0.647506566,2.266779076,6438.181264,4504.573679,6
141,141-tram,tram,482-tram,319761.4759,5812720.502,600,309.4556321,88.7,0.760993966,0.30685872,0.378036976,112,0,0,0.971324407,0,1,0,14244.81822,0,575066.3918,61.15384615,63.61538462,0,0,61.15384615,150,0.06128051,0.613608987,0.236,7.29,3.441819747,0.515465108,2.387868776,51037.66407,14244.81822,7
1957,1957-tram,tram,479-tram,334732.9866,5812730.947,600,537.5576216,188.1,0.370366284,0.106849129,0.662684634,68,0,0,0.174525525,1,0,0,3563.901979,0,99123.59504,56,28.46153846,0,0,56,100,0.018806804,0.523190009,2.8,-0.00382,-0.418567233,0.48854298,2.365638086,2689.449177,3563.901979,6
1976,1976-tram,tram,488-tram,334411.9957,5812774.998,600,537.5576216,179.8,0.283353383,0.114276526,0.667585881,55,0,0,0.276245618,1,0,0,2873.453254,0,104132.018,27.84615385,58.92307692,28.23076923,0,56.07692308,150,0.024391167,0.515729324,2.68,0.0512,-0.772426366,0.48854298,2.317288869,2352.222869,2873.453254,4
1984,1984-tram,tram,491-tram,334135.9878,5812824.051,600,537.5576216,83.3,0.148918877,0.096108066,0.528503582,49,0,0,0.537207007,0,0,0,2523.700597,0,59452.9224,28.23076923,4.923076923,27.84615385,0,56.07692308,300,0.026878469,0.588945564,2.33,0.0736,-0.982311079,0.4980968,2.456184722,1770.316768,2523.700597,4
1974,1974-tram,tram,487-tram,334513.0425,5812773.036,600,537.5576216,96.5,0.298633257,0.112896041,0.676832801,62,0,0,0.208107585,1,0,0,3085.261153,0,99123.59504,28.23076923,36.07692308,27.84615385,0,56.07692308,100,0.023257393,0.507114701,2.87,0.0421,-0.729477482,0.48854298,2.29177332,2481.727927,3085.261153,6
139,139-tram,tram,481-tram,320430.5052,5812729.479,600,1896.868908,2375.2,0.976486046,0.549427699,0.059056187,210,0,0,0.325445919,1,1,0,12928.70938,0,555567.5441,124.6153846,312.3076923,30.53846154,0,155.1538462,150,0.053968983,0.606256315,0.169,15.2,1.950744168,0.510968212,2.292648896,93154.1207,12928.70938,7
1997,1997-tram,tram,497-tram,333611.0018,5812887.042,600,260.0584875,1.9,0.041590481,0.038065279,0.354997708,57,0.226650681,0,1.052421057,0,0,0,2776.280357,0,46895.31348,56.07692308,4.692307692,0,0,56.07692308,650,0.020179312,0.668317584,1.08,-0.111,-0.424418681,0.555961693,2.70848658,856.6293504,2776.280357,2
153,153-tram,tram,500-tram,320197.0144,5812888.962,600,1197.839559,1067.3,0.874604831,0.399030391,0.237098062,198,0.319991111,0,0.52297325,0,1,0,16898.70705,0,555692.7568,60.84615385,162.8461538,0,0,60.84615385,150,0.056408102,0.633543927,-0.152,12.2,4.124720955,0.50075766,2.266779076,80239.98409,16898.70705,7
