OBJECTID,OBJECTID_MODE,Mode,FacilityID_Mode,X,Y,Target break,8_Total_Pat,9_Bus_patronage,10_PropComm,11_Balance,12_LUEntropy,13_PedConnect,14_PBN,15_Parkiteer,16_ACDist,17_ACCount,18_FTZ,19_Parking,20_PropUrban,21_PropRural,22_EmpAccess,23_C_LOS,24_O_Bus_LOS,25_O_Tram_LOS,26_O_Train_LOS,27_O_LOS,28_MedInc,29_PropOS,30_PropBach,31_LocalAccess_800,32_EmpDen_800,33_ResidentialDen_800,34_censored_PropFTE,35_censored_MeanSize,EmpDen_surrogate,Population_surrogate,DestScore_surrogate
1767,1767-tram,tram,40-tram,323803.0081,5805284.023,600,185.2899543,31.3,0.123189905,0.062422,0.535057903,62,0.527431977,0,0.700500317,0,0,0,5400.991437,0,58672.08663,41.46153846,69.61538462,41.38461538,0,82.84615385,800,0.054325569,0.578160514,1.56,-0.636,1.314082083,0.647506566,2.266779076,1260.495359,5400.991437,5
1778,1778-tram,tram,43-tram,326160.5061,5805653.997,600,104.2582018,25.3,0.018859474,0.025711947,0.193606065,59,0.319999035,0,1.726356314,0,0,0,3667.745302,0,74635.16847,42.38461538,16.15384615,0,0,42.38461538,650,0.110471488,0.605584795,1.38,-0.311,0.152079287,0.56648334,2.766468009,1167.888764,3667.745302,4
1795,1795-tram,tram,47-tram,329283.9674,5806014.002,600,69.20729675,2.9,0.026743049,0.263978024,0.178230326,64,0.312351658,0,1.183491157,0,0,0,3584.866805,0,28686.53951,49.23076923,2.076923077,0,0,49.23076923,650,0.022792859,0.657327562,1.31,0.0205,0.038815805,0.584136003,2.765385756,1429.184015,3584.866805,4
1810,1810-tram,tram,51-tram,327776.4781,5806089.957,600,471.1009698,1099.4,0.10043318,0.170233148,0.734917954,62,0.205008432,0,0.052630017,1,0,0.009558236,2763.413319,0,426979.2958,49.23076923,70.92307692,24.61538462,404.4615385,478.3076923,300,0.024053708,0.668835748,1.73,-0.000678,-0.555446706,0.516618907,2.592570469,1257.602549,2763.413319,7
1791,1791-tram,tram,46-tram,323446.9969,5805972.951,600,92.64497714,5.3,0.044097925,0.03939151,0.31618888,98,0.319825796,0,0.885952827,0,0,0,6893.387735,0,305002.355,21,16.23076923,21,0,42,800,0.054822839,0.574908979,1.1,-1.15,2.890522356,0.631189889,2.325548922,1077.300579,6893.387735,6
1799,1799-tram,tram,48-tram,323399.0285,5806046.966,600,92.64497714,5.3,0.040163238,0.03893008,0.308800298,100,0.319946079,0,0.811413769,0,0,0,6948.289927,0,305002.355,21,16.23076923,21,0,42,800,0.055194449,0.575187672,1.36,-1.15,2.816643667,0.630004212,2.318765205,1075.338544,6948.289927,6
1817,1817-tram,tram,53-tram,328339.4843,5806150.491,600,138.4145935,1.6,0.073357524,0.191849786,0.474690662,65,0,0,0.514099481,1,0,0,4216.609265,0,45542.25133,49.46153846,1.923076923,0,0,49.46153846,300,0.020981378,0.700162353,1.79,-0.0943,-0.025561269,0.506889242,2.635079774,1367.901192,4216.609265,7
1849,1849-tram,tram,60-tram,323222.998,5806389.497,600,185.2899543,0.4,0.073976336,0.044867988,0.40302059,99,0.388880646,0,0.505864085,1,0,0,6924.419963,0,291670.2993,42,8.076923077,21,0,63,800,0.053986061,0.572685504,1.48,-1.09,2.874752992,0.637427987,2.282634172,1568.184052,6924.419963,7
1868,1868-tram,tram,64-tram,323167.0034,5806507.024,600,92.64497714,12.7,0.093413767,0.047968824,0.467358381,116,0.505308334,0,0.428903711,1,0,0,6813.635604,0,287154.1609,21,16.23076923,83.46153846,0,104.4615385,800,0.054239855,0.568028163,1.6,-1.04,2.848465045,0.641963519,2.26753311,1832.3317,6813.635604,7
1881,1881-tram,tram,67-tram,323190.0072,5806583.012,600,92.64497714,13,0.124868016,0.051761289,0.467051917,92,0.5609003,0,0.354341017,1,0,0,6539.90838,0,298453.0024,41.46153846,24.30769231,21,0,62.46153846,800,0.053364211,0.569426799,1.4,-1.06,2.968329264,0.646222543,2.266779076,1830.222279,6539.90838,7
108,108-tram,tram,71-tram,323065.9771,5806688.526,600,185.2899543,12.6,0.132064328,0.053597534,0.550251662,134,0.465677753,0,0.386452519,1,0,0,6629.813078,0,297442.419,42,16.23076923,0,0,42,800,0.052367098,0.556575918,1.61,-0.982,2.880146315,0.647506566,2.266779076,2446.337418,6629.813078,7
1878,1878-tram,tram,66-tram,325657.4777,5806555.488,600,263.4484019,16.6,0.035980754,0.019058288,0.186315131,55,0.319744144,0,1.578192028,0,0,0,3918.737464,0,101620.6982,95.15384615,25.69230769,0,0,95.15384615,650,0.103970746,0.64758172,1.19,-0.351,0.309624587,0.573145588,2.798987927,1111.570389,3918.737464,4
1895,1895-tram,tram,70-tram,324847.4836,5806667.461,600,263.4484019,23.1,0,0.025943827,0.092199851,54,0.319970724,0,1.446956607,0,0,0,3632.279194,0,82591.4491,95.30769231,26.76923077,0,0,95.30769231,650,0.086962425,0.648445492,1.09,-0.383,0.439596195,0.56282343,2.829470653,1121.695619,3632.279194,4
115,115-tram,tram,76-tram,322335.5173,5806800.526,600,1361.345863,265.5,0.169329687,0.061032686,0.582886262,125,0.291583403,0,0.0799597,1,0,0,6479.268643,0,204015.9562,30.69230769,80.46153846,0,0,30.69230769,800,0.054958014,0.514596652,1.14,-0.755,2.801426022,0.647506566,2.266779076,3674.023019,6479.268643,7
1917,1917-tram,tram,75-tram,324039.9997,5806775.969,600,263.4484019,18.6,0.066006663,0.039961587,0.275346523,47,0,0,0.632216494,1,0,0,6448.893065,0,90928.57429,95.38461538,29.92307692,0,0,95.38461538,650,0.075299734,0.574844774,1.32,-1.04,2.533804165,0.618269619,2.464945127,1206.186505,6448.893065,5
131,131-tram,tram,83-tram,322906.515,5806937.042,600,323.7093417,0.4,0.260467365,0.057842796,0.616025904,132,0.317808807,0,0.512735388,1,0,0,6785.332421,0,362389.194,99,8.076923077,48.23076923,0,147.2307692,800,0.050342526,0.535373182,1.79,-0.851,2.731550226,0.647506566,2.266779076,3236.523309,6785.332421,7
134,134-tram,tram,84-tram,322672.4777,5806966.515,600,323.7093417,5.4,0.304924552,0.06084138,0.657151515,122,0,0,0.401626709,1,0,0,6669.605569,0,116945.2273,75.84615385,8.153846154,0,0,75.84615385,800,0.049781291,0.514401149,1.44,-0.714,2.676717129,0.647506566,2.266779076,3754.34956,6669.605569,7
1959,1959-tram,tram,86-tram,322196.0396,5807011.05,600,656.0740433,90.2,0.164740886,0.062597482,0.642954553,95,0,0,0.173215157,1,0,0,6485.934788,0,168599.8206,38.38461538,49,137.7692308,0,176.1538462,800,0.05485269,0.507830088,0.988,-0.607,2.652993775,0.647506566,2.266779076,3801.29563,6485.934788,6
140,140-tram,tram,87-tram,322053.4979,5807015.51,600,1312.148087,84.3,0.148849985,0.070683433,0.696004471,89,0,0,0.277354819,1,0,0,5695.211899,0,168599.8206,137.7692308,32.69230769,38.38461538,0,176.1538462,800,0.054503611,0.503701848,1.02,-0.448,2.076962537,0.647506566,2.266779076,3784.8275,5695.211899,5
1954,1954-tram,tram,85-tram,322420.9842,5807009.481,600,323.7093417,102,0.189174252,0.060295566,0.654812644,143,0.319638558,0,0.2007033,1,0,0,6745.097139,0,190430.1013,76,96.38461538,0,0,76,800,0.055392994,0.507337687,1.63,-0.762,2.870383383,0.647506566,2.266779076,3803.29569,6745.097139,5
145,145-tram,tram,90-tram,321749.4746,5807207.526,600,1312.148087,5.6,0.089515461,0.074618691,0.688932738,98,0.311543664,0,0.636899156,0,0,0,5140.519936,0,168599.8206,137.5384615,24.69230769,0,0,137.5384615,650,0.059234214,0.489077458,1.05,-0.401,1.874655471,0.647506566,2.266779076,3613.765645,5140.519936,6
2004,2004-tram,tram,96-tram,328480.0146,5807363.04,600,55.50983926,5.2,0.016792149,0.222131939,0.315193237,73,0,0,1.419571248,0,0,0,2845.903986,0,30850.32152,52,3.153846154,0,0,52,800,0.018844245,0.688300149,1.19,0.114,-0.434091196,0.565923816,2.819014925,1559.2677,2845.903986,5
2062,2062-tram,tram,109-tram,325782.4658,5807568,600,78.99395963,13,0,0.094922966,0.22489143,70,0,0,0.846258737,0,0,0,5181.415051,0,124315.7329,42.53846154,25.69230769,26.15384615,0,68.69230769,800,0.070459867,0.642797933,1.66,-0.493,1.296899566,0.629008937,2.310512451,1957.549419,5181.415051,4
2035,2035-tram,tram,103-tram,327604.4982,5807474.029,600,111.0196785,18.6,0.018733751,0.122926931,0.197047407,52,0.31998346,0,1.078497353,0,0,0,3724.39543,0,117721.7233,52.15384615,16.76923077,0,0,52.15384615,800,0.024205166,0.676261009,1,-0.12,0.208324962,0.576588323,2.793280212,1635.910082,3724.39543,5
167,167-tram,tram,106-tram,321729.0336,5807555.015,600,656.0740433,17.4,0.081493775,0.058382085,0.667979781,109,0.573852161,0,0.888074583,0,0,0,6656.697696,0,245988.0684,69,16.46153846,124.9230769,0,193.9230769,800,0.057720242,0.488699975,1.31,-0.552,2.256556971,0.647506566,2.266779076,3630.753163,6656.697696,6
178,178-tram,tram,114-tram,321878.4756,5807665.004,600,651.8885404,17.4,0.09992862,0.054225893,0.648863362,111,0.319996413,0,0.899694473,0,0,0,7455.959945,0,245988.0684,137.6923077,16.46153846,56.30769231,0,194,800,0.055480888,0.489254878,1.01,-0.628,2.615168915,0.647506566,2.266779076,3769.119632,7455.959945,7
184,184-tram,tram,116-tram,321807.0089,5807681.05,600,325.9442702,17.4,0.091068501,0.055510884,0.652714216,111,0.516260503,0,0.947961504,0,0,0,7165.971812,0,193015.1313,56.30769231,16.46153846,206.6923077,0,263,800,0.055008716,0.492570075,1.02,-0.603,2.532644184,0.647506566,2.266779076,3710.819084,7165.971812,7
2099,2099-tram,tram,118-tram,325804.4745,5807729.496,600,72.94502137,10.3,0.009849693,0.11909821,0.267683349,81,0,0,0.788893991,0,0,0,5268.511308,0,126718.5346,52.30769231,25.76923077,21.15384615,0,73.46153846,800,0.058616903,0.642215985,2.08,-0.338,0.878193321,0.638417875,2.266779076,2246.986917,5268.511308,5
2125,2125-tram,tram,124-tram,324990.9919,5807826.484,600,348.4033974,21.7,0.015855962,0.088315166,0.225914855,64,0.175142917,0,1.595820247,0,0,0,6240.282428,0,120234.8574,94,26.76923077,0,0,94,800,0.058418125,0.610398121,1.12,-0.699,2.257489606,0.647506566,2.266779076,2168.653276,6240.282428,6
203,203-tram,tram,125-tram,321698.4906,5807822.519,600,651.8885404,2.5,0.073836842,0.062019165,0.657418991,97,0.200115084,0,1.125061977,0,0,0,6251.41319,0,193015.1313,56.38461538,16.46153846,0,0,56.38461538,800,0.050703641,0.506494297,1.05,-0.429,1.970530403,0.647506566,2.266779076,3628.91424,6251.41319,6
2150,2150-tram,tram,131-tram,324179.5105,5807948.026,600,348.4033974,11.7,0.001612262,0.094718855,0.32373525,102,0,0,1.332249074,0,0,0,6457.654999,0,325541.2929,93.53846154,29.92307692,0,0,93.53846154,800,0.05185903,0.590671661,1.12,-0.822,2.812117862,0.647506566,2.266779076,2418.945303,6457.654999,5
2131,2131-tram,tram,126-tram,322078.0007,5807864.503,600,651.8885404,38.4,0.111954593,0.054989266,0.669707893,102,0.387357268,0,1.023375134,0,0,0,7416.21364,0,357346.7653,61.84615385,24.23076923,137.8461538,0,199.6923077,800,0.056582821,0.485055659,0.551,-0.831,3.517477586,0.647506566,2.266779076,3803.296779,7416.21364,6
2185,2185-tram,tram,140-tram,322584.5155,5808047.488,600,623.2066049,52,0.217011035,0.052910053,0.671881119,107,0.60094625,0,1.222630029,0,0,0,8606.096241,0,273682.3992,61.46153846,39.53846154,75.92307692,0,137.3846154,800,0.067986045,0.511315362,0.798,-1.07,4.164022755,0.647506566,2.266779076,3772.645315,8606.096241,5
2206,2206-tram,tram,146-tram,322488.9807,5808138.512,600,658.9032967,99.4,0.236750208,0.056105729,0.733181381,117,0.700157278,0,1.292561733,0,0,0,8249.183992,0,424561.4334,75.92307692,56.15384615,61.46153846,0,137.3846154,800,0.070756115,0.513282399,0.971,-0.991,3.908548884,0.647506566,2.266779076,3766.521617,8249.183992,6
243,243-tram,tram,142-tram,321474.5016,5808072.495,600,194.4857205,5.9,0.026171773,0.067377192,0.551448005,68,0.179071917,0,1.456404534,0,0,0,5478.684694,0,186071.1155,56.38461538,16.46153846,0,0,56.38461538,800,0.041957058,0.569096632,0.721,-0.248,1.489599459,0.647506566,2.266779076,3653.873013,5478.684694,4
2203,2203-tram,tram,145-tram,327684.0362,5808112.478,600,134.7938113,21.6,0.04094914,0.063773232,0.297100038,59,0.31999846,0,1.132749405,0,0,0,4337.848305,0,121146.3427,55,16.76923077,0,0,55,800,0.021626677,0.656091115,1.76,-0.374,0.579573294,0.60005016,2.567233107,1705.250533,4337.848305,7
276,276-tram,tram,157-tram,322505.4741,5808336.481,600,658.9032967,47.4,0.242326696,0.056401099,0.709003653,112,0.324031033,0,1.378472737,0,0,0,8715.996315,0,397111.1128,231.1538462,16.61538462,0,0,231.1538462,800,0.071865271,0.535217463,0.883,-1,4.080942766,0.647506566,2.266779076,3810.468419,8715.996315,4
2228,2228-tram,tram,154-tram,321173.517,5808260.006,600,137.7666156,1.5,0,0.058984561,0.371796508,44,0.190867163,0,1.785616575,0,0,0,5434.528117,0,188144.5717,56.53846154,16.46153846,0,0,56.53846154,800,0.035462492,0.630086826,-0.551,-0.246,1.948745378,0.647506566,2.266779076,3642.449077,5434.528117,2
2223,2223-tram,tram,159-tram,321010.0001,5808363.466,600,81.04751063,0.3,0.01528279,0.05838999,0.437558581,45,0.168312,0,1.969383809,0,0,0,4856.79643,0,188144.5717,56.69230769,16.46153846,0,0,56.69230769,800,0.035504921,0.645266788,-0.273,-0.135,1.447609304,0.647506566,2.266779076,3538.916692,4856.79643,1
2225,2225-tram,tram,158-tram,325873.0304,5808371.012,600,175.4600293,22.2,0.079495573,0.20359121,0.33173341,115,0,0,0.895009612,0,0,0,4121.924344,0,318532.9332,53.84615385,17.15384615,0,163.3846154,217.2307692,800,0.037528436,0.652062006,2.54,0.0907,-0.152622011,0.613023724,2.31771038,2754.717395,4121.924344,6
255,255-tram,tram,164-tram,325068.4997,5808487.018,600,175.4600293,17.1,0.065107738,0.177217246,0.431501549,126,0,0,1.476448901,0,0,0,4609.437022,0,129120.3537,53.84615385,26.76923077,0,0,53.84615385,800,0.039362483,0.635783674,2.06,-0.197,0.978116379,0.647506566,2.279777258,3126.606513,4609.437022,6
2193,2193-tram,tram,168-tram,340074.9962,5808553.019,600,226.9731917,207.3,0.03855664,0.04820221,0.267063378,26,0.222650864,0,1.40723621,0,0,0,2770.221298,0,26103.15241,49.69230769,97.30769231,0,0,49.69230769,300,0.03334763,0.488527957,-0.395,-0.26,0.326794627,0.558662808,2.953344641,412.5880832,2770.221298,2
2182,2182-tram,tram,171-tram,320731.5059,5808550.009,600,81.04751063,1.5,0.026589923,0.056451504,0.425885671,58,0.424153107,0,2.293662135,0,0,0,4172.560354,0,188144.5717,56.69230769,16.46153846,0,0,56.69230769,800,0.03211938,0.668840452,-0.0833,-0.0757,1.10967101,0.647506566,2.420241037,3341.584116,4172.560354,3
2171,2171-tram,tram,174-tram,324263.9965,5808604.502,600,175.4600293,13.7,0.093198419,0.122723737,0.351185798,179,0,0,1.002633624,0,0,0,6629.86137,0,127227.369,54.23076923,30,0,0,54.23076923,800,0.036225155,0.617022242,1.04,-0.666,3.011580558,0.647506566,2.266779076,3513.345831,6629.86137,4
2162,2162-tram,tram,176-tram,339429.5109,5808642.99,600,453.9463833,46.1,0,0.054118876,0.188713454,24,0,0,0.776075199,0,0,0,2459.88102,0,20125.84805,49.69230769,22.69230769,0,0,49.69230769,300,0.035143389,0.566198829,-0.895,-0.192,0.330705852,0.572749532,3.010294884,412.5880625,2459.88102,2
2148,2148-tram,tram,180-tram,327753.5314,5808663.957,600,122.1929208,17.8,0.124947913,0.058861023,0.403254461,75,0.319973442,0,1.433525836,0,0,0,4747.902899,0,282301.0067,49.84615385,16.76923077,0,0,49.84615385,800,0.023224691,0.656015762,1.45,-0.381,0.716517201,0.647506566,2.408055179,1707.593297,4747.902899,7
208,208-tram,tram,184-tram,338845.9705,5808715.035,600,116.4528028,250.5,0.882785924,0.257919398,0.205011782,6,0,0,0.2886288,1,0,0,1007.992237,0,35279.35265,24.53846154,33.76923077,0,0,24.53846154,500,0.03336916,0.507005971,-0.166,0.377,-1.101656657,0.588233246,2.266779076,1312.637852,1007.992237,3
212,212-tram,tram,182-tram,339031.9863,5808704.031,600,226.9731917,228.2,0.006340761,0.073499369,0.349647892,12,0,0,0.422759599,0,0,0,1884.099812,0,20267.1308,25.15384615,33.61538462,0,0,25.15384615,300,0.035083592,0.586406412,-0.59,-0.017,-0.227208804,0.540133266,2.74902017,457.6527382,1884.099812,2
2066,2066-tram,tram,200-tram,337375.5106,5808929.537,600,232.9056057,231.7,0.046663487,0.092888865,0.320098499,43,0.511250497,0,1.367471559,0,0,0,2790.979944,0,49969.878,49.76923077,93.15384615,0,0,49.76923077,150,0.032667932,0.546537968,0.549,-0.0635,-0.116307654,0.511909624,2.870756296,1302.983447,2790.979944,5
2057,2057-tram,tram,202-tram,325927.9764,5808928.532,600,130.3567004,4.7,0.016197712,0.179908205,0.137528904,83,0,0,1.28005449,0,0,0,3028.50644,0,354736.7406,46.69230769,17.15384615,0,0,46.69230769,800,0.03141993,0.66725607,1.76,0.114,-0.524860017,0.579877162,2.506643691,1925.62185,3028.50644,4
187,187-tram,tram,193-tram,338017.5148,5808831.497,600,232.9056057,22.5,0.024632796,0.089778773,0.253491071,22,0,0,0.737347501,0,0,0,2945.622575,0,34868.66435,49.69230769,22.76923077,0,0,49.69230769,150,0.035833649,0.520506179,-0.374,-0.0776,0.314753025,0.522571599,2.846984026,1322.705386,2945.622575,3
182,182-tram,tram,195-tram,322651.5134,5808839.496,600,215.1549447,64.4,0.185955787,0.075882758,0.682244324,134,0,0,0.967908341,0,0,0,8157.938706,0,380428.7671,53.84615385,39.53846154,0,0,53.84615385,800,0.071744205,0.580704659,0.976,-0.545,3.308640221,0.647506566,2.294574177,5003.874089,8157.938706,5
2045,2045-tram,tram,205-tram,325668.9949,5808966.001,600,130.3567004,3,0.017577027,0.172097708,0.195294855,83,0,0,1.278046345,0,0,0,3136.357216,0,353994.3241,46.76923077,17.15384615,0,0,46.76923077,800,0.03385474,0.657638903,1.87,0.0842,-0.486539909,0.591757949,2.475602779,1912.759276,3136.357216,3
2034,2034-tram,tram,207-tram,325401.4936,5809004.502,600,130.3567004,12.4,0.029014407,0.151912338,0.340871257,90,0,0,1.092139469,0,0,0,3389.739568,0,356042.1224,46.76923077,17.15384615,0,0,46.76923077,800,0.037003519,0.633868306,2.24,-0.025,-0.33997099,0.615644263,2.392443738,1917.868703,3389.739568,4
2053,2053-tram,tram,203-tram,335771.9783,5808957.957,600,116.4528028,265,0.11735507,0.068034339,0.37873712,39,0.017825952,0,0.101378312,1,0,0,2852.723566,0,62158.88782,25.23076923,47.46153846,24.61538462,0,49.84615385,150,0.02937455,0.556105789,0.0169,-0.128,0.260437675,0.48854298,2.594551159,1390.581207,2852.723566,2
2049,2049-tram,tram,204-tram,335643.977,5808958.948,600,253.6153472,265,0.115916143,0.067942678,0.378984481,39,0,0,0.19531891,1,0,0,2861.87452,0,42322.5814,24.61538462,47.46153846,25.23076923,0,49.84615385,150,0.029349045,0.556641542,0.039,-0.128,0.250544916,0.48854298,2.593160599,1389.468246,2861.87452,2
2029,2029-tram,tram,208-tram,336205.9906,5809031.51,600,232.9056057,24,0.081004017,0.199910327,0.343574025,9,0.321286418,0,0.42325427,0,0,0,1246.595989,0,45426.47125,49.84615385,45.53846154,0,0,49.84615385,150,0.018601751,0.493139162,-0.865,0.261,-0.508067133,0.561946208,2.843931312,1322.70452,1246.595989,1
2040,2040-tram,tram,206-tram,336915.5284,5808998.009,600,232.9056057,29.3,0.015167875,0.099122569,0.146630482,19,0.318734424,0,1.107201335,0,0,0,2654.901062,0,27365.87787,49.76923077,39.23076923,0,0,49.76923077,150,0.035645691,0.558097031,-0.655,-0.0679,0.397797511,0.48854298,2.770971702,1322.704401,2654.901062,1
1979,1979-tram,tram,219-tram,332458.4964,5809076.52,600,183.8506118,255.7,0.05115966,0.127037762,0.322594521,50,0,0,3.364193465,0,0,0,2912.466012,0,51340.27858,50,38.92307692,0,0,50,500,0.02829389,0.603053367,1.05,-0.0413,-0.32727303,0.553982569,2.855336465,1232.224187,2912.466012,6
2025,2025-tram,tram,209-tram,335143.5139,5809028.01,600,507.2306944,27.7,0,0.038682048,0.127529039,15,0,0,0.691698374,0,0,0,3793.771493,0,36892.47411,49.92307692,22.76923077,0,0,49.92307692,100,0.02904337,0.561381917,-0.818,-0.39,1.384809206,0.48854298,2.266779076,1467.673509,3793.771493,3
2007,2007-tram,tram,213-tram,325117.5296,5809044.976,600,130.3567004,24.3,0.051485625,0.132096118,0.419449568,112,0,0,0.941049656,0,0,0,4043.293195,0,349294.5261,46.76923077,44.15384615,0,0,46.76923077,800,0.036352995,0.622754681,2.08,-0.141,0.197238205,0.640395561,2.307686778,2081.707996,4043.293195,7
2003,2003-tram,tram,214-tram,336530.4904,5809053.017,600,232.9056057,42.7,0.008304144,0.081363813,0.185066221,21,0.320062104,0,0.738246947,0,0,0,3264.586622,0,45352.85987,49.84615385,42.46153846,0,0,49.84615385,150,0.022599114,0.501182459,-0.499,-0.18,0.666391683,0.48854298,2.775891004,1322.704658,3264.586622,3
122,122-tram,tram,230-tram,320302.4986,5809159.512,600,154.4686825,3.7,0.017377499,0.047831224,0.250334994,131,0,0,1.661032777,0,0,0,5150.298897,0,342502.9288,56.69230769,32.92307692,0,0,56.69230769,800,0.025930796,0.656453306,0.887,-0.165,1.130353399,0.647506566,2.585171205,3533.760981,5150.298897,3
150,150-tram,tram,216-tram,324857.0262,5809077.003,600,65.17835021,10.5,0.078058024,0.125827267,0.430949056,125,0,0,0.870247706,0,0,0,4680.200593,0,344525.7112,23.46153846,26.92307692,23.30769231,0,46.76923077,800,0.034408826,0.628108886,1.92,-0.276,0.838727097,0.647506566,2.266779076,2431.303742,4680.200593,6
148,148-tram,tram,217-tram,324920.9597,5809080.032,600,65.17835021,10.5,0.069352699,0.127593661,0.427774823,120,0,0,0.870082599,0,0,0,4512.884079,0,342754.4372,23.30769231,26.92307692,23.46153846,0,46.76923077,800,0.034858282,0.625627784,1.98,-0.238,0.666067214,0.647506566,2.27598904,2353.456168,4512.884079,6
1975,1975-tram,tram,220-tram,334650.9844,5809095.981,600,253.6153472,205.3,0.088665114,0.04681652,0.50477735,38,0,0,1.187500363,0,0,0,3112.790426,0,39807.58014,25.23076923,47.69230769,24.69230769,0,49.92307692,100,0.025909596,0.561007302,-0.704,-0.17,0.684058915,0.48854298,2.934538072,1463.67992,3112.790426,2
1969,1969-tram,tram,221-tram,334539.9956,5809099.962,600,253.6153472,205.3,0.128114358,0.047215366,0.531999049,29,0,0,1.297287787,0,0,0,3094.597334,0,52347.44735,24.69230769,47.69230769,25.23076923,0,49.92307692,100,0.025578402,0.555104533,-0.708,-0.165,0.689583562,0.48854298,2.942420322,1467.675314,3094.597334,2
1962,1962-tram,tram,223-tram,324615.4865,5809117.476,600,130.3567004,14.9,0.077423567,0.115977214,0.400633556,158,0,0,0.862275457,0,0,0,5419.623608,0,130146.0373,47,26.92307692,0,0,47,800,0.032711419,0.632861432,1.34,-0.423,1.707468735,0.647506566,2.266779076,2634.86142,5419.623608,5
125,125-tram,tram,229-tram,324319.034,5809158.988,600,130.3567004,30.9,0.109697338,0.127981301,0.38795115,173,0,0,0.810258575,0,0,0,6410.623731,0,344608.375,47.15384615,56.92307692,0,0,47.15384615,800,0.047615792,0.608064498,1.08,-0.585,2.712598931,0.647506566,2.266779076,3326.781769,6410.623731,4
130,130-tram,tram,227-tram,334178.4784,5809150.45,600,507.2306944,208.9,0,0.086326058,0.485976205,14,0,0,1.662061929,0,0,0,1658.667833,0,48780.08495,49.92307692,25,0,0,49.92307692,1,0.02770884,0.429417665,-0.146,0.214,-0.681645972,0.48854298,3.526242571,1467.676082,1658.667833,4
117,117-tram,tram,233-tram,324135.9611,5809180.049,600,65.17835021,15.5,0.186204279,0.132679819,0.473486952,154,0,0,0.626063894,1,0,0,7035.783393,0,344555.6296,23.61538462,70.38461538,23.53846154,0,47.15384615,650,0.080735173,0.54893926,0.759,-0.636,3.233172679,0.647506566,2.266779076,3717.712076,7035.783393,4
112,112-tram,tram,236-tram,324063.0423,5809206.019,600,65.17835021,15.5,0.248949726,0.133535861,0.515311009,160,0,0,0.550294677,1,0,0,7343.133062,0,337261.49,23.53846154,56.92307692,23.61538462,0,47.15384615,650,0.092362446,0.527770179,0.928,-0.633,3.249319928,0.647506566,2.266779076,3883.96092,7343.133062,4
110,110-tram,tram,238-tram,323850.491,5809230.494,600,130.3567004,36.7,0.392806186,0.136411051,0.576853091,174,0,0,0.336349023,1,0,0,7914.266259,0,348519.0363,47.15384615,56.92307692,0,0,47.15384615,650,0.097882884,0.517675139,1.13,-0.655,3.480991483,0.647506566,2.266779076,4233.709009,7914.266259,5
1921,1921-tram,tram,234-tram,333596.5268,5809193.018,600,507.2306944,131.2,0.061604803,0.089212526,0.626717153,49,0.309856897,0,2.243472081,0,0,0,1602.579525,0,52210.86011,50,30.46153846,0,0,50,100,0.027417661,0.571848234,0.117,0.181,-0.691839173,0.48854298,3.299174528,1467.674905,1602.579525,3
102,102-tram,tram,242-tram,323516.7569,5809281.752,600,1416.360075,207.9,0.532300751,0.1320446,0.571006803,195,0.320038915,0,0.008630078,1,0,0,8297.141427,0,382734.805,88.38461538,84.84615385,23.53846154,0,111.9230769,650,0.0945444,0.523231617,1.42,-0.653,3.484749918,0.647506566,2.266779076,4290.853685,8297.141427,7
101,101-tram,tram,243-tram,323359.512,5809302.99,600,424.6227896,207.9,0.466574534,0.135514572,0.595509658,197,0.048864292,0,0.160151928,1,0,0,7919.558914,0,378866.2798,46.92307692,85.38461538,91.15384615,0,138.0769231,650,0.08728546,0.545776926,1.62,-0.555,3.196119454,0.647506566,2.266779076,4235.884631,7919.558914,6
93,93-tram,tram,248-tram,322928.5352,5809364.483,600,424.6227896,27.3,0.127776651,0.163237594,0.641859935,180,0,0,0.595370516,1,0,0,5522.245666,0,380004.9545,46.84615385,56.76923077,0,0,46.84615385,800,0.03758761,0.617690015,1.5,0.261,1.438634278,0.647506566,2.414288846,5848.931035,5522.245666,5
1848,1848-tram,tram,250-tram,322708.9978,5809391.998,600,424.6227896,236.1,0.0980112,0.170786302,0.710664061,146,0.081195567,0,0.816555795,0,0,0,4379.049971,0,380013.789,46.69230769,67.53846154,0,0,46.69230769,800,0.035343461,0.617210881,1.82,0.586,0.611982813,0.647506566,2.456074911,7360.018194,4379.049971,5
1843,1843-tram,tram,251-tram,322471.9973,5809427.011,600,424.6227896,29.3,0.147294977,0.1384502,0.760487513,95,0.319996687,0,1.056128709,0,0,0,4196.144337,0,382846.0856,46.69230769,27.92307692,0,0,46.69230769,800,0.037217553,0.610889363,0.763,0.672,0.842669303,0.647506566,2.35289808,8127.693913,4196.144337,5
81,81-tram,tram,257-tram,319755.5261,5809530.99,600,486.8877122,6.7,0.097771773,0.060804843,0.344578291,195,0,0,1.002296622,0,0,0,5018.541952,0,286152.4907,53.07692308,16.46153846,0,0,53.07692308,800,0.028518654,0.629760644,1.49,-0.132,1.176675663,0.647506566,2.436084334,3759.600664,5018.541952,7
1750,1750-tram,tram,274-tram,325244.9995,5809890.967,600,152.0078409,8.2,0.063388458,0.066918481,0.225052377,65,0.319993678,0,0.398896371,1,0,0,3654.867233,0,137426.726,60.30769231,17.23076923,0,0,60.30769231,1000,0.050117925,0.612706304,1.2,-0.342,0.376148953,0.613400609,2.266779076,1071.624131,3654.867233,5
