OBJECTID,OBJECTID_MODE,Mode_Centroid,FacilityID,FacilityID_Mode,X,Y,Name,Target break,Mode standard,Standard?,Cluster sample?,FromBreak,ToBreak,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,1_Total_Pat,2_Empden,3_Popden,4_Dwell,5_ActDen,6_PropComm,7_RetailEmp,8_Balance,9_LUEntropy,10_HousingDiv,11_PedConnect,12_PBN,13_DestScore,14_DestCount,15_Parkiteer,16_CBDDist,17_ACDist,18_ACCount,19 _FTZ,20_Parking,21_PropUrban,22_EmpAccess,23_C_LOS,24_O_Bus_LOS,25_O_Tram_LOS,26_O_Train_LOS,27_O_LOS,28_PropFTE,29_MeanSize,30_MedInc,31_PropOS,32_PropBach,0.1_Centroid_patronage,0.2_Bus_patronage,0.2_Bus_Censored,ln_Centroid,ln_bus,ln_emp,ln_pop,Co-located_outlier_tracking
2162,2162-tram,tram,176,176-tram,339429.5109,5808642.99,Location 176 : 0 - 600,600,600,yes,No,0,600,50,1731,2507.203054,244546.0033,453.9463833,412.59,2459.88,817.16,2872.47,0,68.41,0.05,0.19,4,98.14,0,2,14,0,19.18,0.78,0,0,0,0.91,20125.85,49.69,22.69,0,0,49.69,0.57,3.01,300,0.04,0.57,453.95,46.1,46.1,6.12,3.83,6.02,7.81,
2148,2148-tram,tram,180,180-tram,327753.5314,5808663.957,Location 180 : 0 - 600,600,600,yes,No,0,600,50,1707,4098.264638,864023.7429,122.1929208,1707.59,4747.9,1971.68,6455.5,0.12,143.97,0.06,0.4,8,86.8,0.32,7,43,0,8.2,1.43,0,0,0,0.88,282301.01,49.85,16.77,0,0,49.85,0.65,2.41,800,0.02,0.66,122.19,17.8,17.8,4.81,2.88,7.44,8.47,
208,208-tram,tram,184,184-tram,338845.9705,5808715.035,Location 184 : 0 - 600,600,600,yes,No,0,600,50,1683,1629.366003,133691.6039,116.4528028,1312.64,1007.99,448.04,2320.63,0.88,149.24,0.26,0.21,6,44.88,0,3,13,0,18.6,0.29,1,0,0,0.88,35279.35,24.54,33.77,0,0,24.54,0.59,2.25,500,0.03,0.51,116.45,250.5,250.5,4.76,5.52,7.18,6.92,
212,212-tram,tram,182,182-tram,339031.9863,5808704.031,Location 182 : 0 - 600,600,600,yes,tram,0,600,50,1695,1747.478375,176115.4348,226.9731917,457.65,1884.1,685.37,2341.75,0.01,71.88,0.07,0.35,5,68.14,0,2,13,0,18.78,0.42,0,0,0,0.77,20267.13,25.15,33.62,0,0,25.15,0.54,2.75,300,0.04,0.59,226.97,228.2,228.2,5.42,5.43,6.13,7.54,
2066,2066-tram,tram,200,200-tram,337375.5106,5808929.537,Location 200 : 0 - 600,600,600,yes,No,0,600,50,1581,4071.667632,508593.0955,232.9056057,1302.98,2790.98,972.21,4093.96,0.05,135.94,0.09,0.32,4,84.55,0.51,5,34,0,17.12,1.37,0,0,0,0.87,49969.88,49.77,93.15,0,0,49.77,0.51,2.87,150,0.03,0.55,232.91,231.7,231.7,5.45,5.45,7.17,7.93,
2057,2057-tram,tram,202,202-tram,325927.9764,5808928.532,Location 202 : 0 - 600,600,600,yes,No,0,600,50,1569,4550.08082,827281.7777,130.3567004,1925.62,3028.51,1208.19,4954.13,0.02,299.35,0.18,0.14,8,100.33,0,4,60,0,6.54,1.28,0,0,0,0.96,354736.74,46.69,17.15,0,0,46.69,0.58,2.51,800,0.03,0.67,130.36,4.7,4.7,4.87,1.55,7.56,8.02,
187,187-tram,tram,193,193-tram,338017.5148,5808831.497,Location 193 : 0 - 600,600,600,yes,No,0,600,50,1623,2272.005698,236376.4469,232.9056057,1322.71,2945.62,1034.65,4268.33,0.02,138.44,0.09,0.25,4,93.07,0,3,15,0,17.76,0.74,0,0,0,0.89,34868.66,49.69,22.77,0,0,49.69,0.52,2.85,150,0.04,0.52,232.91,22.5,22.5,5.45,3.11,7.19,7.99,
182,182-tram,tram,195,195-tram,322651.5134,5808839.496,Location 195 : 0 - 600,600,600,yes,No,0,600,50,1611,3946.831254,887593.5485,215.1549447,5003.87,8157.94,3555.32,13161.81,0.19,321.73,0.08,0.68,8,150.97,0,5,83,0,4.48,0.97,0,0,0,0.69,380428.77,53.85,39.54,0,0,53.85,0.69,2.29,800,0.07,0.58,215.15,64.4,64.4,5.37,4.17,8.52,9.01,
2045,2045-tram,tram,205,205-tram,325668.9949,5808966.001,Location 205 : 0 - 600,600,600,yes,No,0,600,50,1551,3964.006854,799070.7957,130.3567004,1912.76,3136.36,1266.91,5049.12,0.02,295.29,0.17,0.2,8,103.87,0,3,46,0,6.31,1.28,0,0,0,0.96,353994.32,46.77,17.15,0,0,46.77,0.59,2.48,800,0.03,0.66,130.36,3,3,4.87,1.1,7.56,8.05,
2034,2034-tram,tram,207,207-tram,325401.4936,5809004.502,Location 207 : 0 - 600,600,600,yes,No,0,600,50,1539,4072.149694,792910.8957,130.3567004,1917.87,3389.74,1416.85,5307.61,0.03,278.64,0.15,0.34,8,113.51,0,4,50,0,6.08,1.09,0,0,0,0.9,356042.12,46.77,17.15,0,0,46.77,0.62,2.39,800,0.04,0.63,130.36,12.4,12.4,4.87,2.52,7.56,8.13,
2053,2053-tram,tram,203,203-tram,335771.9783,5808957.957,Location 203 : 0 - 600,600,600,yes,No,0,600,50,1563,4939.436515,614584.3142,116.4528028,1390.58,2852.72,1099.51,4243.3,0.12,100.46,0.07,0.38,6,63.46,0.02,2,28,0,15.55,0.1,1,0,0,0.9,62158.89,25.23,47.46,24.62,0,49.85,0.48,2.59,150,0.03,0.56,116.45,265,265,4.76,5.58,7.24,7.96,
2049,2049-tram,tram,204,204-tram,335643.977,5808958.948,Location 204 : 0 - 600,600,600,yes,tram,0,600,50,1557,4962.080079,621497.6482,253.6153472,1389.47,2861.87,1103.62,4251.34,0.12,100.64,0.07,0.38,6,62.75,0,2,28,0,15.43,0.2,1,0,0,0.89,42322.58,24.62,47.46,25.23,0,49.85,0.48,2.59,150,0.03,0.56,253.62,265,265,5.54,5.58,7.24,7.96,
2029,2029-tram,tram,208,208-tram,336205.9906,5809031.51,Location 208 : 0 - 600,600,600,yes,No,0,600,50,1533,1856.652448,134102.0743,232.9056057,1322.7,1246.6,438.34,2569.3,0.08,138.44,0.2,0.34,6,67.11,0.32,1,10,0,15.96,0.42,0,0,0,0.86,45426.47,49.85,45.54,0,0,49.85,0.56,2.84,150,0.02,0.49,232.91,24,24,5.45,3.18,7.19,7.13,
2040,2040-tram,tram,206,206-tram,336915.5284,5808998.009,Location 206 : 0 - 600,600,600,yes,No,0,600,50,1545,2204.577378,247954.0665,232.9056057,1322.7,2654.9,958.11,3977.61,0.02,138.44,0.1,0.15,4,76.63,0.32,1,6,0,16.65,1.11,0,0,0,0.96,27365.88,49.77,39.23,0,0,49.77,0.48,2.77,150,0.04,0.56,232.91,29.3,29.3,5.45,3.38,7.19,7.88,
1979,1979-tram,tram,219,219-tram,332458.4964,5809076.52,Location 219 : 0 - 600,600,600,yes,No,0,600,50,1467,4830.051222,675981.6695,183.8506118,1232.22,2912.47,1020.01,4144.69,0.05,197.54,0.13,0.32,6,73.97,0,6,26,0,12.34,3.36,0,0,0,0.89,51340.28,50,38.92,0,0,50,0.55,2.86,500,0.03,0.6,183.85,255.7,255.7,5.21,5.54,7.12,7.98,
2025,2025-tram,tram,209,209-tram,335143.5139,5809028.01,Location 209 : 0 - 600,600,600,yes,No,0,600,50,1527,2060.769358,202149.4592,507.2306944,1467.67,3793.77,1693.88,5261.45,0,74.82,0.04,0.13,6,74.2,0,3,16,0,14.93,0.69,0,0,0,0.94,36892.47,49.92,22.77,0,0,49.92,0.42,2.24,100,0.03,0.56,507.23,27.7,27.7,6.23,3.32,7.29,8.24,
2007,2007-tram,tram,213,213-tram,325117.5296,5809044.976,Location 213 : 0 - 600,600,600,yes,No,0,600,50,1503,4696.01852,856060.2221,130.3567004,2081.71,4043.29,1752.1,6125,0.05,285.94,0.13,0.42,8,130.83,0,7,70,0,5.83,0.94,0,0,0,0.87,349294.53,46.77,44.15,0,0,46.77,0.64,2.31,800,0.04,0.62,130.36,24.3,24.3,4.87,3.19,7.64,8.3,
2003,2003-tram,tram,214,214-tram,336530.4904,5809053.017,Location 214 : 0 - 600,600,600,yes,No,0,600,50,1497,2318.502729,299863.3626,232.9056057,1322.7,3264.59,1176.05,4587.29,0.01,138.44,0.08,0.19,6,70.03,0.32,3,14,0,16.27,0.74,0,0,0,0.93,45352.86,49.85,42.46,0,0,49.85,0.49,2.78,150,0.02,0.5,232.91,42.7,42.7,5.45,3.75,7.19,8.09,
122,122-tram,tram,230,230-tram,320302.4986,5809159.512,Location 230 : 0 - 600,600,600,yes,No,0,600,50,1401,3718.028496,866306.4394,154.4686825,3533.76,5150.3,1992.25,8684.06,0.02,126.19,0.05,0.25,8,151.22,0,3,42,0,3.74,1.66,0,0,0,0.93,342502.93,56.69,32.92,0,0,56.69,0.66,2.59,800,0.03,0.66,154.47,3.7,3.7,5.04,1.31,8.17,8.55,
150,150-tram,tram,216,216-tram,324857.0262,5809077.003,Location 216 : 0 - 600,600,600,yes,tram,0,600,50,1485,4063.278154,726681.0796,65.17835021,2431.3,4680.2,2065.14,7111.5,0.08,314.22,0.13,0.43,8,172.01,0,6,55,0,5.62,0.87,0,0,0,0.89,344525.71,23.46,26.92,23.31,0,46.77,0.66,2.27,800,0.03,0.63,65.18,10.5,10.5,4.18,2.35,7.8,8.45,
148,148-tram,tram,217,217-tram,324920.9597,5809080.032,Location 217 : 0 - 600,600,600,yes,No,0,600,50,1479,4038.274538,737422.4736,65.17835021,2353.46,4512.88,1982.82,6866.34,0.07,307.53,0.13,0.43,8,162.73,0,6,48,0,5.66,0.87,0,0,0,0.88,342754.44,23.31,26.92,23.46,0,46.77,0.65,2.28,800,0.03,0.63,65.18,10.5,10.5,4.18,2.35,7.76,8.41,
1975,1975-tram,tram,220,220-tram,334650.9844,5809095.981,Location 220 : 0 - 600,600,600,yes,No,0,600,50,1461,4067.569662,479736.8833,253.6153472,1463.68,3112.79,1060.74,4576.47,0.09,74.61,0.05,0.5,6,79.21,0,2,23,0,14.44,1.19,0,0,0,0.8,39807.58,25.23,47.69,24.69,0,49.92,0.41,2.93,100,0.03,0.56,253.62,205.3,205.3,5.54,5.32,7.29,8.04,
1969,1969-tram,tram,221,221-tram,334539.9956,5809099.962,Location 221 : 0 - 600,600,600,yes,No,0,600,50,1455,3472.656176,326913.7122,253.6153472,1467.68,3094.6,1051.72,4562.27,0.13,74.82,0.05,0.53,6,88.71,0,2,19,0,14.33,1.3,0,0,0,0.8,52347.45,24.69,47.69,25.23,0,49.92,0.4,2.94,100,0.03,0.56,253.62,205.3,205.3,5.54,5.32,7.29,8.04,
1962,1962-tram,tram,223,223-tram,324615.4865,5809117.476,Location 223 : 0 - 600,600,600,yes,tram,0,600,50,1443,3926.299464,832183.0185,130.3567004,2634.86,5419.62,2453.54,8054.49,0.08,333.62,0.12,0.4,8,189.86,0,5,52,0,5.41,0.86,0,0,0,0.9,130146.04,47,26.92,0,0,47,0.67,2.21,800,0.03,0.63,130.36,14.9,14.9,4.87,2.7,7.88,8.6,
125,125-tram,tram,229,229-tram,324319.034,5809158.988,Location 229 : 0 - 600,600,600,yes,No,0,600,50,1407,4012.828389,891510.2818,130.3567004,3326.78,6410.62,2965.23,9737.41,0.11,438.26,0.13,0.39,8,194.05,0,4,48,0,5.18,0.81,0,0,0,0.91,344608.38,47.15,56.92,0,0,47.15,0.67,2.16,800,0.05,0.61,130.36,30.9,30.9,4.87,3.43,8.11,8.77,
130,130-tram,tram,227,227-tram,334178.4784,5809150.45,Location 227 : 0 - 600,600,600,yes,No,0,600,50,1419,1775.597433,160300.231,507.2306944,1467.68,1658.67,328.08,3126.34,0,74.82,0.09,0.49,6,87.34,0,4,12,0,13.97,1.66,0,0,0,0.67,48780.08,49.92,25,0,0,49.92,0.21,5.06,1,0.03,0.43,507.23,208.9,208.9,6.23,5.34,7.29,7.41,
117,117-tram,tram,233,233-tram,324135.9611,5809180.049,Location 233 : 0 - 600,600,600,yes,No,0,600,50,1383,3820.389442,764564.5642,65.17835021,3717.71,7035.78,3271.13,10753.5,0.19,499.92,0.13,0.47,8,201.42,0,4,53,0,5.03,0.63,1,0,0,0.9,344555.63,23.62,70.38,23.54,0,47.15,0.66,2.15,650,0.08,0.55,65.18,15.5,15.5,4.18,2.74,8.22,8.86,
112,112-tram,tram,236,236-tram,324063.0423,5809206.019,Location 236 : 0 - 600,600,600,yes,No,0,600,50,1365,3992.191358,762461.6507,65.17835021,3883.96,7343.13,3396.47,11227.09,0.25,525.36,0.13,0.52,8,209.85,0,4,56,0,4.97,0.55,1,0,0,0.89,337261.49,23.54,56.92,23.62,0,47.15,0.66,2.16,650,0.09,0.53,65.18,15.5,15.5,4.18,2.74,8.26,8.9,
110,110-tram,tram,238,238-tram,323850.491,5809230.494,Location 238 : 0 - 600,600,600,yes,No,0,600,50,1353,3856.872877,845283.1722,130.3567004,4233.71,7914.27,3660.05,12147.98,0.39,579.31,0.14,0.58,8,205.85,0,5,67,0,4.81,0.34,1,0,0,0.9,348519.04,47.15,56.92,0,0,47.15,0.68,2.16,650,0.1,0.52,130.36,36.7,36.7,4.87,3.6,8.35,8.98,
1921,1921-tram,tram,234,234-tram,333596.5268,5809193.018,Location 234 : 0 - 600,600,600,yes,tram,0,600,50,1377,4490.927495,567626.2564,507.2306944,1467.67,1602.58,485.75,3070.25,0.06,74.82,0.09,0.63,7,86.32,0.31,3,17,0,13.39,2.24,0,0,0,0.66,52210.86,50,30.46,0,0,50,0.4,3.3,100,0.03,0.57,507.23,131.2,131.2,6.23,4.88,7.29,7.38,
102,102-tram,tram,242,242-tram,323516.7569,5809281.752,Location 242 : 0 - 600,600,600,yes,No,0,600,50,1329,4013.696611,882064.3691,1416.360075,4290.85,8297.14,3794.96,12588,0.53,586.52,0.13,0.57,8,221.07,0.32,7,75,0,4.56,0.01,1,0,0,0.9,382734.81,88.38,84.85,23.54,0,111.92,0.7,2.19,650,0.09,0.52,1416.36,207.9,207.9,7.26,5.34,8.36,9.02,
101,101-tram,tram,243,243-tram,323359.512,5809302.99,Location 243 : 0 - 600,600,600,yes,No,0,600,50,1323,3986.863788,830758.2172,424.6227896,4235.88,7919.56,3530.42,12155.44,0.47,575.61,0.14,0.6,8,237.13,0.05,6,69,0,4.44,0.16,1,0,0,0.9,378866.28,46.92,85.38,91.15,0,138.08,0.7,2.24,650,0.09,0.55,424.62,207.9,207.9,6.05,5.34,8.35,8.98,
93,93-tram,tram,248,248-tram,322928.5352,5809364.483,Location 248 : 0 - 600,600,600,yes,No,0,600,50,1293,3828.268654,849444.1709,424.6227896,5848.93,5522.25,2287.32,11371.18,0.13,490.78,0.16,0.64,8,211.9,0,5,67,0,4.15,0.6,1,0,0,0.81,380004.95,46.85,56.77,0,0,46.85,0.7,2.41,800,0.04,0.62,424.62,27.3,27.3,6.05,3.31,8.67,8.62,
1848,1848-tram,tram,250,250-tram,322708.9978,5809391.998,Location 250 : 0 - 600,600,600,yes,tram,0,600,50,1281,4513.141419,877594.3225,424.6227896,7360.02,4379.05,1782.95,11739.07,0.1,408.85,0.17,0.71,8,166.36,0.08,5,49,0,4.01,0.82,0,0,0,0.66,380013.79,46.69,67.54,0,0,46.69,0.67,2.46,800,0.04,0.62,424.62,236.1,236.1,6.05,5.46,8.9,8.38,
1843,1843-tram,tram,251,251-tram,322471.9973,5809427.011,Location 251 : 0 - 600,600,600,yes,tram,0,600,50,1275,3889.010326,756627.9576,424.6227896,8127.69,4196.14,1783.39,12323.84,0.15,312.08,0.14,0.76,7,125.56,0.32,5,47,0,3.87,1.06,0,0,0,0.54,382846.09,46.69,27.92,0,0,46.69,0.67,2.35,800,0.04,0.61,424.62,29.3,29.3,6.05,3.38,9,8.34,
81,81-tram,tram,257,257-tram,319755.5261,5809530.99,Location 257 : 0 - 600,600,600,yes,tram,0,600,50,1239,3945.793329,891579.8852,486.8877122,3759.6,5018.54,2060.09,8778.14,0.1,157.36,0.06,0.34,8,218.71,0,7,48,0,3.48,1,0,0,0,0.93,286152.49,53.08,16.46,0,0,53.08,0.66,2.44,800,0.03,0.63,486.89,6.7,6.7,6.19,1.9,8.23,8.52,
1750,1750-tram,tram,274,274-tram,325244.9995,5809890.967,Location 274 : 0 - 600,600,600,yes,No,0,600,50,1137,4901.618349,852325.2368,152.0078409,1071.62,3654.87,1634.79,4726.49,0.06,126.52,0.07,0.23,7,76.26,0.32,5,43,0,5.42,0.4,1,0,0,0.95,137426.73,60.31,17.23,0,0,60.31,0.61,2.24,1000,0.05,0.61,152.01,8.2,8.2,5.02,2.1,6.98,8.2,
51,51-tram,tram,271,271-tram,318110.9816,5809838.959,Location 271 : 0 - 600,600,600,yes,No,0,600,50,1155,3448.208875,582210.0312,574.4161169,1628.96,5383.16,2277.33,7012.12,0.08,175.21,0.06,0.62,7,166.61,0.22,3,20,0,4.01,0.95,0,0,0,0.78,291527.27,57.92,9.23,0,0,57.92,0.67,2.36,800,0.04,0.55,574.42,4.5,4.5,6.35,1.5,7.4,8.59,
1731,1731-tram,tram,278,278-tram,324963.5093,5809927.493,Location 278 : 0 - 600,600,600,yes,tram,0,600,50,1113,4525.631158,814684.4066,152.0078409,1151.67,4438.58,2012.96,5590.25,0.07,138.82,0.06,0.26,7,88.38,0.36,5,42,0,5.17,0.12,1,0,0,0.94,138566.53,60.23,17.23,0,0,60.23,0.62,2.21,800,0.04,0.61,152.01,23.2,23.2,5.02,3.14,7.05,8.4,
1642,1642-tram,tram,296,296-tram,322830.5301,5810212.488,Location 296 : 0 - 600,600,600,yes,tram,0,600,50,1005,4182.887616,887750.7674,357.0723656,7933.7,6160.97,2995.88,14094.67,0.06,481.92,0.15,0.49,8,140.81,0.16,5,60,0,3.4,1.16,0,0,0,0.75,471792.2,60.38,39.69,0,0,60.38,0.69,2.06,800,0.04,0.68,357.07,94,94,5.88,4.54,8.98,8.73,
1596,1596-tram,tram,306,306-tram,329659.9797,5810414.544,Location 306 : 0 - 600,600,600,yes,No,0,600,50,945,4849.858663,754200.8305,90.49655581,1179.55,3219.87,1179.8,4399.42,0.03,160.06,0.09,0.3,8,60.99,0,3,36,0,9.27,0.98,0,0,0,0.9,55751.54,50.15,5.85,0,0,50.15,0.58,2.73,650,0.02,0.67,90.5,12.8,12.8,4.51,2.55,7.07,8.08,
1586,1586-tram,tram,311,311-tram,333745.9576,5810516.948,Location 311 : 0 - 600,600,600,yes,No,0,600,50,932,4094.816497,842370.0495,47.93081604,1825.15,2417.99,859.46,4243.15,0.01,123.26,0.1,0.44,8,67.67,0,3,28,0,13.24,2.26,0,0,0,0.68,50099.78,49.62,56.08,0,0,49.62,0.53,2.81,500,0.02,0.6,47.93,136.1,136.1,3.87,4.91,7.51,7.79,
1592,1592-tram,tram,314,314-tram,333394.0138,5810562.993,Location 314 : 0 - 600,600,600,yes,tram,0,600,50,941,4013.203567,703073.9099,95.86163208,1186.69,2115.87,763.98,3302.56,0.02,70.25,0.06,0.48,8,86.76,0,3,30,0,12.88,2.38,0,0,0,0.59,50002.11,49.69,38.23,0,0,49.69,0.56,2.77,650,0.02,0.65,95.86,13.8,13.8,4.56,2.62,7.08,7.66,
1595,1595-tram,tram,315,315-tram,333224.497,5810584.531,Location 315 : 0 - 600,600,600,yes,No,0,600,50,944,4197.765846,733228.5332,95.86163208,1090.76,1828.13,653.59,2918.89,0.02,60.85,0.06,0.48,8,81.83,0,3,31,0,12.71,2.45,0,0,0,0.52,50002.11,49.69,25.62,0,0,49.69,0.57,2.8,650,0.02,0.65,95.86,10.4,10.4,4.56,2.34,6.99,7.51,
15,15-tram,tram,326,326-tram,320075.5044,5810729.027,Location 326 : 0 - 600,600,600,yes,No,0,600,50,977,3575.067296,702054.7663,987.3652487,10427.63,2998.81,1362.73,13426.44,0.52,933.57,0.47,0.54,8,165.23,0.36,7,69,0,2.24,0.43,1,0,0,0.87,433545.74,61.92,9.23,0,0,61.92,0.62,2.2,300,0.11,0.45,987.37,1.7,1.7,6.9,0.53,9.25,8.01,
1606,1606-tram,tram,319,319-tram,333019.0059,5810612.994,Location 319 : 0 - 600,600,600,yes,No,0,600,50,956,4222.841848,693579.2433,95.86163208,1045.69,2063.58,719.71,3109.28,0.01,64.18,0.06,0.45,7,82.18,0,2,24,0,12.51,2.55,0,0,0,0.59,50002.11,49.69,25.62,0,0,49.69,0.57,2.87,500,0.03,0.64,95.86,13.9,13.9,4.56,2.63,6.95,7.63,
1619,1619-tram,tram,325,325-tram,332260.0059,5810720.977,Location 325 : 0 - 600,600,600,yes,No,0,600,50,974,4354.315429,787196.0564,47.93081604,1098.9,2818.15,933.23,3917.05,0.02,115.15,0.08,0.33,7,62.25,0,6,38,0,11.74,3.02,0,0,0,0.84,45781.78,24.69,19.46,50.31,0,75,0.56,3.02,650,0.02,0.65,47.93,12.9,12.9,3.87,2.56,7,7.94,
1623,1623-tram,tram,327,327-tram,332195.9902,5810742.982,Location 327 : 0 - 600,600,600,yes,No,0,600,50,980,4175.708538,815100.6847,47.93081604,1098.83,2872.95,950.26,3971.78,0.02,117.3,0.08,0.31,7,60.12,0,6,39,0,11.67,3.05,0,0,0,0.86,45781.78,25.15,13,24.69,0,49.85,0.56,3.02,650,0.02,0.65,47.93,12.9,12.9,3.87,2.56,7,7.96,
1590,1590-tram,tram,313,313-tram,329508.9725,5810565.997,Location 313 : 0 - 600,600,600,yes,No,0,600,50,938,4757.858629,777295.3773,45.2482779,1187.26,3208.69,1210.43,4395.96,0.04,161.48,0.1,0.38,8,56.61,0,5,54,0,9.09,0.76,0,0,0,0.87,50378.02,24.85,8.85,25.38,0,50.23,0.59,2.65,650,0.03,0.68,45.25,4.3,4.3,3.81,1.46,7.08,8.07,
1603,1603-tram,tram,318,318-tram,329475.9794,5810620.042,Location 318 : 0 - 600,600,600,yes,No,0,600,50,953,4896.709383,787287.0943,45.2482779,1208.04,3215.35,1222.46,4423.39,0.06,165.3,0.1,0.42,8,58.43,0,5,55,0,9.04,0.7,0,0,0,0.85,50366.09,25.38,5.85,24.85,0,50.23,0.59,2.63,650,0.03,0.68,45.25,4.3,4.3,3.81,1.46,7.1,8.08,
1625,1625-tram,tram,328,328-tram,329342.4742,5810752.983,Location 328 : 0 - 600,600,600,yes,No,0,600,50,983,4463.271595,701991.669,90.49655581,1329.35,3347.5,1302.51,4676.85,0.13,187.6,0.11,0.52,8,64.1,0,6,71,0,8.88,0.51,1,0,0,0.83,58528.57,50.23,11.69,0,0,50.23,0.6,2.57,650,0.03,0.68,90.5,17.2,17.2,4.51,2.84,7.19,8.12,
1608,1608-tram,tram,320,320-tram,332821.4899,5810653.992,Location 320 : 0 - 600,600,600,yes,No,0,600,50,959,4124.91328,731708.0774,95.86163208,1057.71,2270.07,774.2,3327.78,0.02,77.44,0.07,0.46,7,80.63,0,3,36,0,12.3,2.65,0,0,0,0.66,50032.49,49.69,38.23,24.62,0,74.31,0.56,2.93,500,0.03,0.64,95.86,54.9,54.9,4.56,4.01,6.96,7.73,
1611,1611-tram,tram,321,321-tram,332652.4711,5810678.97,Location 321 : 0 - 600,600,600,yes,No,0,600,50,962,4407.741475,784770.7137,95.86163208,1064.42,2450.35,827.3,3514.77,0.02,87.8,0.07,0.44,7,71.36,0,5,46,0,12.13,2.75,0,0,0,0.71,52866.85,49.69,12.62,24.62,0,74.31,0.56,2.96,500,0.02,0.65,95.86,34.3,34.3,4.56,3.54,6.97,7.8,
1618,1618-tram,tram,324,324-tram,332416.5117,5810707.464,Location 324 : 0 - 600,600,600,yes,No,0,600,50,971,4519.00082,714634.475,95.86163208,1080.57,2683.59,891.64,3764.16,0.03,102.42,0.07,0.4,7,62.97,0,5,44,0,11.9,2.9,0,0,0,0.77,45781.78,49.85,13,24.69,0,74.54,0.56,3.01,500,0.02,0.65,95.86,6.2,6.2,4.56,1.82,6.99,7.89,
1661,1661-tram,tram,343,343-tram,329179.5117,5810921.999,Location 343 : 0 - 600,600,600,yes,No,0,600,50,1028,4361.698132,764401.5098,90.49655581,1573.37,3405.17,1363.15,4978.54,0.24,232.47,0.13,0.57,8,73.26,0,6,80,0,8.68,0.28,1,0,0,0.85,73096.72,50.23,8.85,25.38,0,75.62,0.61,2.5,650,0.04,0.68,90.5,14.4,14.4,4.51,2.67,7.36,8.13,
1688,1688-tram,tram,354,354-tram,329293.4851,5811078.953,Location 354 : 0 - 600,600,600,yes,No,0,600,50,1061,3725.298486,824554.4435,76.24408668,1426.61,3161.9,1225.72,4588.51,0.23,205.49,0.12,0.54,8,70.34,0.32,6,83,0,8.76,0.31,1,0,0,0.88,73069.16,49.77,3,0,0,49.77,0.6,2.58,650,0.03,0.68,76.24,1.5,1.5,4.33,0.41,7.26,8.06,
35,35-tram,tram,360,360-tram,319979.4945,5811142.527,Location 360 : 0 - 600,600,600,yes,No,0,600,50,1079,3815.305184,715927.7606,987.3652487,10920.25,4689.75,2053.52,15610,0.65,854.46,0.31,0.46,8,173.2,0.22,6,54,0,1.89,0.57,0,0,0,0.76,422221.6,61.92,38.62,0,0,61.92,0.67,2.28,650,0.07,0.61,987.37,30.6,30.6,6.9,3.42,9.3,8.45,
29,29-tram,tram,351,351-tram,319466.9879,5811037.028,Location 351 : 0 - 600,600,600,yes,tram,0,600,50,1052,3769.182755,719282.9963,1148.832234,8361.23,1432.59,611.95,9793.82,0.58,715.56,0.67,0.55,8,211.32,0.32,5,41,0,2.23,0.98,0,0,0,0.75,418062.44,57.92,15.69,0,0,57.92,0.69,2.34,650,0.04,0.55,1148.83,25.1,25.1,7.05,3.22,9.03,7.27,
1677,1677-tram,tram,349,349-tram,329078.9899,5811034.974,Location 349 : 0 - 600,600,600,yes,tram,0,600,50,1046,3970.504076,719080.7698,227.39163,1801.72,3528.25,1431.37,5329.97,0.34,274.45,0.14,0.59,8,83.44,0.29,6,75,0,8.56,0.13,1,0,0,0.87,73093.8,25.38,10.46,200.54,0,225.92,0.62,2.46,650,0.04,0.68,227.39,36.8,36.8,5.43,3.61,7.5,8.17,
1697,1697-tram,tram,358,358-tram,329004.8281,5811111.658,Location 358 : 0 - 600,600,600,yes,No,0,600,50,1073,4355.409682,897088.4914,1775.110979,1879.16,3500.78,1422.06,5379.94,0.29,288.69,0.15,0.56,8,83.6,0.32,7,76,0,8.47,0.02,1,0,0,0.89,175642.17,175.15,10.46,50.46,0,225.62,0.62,2.46,650,0.04,0.68,1775.11,36.8,36.8,7.48,3.61,7.54,8.16,
1716,1716-tram,tram,365,365-tram,327834.0375,5811259.487,Location 365 : 0 - 600,600,600,yes,No,0,600,50,1094,4079.734962,876813.8779,316.9281385,2683.18,5204.34,2151.27,7887.52,0.04,348.67,0.13,0.25,8,79.83,0.41,3,25,0,7.3,1.16,0,0,0,0.92,203634,99.77,16.69,0,0,99.77,0.6,2.42,650,0.03,0.66,316.93,32.4,32.4,5.76,3.48,7.89,8.56,
40,40-tram,tram,369,369-tram,320316.9853,5811309.004,Location 369 : 0 - 600,600,600,yes,No,0,600,50,1106,4432.92605,919703.217,579.822619,11829.49,8646.06,3652.64,20475.55,0.7,756.56,0.16,0.35,8,231.6,0,6,59,0,1.62,0.46,1,0,0,0.74,447272.27,28.46,47.69,28.31,0,56.77,0.66,2.37,650,0.08,0.6,579.82,50.5,50.5,6.36,3.92,9.38,9.06,
