OBJECTID,OBJECTID_MODE,Mode_Centroid,FacilityID,FacilityID_Mode,X,Y,Name,Target break,Mode standard,Standard?,Cluster sample?,FromBreak,ToBreak,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,1_Total_Pat,2_Empden,3_Popden,4_Dwell,5_ActDen,6_PropComm,7_RetailEmp,8_Balance,9_LUEntropy,10_HousingDiv,11_PedConnect,12_PBN,13_DestScore,14_DestCount,15_Parkiteer,16_CBDDist,17_ACDist,18_ACCount,19 _FTZ,20_Parking,21_PropUrban,22_EmpAccess,23_C_LOS,24_O_Bus_LOS,25_O_Tram_LOS,26_O_Train_LOS,27_O_LOS,28_PropFTE,29_MeanSize,30_MedInc,31_PropOS,32_PropBach,0.1_Centroid_patronage,0.2_Bus_patronage,0.2_Bus_Censored,ln_Centroid,ln_bus,ln_emp,ln_pop,Co-located_outlier_tracking
43,43-tram,tram,374,374-tram,320282.0378,5811380.958,Location 374 : 0 - 600,600,600,yes,tram,0,600,50,1121,4513.116393,876957.4945,579.822619,12534.91,9597.22,4068.44,22132.13,0.72,769.64,0.15,0.33,8,223.5,0,6,54,0,1.56,0.54,1,0,0,0.74,441742.92,28.31,47.69,28.46,0,56.77,0.66,2.36,650,0.07,0.6,579.82,50.5,50.5,6.36,3.92,9.44,9.17,
47,47-tram,tram,381,381-tram,320523.0084,5811500.018,Location 381 : 0 - 600,600,600,yes,No,0,600,50,1142,4348.919446,858449.2621,441.6769689,13063.22,14637.81,6320.7,27701.04,0.7,708.56,0.09,0.34,7,235.31,0.32,7,44,0,1.39,0.63,0,0,0,0.71,442635.6,60.69,47.46,0,0,60.69,0.66,2.32,650,0.08,0.61,441.68,74.8,74.8,6.09,4.31,9.48,9.59,
83,83-tram,tram,416,416-tram,320563.0362,5812002.033,Location 416 : 0 - 600,600,600,yes,No,0,600,50,1247,4150.074632,798679.2306,367.5259413,40608.39,13571.82,5863.04,54180.22,0.84,2082.54,0.27,0.27,7,161.52,0.55,7,85,0,0.89,0.89,0,0,0,0.84,536661.5,60.85,121.77,0,0,60.85,0.65,2.31,650,0.07,0.61,367.53,221.1,221.1,5.91,5.4,10.61,9.52,
97,97-tram,tram,437,437-tram,320556.2678,5812269.747,Location 437 : 0 - 600,600,600,yes,No,0,600,50,1310,4023.53236,824077.8398,2651.77042,72550.62,8910.09,3841.33,81460.71,0.91,3790.55,0.6,0.18,7,160.18,0.65,7,119,0,0.63,0.63,0,1,0,0.92,559304.56,199.08,189.15,60.46,0,259.54,0.59,2.32,500,0.06,0.57,2651.77,549,549,7.88,6.31,11.19,9.09,
1840,1840-tram,tram,424,424-tram,319401.4859,5812082.509,Location 424 : 0 - 600,600,600,yes,No,0,600,50,1271,4176.534375,765041.8946,549.9777623,23607.16,4446.28,1839.02,28053.44,0.2,974.81,0.36,0.47,6,133.33,0.53,7,54,0,1.54,1.54,0,1,0,0.21,519850.18,111.62,0,138.15,0,249.77,0.67,2.42,650,0.05,0.65,549.98,0,0.4,6.31,-0.92,10.07,8.4,
91,91-tram,tram,427,427-tram,319601.0074,5812158.498,Location 427 : 0 - 600,600,600,yes,No,0,600,50,1280,4149.725756,744640.078,1103.572664,32718.98,6582.11,2740.17,39301.09,0.34,1476.48,0.37,0.52,7,116.83,0.32,7,77,0,1.33,1.33,0,1,0,0.36,559903.35,111.62,0,0,0,111.62,0.61,2.4,500,0.06,0.63,1103.57,0,0.4,7.01,-0.92,10.4,8.79,
1852,1852-tram,tram,429,429-tram,326145.4883,5812165.956,Location 429 : 0 - 600,600,600,yes,No,0,600,50,1286,4390.007182,905923.4759,637.1760387,2728.99,4167.86,1767.19,6896.85,0.12,268.08,0.12,0.53,8,122.53,0.43,6,36,0,5.47,1.07,0,0,130.76,0.82,311665.45,50.31,0.23,50.31,0,100.62,0.65,2.36,800,0.03,0.68,637.18,3.4,3.4,6.46,1.22,7.91,8.34,
1845,1845-tram,tram,426,426-tram,326284.9895,5812142.539,Location 426 : 0 - 600,600,600,yes,No,0,600,50,1277,4351.393745,913437.7362,637.1760387,2724.06,4359.26,1867.83,7083.32,0.15,267.12,0.12,0.54,8,113.86,0.64,5,29,0,5.61,0.95,0,0,0,0.84,311605.02,50.31,0.08,50.31,0,100.62,0.65,2.33,800,0.03,0.68,637.18,0.2,0.4,6.46,-0.92,7.91,8.38,
1865,1865-tram,tram,434,434-tram,319774.9815,5812230.979,Location 434 : 0 - 600,600,600,yes,No,0,600,50,1301,4345.182633,801408.8061,1103.572664,45649.4,10181.88,4277.11,55831.28,0.49,2207.97,0.36,0.55,7,119.79,0.32,7,99,0,1.15,1.15,0,1,0,0.51,574121.42,111.54,39.46,0,0,111.54,0.56,2.38,300,0.06,0.62,1103.57,900.5,900.5,7.01,6.8,10.73,9.23,
99,99-tram,tram,440,440-tram,319917.4968,5812318.477,Location 440 : 0 - 600,600,600,yes,No,0,600,50,1319,4168.803304,833244.9269,10452.60783,58875.79,12358.42,5256.7,71234.21,0.65,2961.56,0.39,0.49,6,134.41,0.31,7,135,0,0.98,0.98,0,1,0,0.67,580939.18,63.31,39.46,281.54,0,344.85,0.55,2.35,300,0.06,0.62,10452.61,900.5,900.5,9.25,6.8,10.98,9.42,
100,100-tram,tram,441,441-tram,320002.0095,5812315.999,Location 441 : 0 - 600,600,600,yes,No,0,600,50,1322,4016.975328,819364.0381,10452.60783,63250.53,12121.21,5161.77,75371.75,0.68,3208.85,0.42,0.47,6,137.91,0.32,7,120,0,0.91,0.91,0,1,0,0.7,574859.97,226.23,39.46,63.31,0,289.54,0.54,2.35,300,0.06,0.62,10452.61,900.5,900.5,9.25,6.8,11.05,9.4,
105,105-tram,tram,447,447-tram,320489.9981,5812372.519,Location 447 : 0 - 600,600,600,yes,No,0,600,50,1340,3924.71157,833766.0221,1325.88521,81175.82,9521.35,4126.88,90697.18,0.93,4252.94,0.62,0.16,7,181.11,0.68,7,169,0,0.56,0.56,0,1,0,0.93,549246.44,30.15,183.15,486.23,0,516.38,0.57,2.31,500,0.06,0.57,1325.89,397.8,397.8,7.19,5.99,11.3,9.16,
116,116-tram,tram,461,461-tram,323101.023,5812526.978,Location 461 : 0 - 600,600,600,yes,No,0,600,50,1382,3947.905945,899801.2342,424.3900907,6395.36,4680,2092.64,11075.36,0.11,473.89,0.18,0.64,8,187.82,0.33,6,63,0,2.41,0.8,0,0,0,0.67,439258.93,51.31,39.62,51.31,0,102.62,0.7,2.24,800,0.04,0.65,424.39,129.4,129.4,6.05,4.86,8.76,8.45,
118,118-tram,tram,463,463-tram,323052.9656,5812542.041,Location 463 : 0 - 600,600,600,yes,tram,0,600,50,1388,3894.772191,876325.9924,229.2785364,6438.18,4504.57,2013.04,10942.75,0.1,435.04,0.18,0.64,8,176.87,0.33,6,64,0,2.36,0.84,0,0,0,0.66,449125.75,51.31,39.62,51.31,0,102.62,0.69,2.24,800,0.04,0.65,229.28,129.4,129.4,5.43,4.86,8.77,8.41,
141,141-tram,tram,482,482-tram,319761.4759,5812720.502,Location 482 : 0 - 600,600,600,yes,No,0,600,50,1445,3919.173323,781661.2493,309.4556321,51037.66,14244.82,5965.49,65282.48,0.76,2581.68,0.31,0.38,7,143.28,0,7,129,0,0.97,0.97,0,1,0,0.82,575066.39,61.15,63.62,0,0,61.15,0.52,2.39,150,0.06,0.61,309.46,88.7,88.7,5.73,4.49,10.84,9.56,
1957,1957-tram,tram,479,479-tram,334732.9866,5812730.947,Location 479 : 0 - 600,600,600,yes,No,0,600,50,1436,4148.572474,693466.3178,537.5576216,2689.45,3563.9,1506.53,6253.35,0.37,201.15,0.11,0.66,7,98.06,0,6,119,0,14.01,0.17,1,0,0,0.79,99123.6,56,28.46,0,0,56,0.46,2.37,100,0.02,0.52,537.56,188.1,188.1,6.29,5.24,7.9,8.18,
1976,1976-tram,tram,488,488-tram,334411.9957,5812774.998,Location 488 : 0 - 600,600,600,yes,No,0,600,50,1463,4193.499867,614034.8727,537.5576216,2352.22,2873.45,1240.01,5225.68,0.28,174.13,0.11,0.67,7,89.57,0,4,101,0,13.69,0.28,1,0,0,0.79,104132.02,27.85,58.92,28.23,0,56.08,0.46,2.32,150,0.02,0.52,537.56,179.8,179.8,6.29,5.19,7.76,7.96,
1984,1984-tram,tram,491,491-tram,334135.9878,5812824.051,Location 491 : 0 - 600,600,600,yes,tram,0,600,50,1472,4921.505977,753167.9345,537.5576216,1770.32,2523.7,1027.49,4294.02,0.15,127.4,0.1,0.53,7,65.06,0,4,91,0,13.42,0.54,0,0,0,0.87,59452.92,28.23,4.92,27.85,0,56.08,0.5,2.46,300,0.03,0.59,537.56,83.3,83.3,6.29,4.42,7.48,7.83,
1974,1974-tram,tram,487,487-tram,334513.0425,5812773.036,Location 487 : 0 - 600,600,600,yes,tram,0,600,50,1460,3980.114512,639907.8118,537.5576216,2481.73,3085.26,1346.23,5566.99,0.3,184.58,0.11,0.68,7,96.89,0,6,102,0,13.79,0.21,1,0,0,0.78,99123.6,28.23,36.08,27.85,0,56.08,0.46,2.29,100,0.02,0.51,537.56,96.5,96.5,6.29,4.57,7.82,8.03,
139,139-tram,tram,481,481-tram,320430.5052,5812729.479,Location 481 : 0 - 600,600,600,yes,No,0,600,50,1442,3750.336169,851414.3638,1896.868908,93154.12,12928.71,5639.2,106082.83,0.98,4896.96,0.55,0.06,7,246.65,0,7,171,0,0.33,0.33,1,1,0,0.98,555567.54,124.62,312.31,30.54,0,155.15,0.51,2.29,150,0.05,0.61,1896.87,2375.2,2375.2,7.55,7.77,11.44,9.47,
1997,1997-tram,tram,497,497-tram,333611.0018,5812887.042,Location 497 : 0 - 600,600,600,yes,No,0,600,50,1490,3945.475374,733952.1573,260.0584875,856.63,2776.28,1025.03,3632.91,0.04,53.87,0.04,0.35,7,77.66,0.23,2,27,0,12.89,1.05,0,0,0,0.91,46895.31,56.08,4.69,0,0,56.08,0.56,2.71,650,0.02,0.67,260.06,1.9,1.9,5.56,0.64,6.75,7.93,
153,153-tram,tram,500,500-tram,320197.0144,5812888.962,Location 500 : 0 - 600,600,600,yes,No,0,600,50,1499,3759.445279,889166.0174,1197.839559,80239.98,16898.71,7464.23,97138.69,0.87,4211.88,0.4,0.24,8,222.68,0.32,7,170,0,0.52,0.52,0,1,0,0.87,555692.76,60.85,162.85,0,0,60.85,0.5,2.26,150,0.06,0.63,1197.84,1067.3,1067.3,7.09,6.97,11.29,9.73,
2016,2016-tram,tram,505,505-tram,333019.5235,5812967.023,Location 505 : 0 - 600,600,600,yes,tram,0,600,50,1514,3754.780858,813011.3706,260.0584875,826.16,2690.96,955.27,3517.12,0.04,65.06,0.05,0.21,8,66.42,0.21,5,37,0,12.3,1.65,0,0,0,0.96,41827.79,56.23,4.46,0,0,56.23,0.55,2.82,650,0.02,0.67,260.06,1.8,1.8,5.56,0.59,6.72,7.9,
152,152-tram,tram,499,499-tram,318803.0177,5812901.993,Location 499 : 0 - 600,600,600,yes,tram,0,600,50,1496,3893.293141,587024.5397,428.9334747,21086.52,6810.64,2951.77,27897.16,0.02,852.56,0.22,0.3,7,109.02,0.48,4,18,0,1.92,1.92,0,0,0,0.12,411413.36,94.62,14.08,91.54,0,186.15,0.66,2.31,650,0.06,0.6,428.93,2.8,2.8,6.06,1.03,9.96,8.83,
154,154-tram,tram,501,501-tram,320669.0156,5812933.02,Location 501 : 0 - 600,600,600,yes,No,0,600,50,1502,3945.743698,874094.4619,3675.018764,93361.91,12828.04,5600.37,106189.95,1,4908.36,0.55,0.01,7,280.29,0.32,7,208,0,0.07,0.07,1,1,0,1,537654.66,103.23,96.69,227.85,0,331.08,0.48,2.29,150,0.05,0.6,3675.02,33.4,33.4,8.21,3.51,11.44,9.46,
169,169-tram,tram,522,522-tram,320582.0259,5813186.022,Location 522 : 0 - 600,600,600,yes,No,0,600,50,1565,3851.3204,877659.7906,3825.636442,91530.59,18016.05,8176.3,109546.64,0.94,4811.13,0.42,0.12,8,239.27,0.51,7,173,0,0.34,0.34,1,1,0,0.98,572881.07,103.31,96.69,160,0,263.31,0.46,2.2,100,0.04,0.64,3825.64,33.4,33.4,8.25,3.51,11.42,9.8,
2020,2020-tram,tram,507,507-tram,332706.5248,5813004.51,Location 507 : 0 - 600,600,600,yes,No,0,600,50,1520,4224.542643,870180.7659,260.0584875,896,2709.81,965.64,3605.8,0.03,84.1,0.06,0.22,8,64.35,0.32,5,30,0,11.99,1.96,0,0,0,0.95,36774.19,56.23,9.31,0,0,56.23,0.56,2.81,650,0.01,0.67,260.06,28.9,28.9,5.56,3.36,6.8,7.9,
175,175-tram,tram,530,530-tram,320800.0135,5813263.048,Location 530 : 0 - 600,600,600,yes,No,0,600,50,1589,3976.409929,890731.1502,9861.142691,86629.68,18084.85,8006.61,104714.53,0.91,4546.95,0.4,0.19,7,243.62,0.56,7,166,0,0.39,0.39,1,1,0,0.98,563978.76,193.77,188.85,250.38,0,444.15,0.45,2.26,100,0.04,0.63,9861.14,3258.6,3258.6,9.2,8.09,11.37,9.8,
2065,2065-tram,tram,527,527-tram,331113.0197,5813215.992,Location 527 : 0 - 600,600,600,yes,No,0,600,50,1580,4790.421636,838190.8894,260.0584875,884.73,2916.77,1154.64,3801.5,0.09,118.21,0.08,0.42,8,62.04,0.32,6,41,0,10.4,2.99,0,0,0,0.88,35227.73,56.23,4.77,0,0,56.23,0.54,2.53,300,0.03,0.61,260.06,39.5,39.5,5.56,3.68,6.79,7.98,
165,165-tram,tram,518,518-tram,320114.7595,5813102.013,Location 518 : 0 - 600,600,600,yes,No,0,600,50,1553,4317.185824,915507.8795,1959.763174,64967.05,16273.97,7038.43,81241.02,0.82,3409.47,0.35,0.32,7,205.35,0.64,7,161,0,0.65,0.65,0,1,0,0.84,599179.22,117.62,65.62,0,0,117.62,0.49,2.31,150,0.06,0.62,1959.76,47.3,47.3,7.58,3.86,11.08,9.7,
181,181-tram,tram,537,537-tram,320022.4761,5813342.488,Location 537 : 0 - 600,600,600,yes,No,0,600,50,1610,3823.629212,894072.8764,589.1116797,50783.68,16082.88,7185.35,66866.56,0.81,2670.55,0.28,0.33,8,192.38,0.31,7,134,0,0.84,0.84,0,1,0,0.81,557040.55,60.77,180.46,0,0,60.77,0.48,2.24,100,0.05,0.64,589.11,178.5,178.5,6.38,5.18,10.84,9.69,
170,170-tram,tram,523,523-tram,320329.9803,5813188.512,Location 523 : 0 - 600,600,600,yes,No,0,600,50,1568,3861.465196,914515.8946,70.37979932,79551.13,16511.11,7467.4,96062.24,0.86,4182.5,0.4,0.26,8,207.76,0.32,7,159,0,0.5,0.5,0,1,0,0.88,570132.95,56.92,174.77,0,0,56.92,0.45,2.21,100,0.05,0.64,70.38,143,143,4.25,4.96,11.28,9.71,
188,188-tram,tram,542,542-tram,323153.0063,5813392.03,Location 542 : 0 - 600,600,600,yes,No,0,600,50,1625,3752.229976,863396.7981,1146.084419,7036.09,5634.24,2446.41,12670.33,0.44,647.65,0.21,0.58,8,132.04,0.2,7,47,0,2.49,0.85,0,0,0,0.84,503409.9,114.85,161.69,57,165.23,337.08,0.67,2.3,800,0.05,0.64,1146.08,316.9,316.9,7.04,5.76,8.86,8.64,
2100,2100-tram,tram,544,544-tram,323305.9887,5813396.54,Location 544 : 0 - 600,600,600,yes,No,0,600,50,1631,3848.622484,845201.332,1146.084419,6608.56,6289.34,2646.06,12897.9,0.37,659.25,0.19,0.56,8,120.68,0.4,7,49,0,2.64,0.7,0,0,0,0.86,489641.71,115,23.23,114.85,165.23,395.08,0.64,2.38,650,0.06,0.61,1146.08,115.8,115.8,7.04,4.75,8.8,8.75,
193,193-tram,tram,548,548-tram,320957.0361,5813437.992,Location 548 : 0 - 600,600,600,yes,No,0,600,50,1643,3902.938929,901936.5456,66.44867771,68446.86,16683.66,7307.07,85130.52,0.83,3568.11,0.35,0.31,8,235.05,0.32,7,139,0,0.61,0.61,0,1,0,0.89,519252.94,29,34.15,0,0,29,0.45,2.28,100,0.04,0.64,66.45,27.6,27.6,4.2,3.32,11.13,9.72,
2117,2117-tram,tram,552,552-tram,322407.0167,5813467.988,Location 552 : 0 - 600,600,600,yes,No,0,600,50,1655,3797.997794,867354.0488,1688.527128,8333.68,4891.06,2198.33,13224.74,0.46,485.5,0.18,0.68,8,153.34,0.24,7,86,0,1.79,0.64,0,0,0,0.71,452311.79,114.69,121.92,0,0,114.69,0.69,2.22,800,0.04,0.65,1688.53,145.2,145.2,7.43,4.98,9.03,8.5,
204,204-tram,tram,558,558-tram,321191.486,5813528.022,Location 558 : 0 - 600,600,600,yes,No,0,600,50,1673,4251.167269,919971.6118,49.85776264,53550.51,11949.01,5058.8,65499.52,0.72,2774.53,0.38,0.42,8,225.01,0.48,7,128,0,0.8,0.8,0,1,0,0.79,468608.98,56.92,80.77,29,0,85.92,0.48,2.36,150,0.04,0.63,49.86,103,103,3.91,4.63,10.89,9.39,
2122,2122-tram,tram,554,554-tram,329030.5107,5813487.012,Location 554 : 0 - 600,600,600,yes,No,0,600,50,1661,4857.91005,760752.7629,200.9303154,1123.32,2561.58,919.03,3684.9,0.02,80.59,0.06,0.31,7,56.52,0.32,5,37,0,8.33,2.11,0,0,0,0.88,43422.25,56.46,10.15,0,0,56.46,0.58,2.79,650,0.02,0.66,200.93,45.1,45.1,5.3,3.81,7.02,7.85,
2110,2110-tram,tram,549,549-tram,322675.997,5813437.989,Location 549 : 0 - 600,600,600,yes,No,0,600,50,1646,3705.497492,868953.0387,1688.527128,8085.54,4825.53,2207.12,12911.07,0.5,509.76,0.19,0.61,8,149.61,0.23,7,67,0,2.03,0.68,0,0,0,0.8,452287.22,114.69,58.38,0,0,114.69,0.69,2.19,800,0.04,0.67,1688.53,15.7,15.7,7.43,2.75,9,8.48,
198,198-tram,tram,555,555-tram,322057.0038,5813507.993,Location 555 : 0 - 600,600,600,yes,No,0,600,50,1664,4383.693536,890217.1324,1688.527128,8379.11,3786.32,1449.55,12165.42,0.37,415.33,0.2,0.75,8,160.63,0.33,7,114,0,1.48,0.74,0,0,0,0.6,458205.22,114.62,122.15,0,0,114.62,0.6,2.61,500,0.09,0.54,1688.53,534.8,534.8,7.43,6.28,9.03,8.24,
201,201-tram,tram,557,557-tram,321852.9739,5813529.999,Location 557 : 0 - 600,600,600,yes,tram,0,600,50,1670,4180.459372,892219.2775,1688.527128,14717.61,4823.69,1822.84,19541.29,0.39,760.93,0.27,0.74,8,190.54,0.36,7,111,0,1.31,0.87,0,0,0,0.62,499331.35,193.23,63.62,87,0,280.23,0.55,2.65,300,0.09,0.55,1688.53,64.5,64.5,7.43,4.17,9.6,8.48,
2129,2129-tram,tram,559,559-tram,328607.4662,5813540.984,Location 559 : 0 - 600,600,600,yes,No,0,600,50,1676,5090.003639,761313.3731,200.9303154,1186.31,2478.66,848.61,3664.97,0,70.64,0.06,0.16,7,52.54,0.32,3,36,0,7.92,1.78,0,0,0,0.94,43862.72,56.31,43.77,0,0,56.31,0.56,2.92,650,0.02,0.65,200.93,66.5,66.5,5.3,4.2,7.08,7.82,
200,200-tram,tram,556,556-tram,321570.0101,5813518.036,Location 556 : 0 - 600,600,600,yes,No,0,600,50,1667,4442.737168,898652.6782,606.2410366,34500.24,7720.6,3074.4,42220.85,0.55,1772.47,0.37,0.63,8,224.78,0.46,6,105,0,1.06,1,0,0,0,0.65,538946.72,80.92,83.62,201.31,0,282.23,0.52,2.51,150,0.05,0.6,606.24,362.2,362.2,6.41,5.89,10.45,8.95,
206,206-tram,tram,560,560-tram,321612.0135,5813551.031,Location 560 : 0 - 600,600,600,yes,No,0,600,50,1679,4391.106851,885414.1616,606.2410366,31305.82,7361.58,2922.48,38667.4,0.53,1610.36,0.36,0.64,8,215.72,0.27,6,106,0,1.12,1,0,0,0,0.65,503889.29,9.85,83.62,109.92,0,119.77,0.52,2.52,150,0.05,0.6,606.24,362.2,362.2,6.41,5.89,10.35,8.9,
209,209-tram,tram,562,562-tram,321548.0083,5813569.959,Location 562 : 0 - 600,600,600,yes,No,0,600,50,1685,4577.231681,859725.7272,606.2410366,32249.53,8755.72,3589.65,41005.25,0.54,1676.86,0.32,0.64,8,202.39,0.42,6,101,0,1.08,0.95,0,1,0,0.66,502945.72,29,131.69,90.77,0,119.77,0.51,2.44,150,0.05,0.61,606.24,399.5,399.5,6.41,5.99,10.38,9.08,
211,211-tram,tram,565,565-tram,321380,5813591.957,Location 565 : 0 - 600,600,600,yes,No,0,600,50,1694,4345.777871,857266.2901,39.244588,40179.87,9625.22,3988.16,49805.08,0.6,2072.5,0.35,0.56,8,202.97,0.26,6,110,0,0.97,0.84,0,1,0,0.71,498776.52,27.92,48.23,29,0,56.92,0.5,2.41,150,0.05,0.62,39.24,48.9,48.9,3.67,3.89,10.6,9.17,
210,210-tram,tram,563,563-tram,321326.0024,5813584.012,Location 563 : 0 - 600,600,600,yes,No,0,600,50,1688,4183.571127,847738.1075,39.244588,43675.73,10264.12,4250.07,53939.84,0.61,2262.3,0.36,0.54,8,207.61,0.43,7,108,0,0.93,0.83,0,0,0,0.72,492788.89,29,112.46,55.85,0,84.85,0.5,2.42,150,0.04,0.62,39.24,84.4,84.4,3.67,4.44,10.68,9.24,trambus tram rd 2 outlier but not influential
2156,2156-tram,tram,573,573-tram,327057.0007,5813736.992,Location 573 : 0 - 600,600,600,yes,No,0,600,50,1718,4440.551798,819775.7399,200.9303154,1186.31,3205.01,1178.43,4391.32,0.16,70.64,0.04,0.44,8,73.19,0.32,5,56,0,6.4,0.41,1,0,0,0.91,78383.15,56.31,0.62,0,0,56.31,0.57,2.72,650,0.02,0.65,200.93,2.9,2.9,5.3,1.06,7.08,8.07,
2152,2152-tram,tram,571,571-tram,326481.5151,5813710.994,Location 571 : 0 - 600,600,600,yes,No,0,600,50,1712,4703.006087,929927.8618,739.1729625,1186.31,3147.83,1170.62,4334.14,0.11,70.64,0.04,0.41,8,69.9,0.49,5,50,0,5.82,0.19,1,0,0,0.9,131647.06,108.77,34.15,0,0,108.77,0.58,2.69,650,0.03,0.68,739.17,373.4,373.4,6.61,5.92,7.08,8.05,
2181,2181-tram,tram,587,587-tram,326927.472,5813929.985,Location 587 : 0 - 600,600,600,yes,tram,0,600,50,1760,4335.418402,785063.0143,177.5083273,1186.31,3818.75,1478.06,5005.06,0.18,70.64,0.04,0.46,8,70.06,0.32,5,61,0,6.3,0.31,1,0,0,0.91,65421.52,52.15,0.38,25.77,0,77.92,0.58,2.58,650,0.02,0.65,177.51,0.6,0.6,5.18,-0.51,7.08,8.25,
2184,2184-tram,tram,588,588-tram,327040.98,5813992.043,Location 588 : 0 - 600,600,600,yes,No,0,600,50,1763,4381.799283,786469.5778,88.75416363,1186.31,3989.14,1552.86,5175.45,0.15,70.64,0.03,0.45,8,68.66,0.32,5,54,0,6.42,0.44,1,0,0,0.9,65366.73,25.77,0.38,78.54,0,104.31,0.58,2.57,650,0.02,0.64,88.75,0.6,0.6,4.49,-0.51,7.08,8.29,
2198,2198-tram,tram,596,596-tram,315202.0253,5814157.015,Location 596 : 0 - 600,600,600,yes,tram,0,600,50,1787,4414.494974,823621.4406,414.2555604,2811.24,3629.89,1400.36,6441.13,0.74,210.69,0.11,0.37,8,178.48,0.04,7,97,0,5.66,0.2,1,0,1988.665,0.87,334319.1,39,350.85,39.08,0,78.08,0.53,2.59,300,0.04,0.54,414.26,3158.3,3158.3,6.03,8.06,7.94,8.2,trambus bus rd 3 deviates from normality assumption
260,260-tram,tram,605,605-tram,315202.4794,5814303.465,Location 605 : 0 - 600,600,600,yes,tram,0,600,50,1814,4144.319477,846771.5667,828.5111208,2836.09,4227.03,1638.94,7063.12,0.7,212.38,0.1,0.42,8,191.31,0.16,7,107,0,5.7,0.12,1,0,0,0.87,439646.05,39.08,326.31,78.08,0,117.15,0.54,2.58,300,0.04,0.54,828.51,3158.3,3158.3,6.72,8.06,7.95,8.35,trambus bus rd 4 deviates from normality assumption
250,250-tram,tram,599,599-tram,320192.5285,5814183.958,Location 599 : 0 - 600,600,600,yes,No,0,600,50,1796,4310.894735,821500.3188,6688.721647,11208.78,10977.98,4596.27,22186.76,0.59,486.57,0.08,0.5,8,191.11,0.37,7,77,0,1.41,0.83,0,0,0,0.8,456342.22,143.15,15.85,60.69,0,203.85,0.4,2.39,1,0.04,0.67,6688.72,40,40,8.81,3.69,9.32,9.3,
249,249-tram,tram,597,597-tram,320723.4627,5814144.478,Location 597 : 0 - 600,600,600,yes,No,0,600,50,1790,3855.396075,764683.3408,5201.988061,12760.65,13531.08,6183.59,26291.73,0.73,555.77,0.08,0.46,8,202.7,0.32,7,57,0,1.27,0.35,1,0,0,0.93,457399.82,386.85,24.08,0,0,386.85,0.37,2.19,1,0.04,0.68,5201.99,53.9,53.9,8.56,3.99,9.45,9.51,trambus removed rd 1 tram influential outlier
258,258-tram,tram,604,604-tram,315091.9704,5814314.97,Location 604 : 0 - 600,600,600,yes,No,0,600,50,1811,4284.637598,882718.5626,414.2555604,2835.76,4398.58,1712.39,7234.34,0.65,212.36,0.09,0.45,8,208.45,0.27,7,107,0,5.81,0.01,1,0,0,0.85,259107.8,19.38,234.46,58.77,0,78.15,0.53,2.57,300,0.04,0.53,414.26,61,61,6.03,4.11,7.95,8.39,trambus bus rd 2 deviates from normality assumption
2216,2216-tram,tram,607,607-tram,315071.9944,5814361.04,Location 607 : 0 - 600,600,600,yes,No,0,600,50,1820,4230.402248,850462.1321,36.67970801,2836.07,4466.59,1741.08,7302.66,0.64,212.38,0.09,0.46,8,205.77,0.29,6,105,0,5.84,0.05,1,0,0,0.84,249599.63,19.69,72.54,58.46,0,78.15,0.52,2.57,300,0.04,0.52,36.68,61,61,3.6,4.11,7.95,8.4,
268,268-tram,tram,611,611-tram,319961.5066,5814443.964,Location 611 : 0 - 600,600,600,yes,No,0,600,50,1832,4285.142865,912603.5815,1209.452529,6055.64,8040.93,3271.58,14096.57,0.38,188.71,0.05,0.6,8,193.95,0.48,6,85,0,1.74,1.05,0,0,0,0.82,448613.95,124.08,81.85,0,0,124.08,0.48,2.46,150,0.05,0.67,1209.45,768.8,768.8,7.1,6.64,8.71,8.99,
270,270-tram,tram,612,612-tram,319186.4984,5814560.967,Location 612 : 0 - 600,600,600,yes,No,0,600,50,1835,4033.852967,872122.046,184.2508846,4766.38,6631.99,2661.49,11398.37,0.29,241.84,0.07,0.54,8,174.29,0,7,57,0,2.28,1.79,0,0,0,0.86,350047.9,63.15,72,0,0,63.15,0.57,2.49,500,0.05,0.68,184.25,68.6,68.6,5.22,4.23,8.47,8.8,
272,272-tram,tram,613,613-tram,322534.0054,5814577.46,Location 613 : 0 - 600,600,600,yes,No,0,600,50,1838,3807.71525,894317.1074,741.0486917,9556.9,7558.32,3285.06,17115.22,0.53,884.29,0.21,0.48,8,165.49,0.16,5,64,0,2.49,0.48,2,0,0,0.94,301205.89,60.92,34,0,0,60.92,0.69,2.3,800,0.06,0.64,741.05,151,151,6.61,5.02,9.17,8.93,
275,275-tram,tram,615,615-tram,320196.5292,5814611.525,Location 615 : 0 - 600,600,600,yes,tram,0,600,50,1844,3904.913407,731371.8937,692.433848,6797,6122.68,2220.55,12919.68,0.27,127.81,0.04,0.58,8,166.81,0.32,7,72,0,1.81,0.85,0,0,0,0.8,418506.4,79.69,18.92,39.77,0,119.46,0.37,2.76,1,0.04,0.67,692.43,52.4,52.4,6.54,3.96,8.82,8.72,
