          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
12774-bus -0.59647307 -0.41285065  -0.76012296    -0.54061792   0.4579762735      -0.60105741    -1.7662562  1.404842e-01
10268-bus -0.47387740 -0.14099024   0.03816575    -0.54061792  -0.4636177078       1.37677292    -0.6723866  1.200886e-01
10765-bus -0.59647307 -0.59409093  -0.95969513    -1.15159377  -1.1914214739      -0.60105741    -1.7662562  1.032604e+00
10909-bus -0.59647307 -0.59409093   0.70340633    -1.76256962  -1.7587719268      -0.60105741    -0.6723866  9.313809e-01
10862-bus -0.59647307 -0.68471107  -0.82664701    -1.76256962  -1.2537334401      -0.60105741    -0.6723866  1.053755e+00
5108-bus  -0.59647307 -0.50347079  -0.95969513    -0.54061792  -0.1763595432      -0.60105741    -1.7662562  1.283394e+00
5123-bus  -0.59647307 -0.50347079  -1.82450789    -0.54061792   0.0622952876      -0.60105741    -1.7662562  1.306811e+00
3817-bus   0.20039876 -0.68471107   1.30212285    -1.15159377  -0.7113077737       1.43858011     0.9684178  2.426304e+00
3614-bus  -0.41257957  0.31211045  -0.09488237    -1.15159377  -1.3132413679      -0.60105741    -1.7662562  3.021554e+00
10753-bus -0.59647307 -0.59409093  -1.29231542    -1.15159377  -1.1122852767      -0.60105741    -1.7662562  1.015985e+00
10619-bus -0.59647307 -0.41285065  -0.49402672    -2.37354547  -1.9182905605      -0.60105741    -1.7662562  8.868127e-01
8786-bus  -0.59647307 -0.68471107  -0.76012296     0.07035793  -0.3470943308      -0.60105741    -1.7662562  4.313106e-01
3125-bus  -0.16738824 -0.59409093   1.36864691     0.07035793  -1.0144554896      -0.60105741    -0.6723866  1.089258e+00
3221-bus  -0.41257957 -0.68471107  -1.02621919     0.07035793  -1.0605663447       0.69689374    -1.7662562  1.094546e+00
8504-bus   0.87467492 -0.68471107   0.23773792     0.07035793  -0.7701925818      -0.60105741     0.4214830  5.400873e-01
3793-bus  -0.28998390 -0.59409093   0.90297850    -1.15159377  -0.9686561944       1.37677292     0.9684178  2.456520e+00
5561-bus   0.13910092 -0.32223051  -0.02835831    -1.76256962  -0.4199993314      -0.60105741    -1.2193214  1.275840e+00
3425-bus  -0.59647307 -0.50347079   0.17121386    -1.76256962  -0.9667868354       1.31496572    -0.6723866  1.059798e+00
3217-bus  -0.59647307 -0.68471107  -1.35883948    -1.15159377  -1.1898636747      -0.60105741    -1.7662562  1.123251e+00
3755-bus  -0.59647307 -0.68471107  -0.42750266    -1.76256962   0.3050003963      -0.60105741    -0.6723866  2.666519e+00
3620-bus  -0.59647307  0.49335073  -0.56055078    -1.15159377  -1.2933015387      -0.60105741    -1.7662562  3.024576e+00
10351-bus -0.53517524 -0.05037010  -1.02621919    -0.54061792  -0.2103195648      -0.60105741     0.4214830  3.459512e-01
10337-bus -0.59647307 -0.05037010  -1.09274325    -0.54061792  -0.1000273845      -0.60105741     0.4214830  3.489728e-01
10321-bus -0.59647307 -0.05037010  -1.02621919    -0.54061792   0.0074607573      -0.60105741    -0.1254518  3.383973e-01
10858-bus -0.41257957 -0.68471107  -0.29445455    -1.76256962  -0.9415504891      -0.60105741     0.4214830  1.126272e+00
5209-bus  -0.59647307 -0.50347079  -1.29231542    -0.54061792  -0.1900681758      -0.60105741    -1.7662562  1.265265e+00
3647-bus  -0.59647307  0.49335073  -1.35883948    -1.15159377  -1.1988989098      -0.60105741    -1.7662562  3.004180e+00
4485-bus  -0.59647307 -0.68471107  -1.62493571    -1.15159377   0.1744568269      -0.60105741    -1.7662562  1.555921e-01
3464-bus  -0.59647307 -0.50347079  -0.29445455    -2.37354547  -1.3045176927       0.51147215    -1.7662562  1.049222e+00
10393-bus -0.28998390  0.13087018   0.17121386    -0.54061792   0.0769385997      -0.60105741     0.9684178  2.855197e-01
10403-bus -0.22868607  0.22149032   0.37078604    -1.15159377  -0.2442795865      -0.60105741     0.9684178  2.983614e-01
10408-bus -0.22868607  0.31211045   0.37078604    -1.15159377  -0.3178077067      -0.60105741     0.9684178  3.096923e-01
10397-bus  0.01650526  0.31211045   0.30426198    -1.15159377  -0.6072467900      -0.60105741     0.4214830  3.285772e-01
10387-bus -0.04479257  0.13087018   0.37078604    -0.54061792  -0.4770147805      -0.60105741     0.4214830  3.444404e-01
3656-bus  -0.59647307  0.49335073  -1.29231542    -1.15159377  -1.0970188450      -0.60105741    -1.7662562  2.988317e+00
5186-bus  -0.59647307 -0.32223051  -0.62707484    -1.15159377  -0.2620384969      -0.60105741    -1.7662562  1.312855e+00
10898-bus -0.59647307 -0.59409093   0.63688227    -1.15159377  -1.7740383585      -0.60105741    -0.6723866  9.306256e-01
10239-bus -0.16738824  0.13087018   0.76993039    -1.15159377  -0.4542709128      -0.60105741    -0.6723866  6.677487e-01
4497-bus  -0.59647307 -0.68471107  -2.09060412    -1.15159377   0.6280879414      -0.60105741    -1.7662562  1.503043e-01
6631-bus  -0.53517524 -0.59409093   0.50383415    -0.54061792  -0.4352657631       1.37677292    -0.6723866 -1.503422e-01
4506-bus  -0.59647307 -0.68471107  -1.82450789    -1.15159377   0.4576647136      -0.60105741    -1.7662562  1.276426e-01
3665-bus  -0.53517524  0.49335073  -0.82664701    -1.15159377  -0.6845136282      -0.60105741    -1.7662562  2.967166e+00
10748-bus -0.59647307 -0.59409093  -1.69145977    -2.37354547  -0.9250378180      -0.60105741    -1.7662562  9.993663e-01
9167-bus  -0.53517524 -0.77533121   0.63688227    -0.54061792   0.6072134327      -0.60105741    -1.7662562  6.390438e-01
12566-bus -0.10609041 -0.59409093   0.50383415     0.07035793  -0.5443117041      -0.60105741    -0.6723866 -9.941164e-01
12562-bus -0.22868607 -0.59409093   0.63688227     0.07035793  -0.6742321538      -0.60105741    -0.6723866 -9.774977e-01
12460-bus -0.35128174 -0.59409093   0.70340633     0.07035793  -0.4698489044      -0.60105741    -0.6723866 -9.654115e-01
8660-bus  -0.59647307 -0.68471107  -0.22793049     0.07035793  -0.2072039665      -0.60105741    -1.7662562  4.426415e-01
12472-bus -0.16738824 -0.59409093   0.50383415     0.07035793  -0.3193655058      -0.60105741    -0.6723866 -9.888286e-01
3498-bus  -0.59647307 -0.14099024  -0.22793049    -1.76256962  -1.6821282083      -0.60105741    -1.7662562  3.113712e+00
12403-bus -0.47387740 -0.59409093   0.43731010     0.07035793  -0.2850939244      -0.60105741    -0.6723866 -9.669222e-01
3201-bus  -0.53517524 -0.59409093   0.17121386    -1.76256962  -1.0160132888       1.37677292    -1.2193214  3.098604e+00
3752-bus  -0.59647307 -0.68471107  -0.42750266    -1.76256962  -0.0355344994      -0.60105741    -0.6723866  2.668030e+00
3274-bus  -0.59647307 -0.59409093   0.63688227    -1.76256962   0.0837929160       1.19135132    -1.2193214  1.059042e+00
3247-bus  -0.59647307 -0.59409093   0.83645445    -1.15159377   0.2616935797      -0.60105741    -1.2193214  1.051488e+00
4128-bus  -0.59647307 -0.59409093   0.17121386    -1.15159377  -1.6484797465      -0.60105741    -1.2193214  6.647271e-01
5399-bus  -0.59647307 -0.50347079  -1.62493571    -0.54061792  -0.0159062301      -0.60105741    -1.7662562  1.414077e+00
7503-bus  -0.59647307  2.75885419  -0.49402672    -1.76256962  -1.0502848703      -0.60105741    -1.2193214  2.333976e-01
4177-bus  -0.35128174 -0.50347079   1.43517097    -1.76256962  -0.4380698016      -0.60105741     0.9684178  1.834831e+00
5402-bus  -0.53517524 -0.77533121  -1.29231542    -0.54061792   0.4595340726       2.48930247    -1.7662562  1.202567e+00
9198-bus  -0.59647307 -0.77533121   0.50383415    -0.54061792   0.8069232846      -0.60105741    -1.2193214  6.465977e-01
5428-bus  -0.59647307 -0.50347079  -1.55841166    -0.54061792   0.2722866140      -0.60105741    -1.7662562  1.410300e+00
6287-bus  -0.59647307 -0.68471107  -0.42750266     0.07035793  -0.6408952518      -0.60105741    -1.7662562  6.292237e-01
10789-bus -0.47387740 -0.59409093  -1.49188760    -1.15159377  -0.8427860226      -0.60105741    -0.6723866  1.033359e+00
8867-bus  -0.53517524 -0.68471107  -0.62707484     0.07035793  -0.4162606134      -0.60105741    -1.7662562  4.275337e-01
4815-bus  -0.59647307 -0.68471107  -0.22793049    -0.54061792  -0.8412282234      -0.60105741    -0.6723866  1.527386e+00
5476-bus  -0.59647307 -0.50347079  -1.55841166    -0.54061792   0.0794310783      -0.60105741    -1.7662562  1.402746e+00
4107-bus  -0.59647307 -0.59409093  -0.22793049    -0.54061792  -0.8446553815      -0.60105741    -1.2193214  6.753026e-01
4261-bus  -0.59647307  0.22149032  -0.09488237    -1.76256962  -1.7372742984      -0.60105741    -1.7662562  1.794795e+00
12391-bus -0.28998390 -0.59409093   0.57035821     0.07035793  -0.1202787736      -0.60105741    -0.6723866 -9.797639e-01
8639-bus   0.38429226 -0.68471107   0.90297850     0.07035793  -0.4492859555      -0.60105741     0.9684178  5.680368e-01
4122-bus  -0.59647307  0.22149032  -0.82664701    -0.54061792  -1.7101685931       1.37677292    -1.7662562  5.529289e-01
3746-bus   0.50688792 -0.59409093   1.90083938    -0.54061792  -0.9639827970      -0.60105741    -0.1254518  2.730728e+00
5249-bus  -0.59647307 -0.41285065  -0.62707484    -1.15159377  -0.3106418306      -0.60105741    -1.7662562  1.310588e+00
11126-bus -0.59647307 -0.77533121  -0.82664701    -1.15159377  -0.7035187779      -0.60105741    -0.6723866  7.463096e-01
11272-bus  0.01650526 -0.68471107   0.17121386    -2.37354547  -1.3786689325      -0.60105741    -0.6723866  1.148179e+00
11827-bus -0.59647307 -0.68471107  -2.09060412    -1.15159377  -0.6028849524      -0.60105741    -1.2193214  2.417995e+00
12233-bus -0.59647307 -0.77533121  -2.09060412    -1.15159377  -0.9406158096      -0.60105741    -1.7662562  1.725299e+00
3743-bus   0.56818575 -0.68471107   1.70126721    -0.54061792  -1.0128976905      -0.60105741     0.4214830  2.717886e+00
11809-bus -0.59647307 -0.68471107  -1.95755601    -1.15159377  -0.5097285628      -0.60105741    -0.1254518  2.426304e+00
6335-bus  -0.59647307 -0.68471107  -0.09488237     0.07035793  -0.2118773640      -0.60105741    -1.7662562  6.450869e-01
3749-bus  -0.59647307 -0.68471107  -1.02621919    -1.15159377  -0.1059470213      -0.60105741    -0.6723866  2.689936e+00
3740-bus  -0.28998390 -0.68471107  -0.56055078    -0.54061792   0.4931825344      -0.60105741    -0.6723866  2.699757e+00
10741-bus -0.59647307 -0.59409093  -1.75798383    -2.37354547  -1.0185057675      -0.60105741    -1.7662562  9.857693e-01
8540-bus  -0.28998390 -0.68471107  -0.56055078     0.07035793  -0.0797759955      -0.60105741    -0.1254518  5.083607e-01
3680-bus  -0.53517524  0.49335073  -0.29445455    -1.15159377  -0.7804740563       1.31496572    -1.7662562  2.938461e+00
3737-bus   0.81337708 -0.68471107   1.96736344     0.07035793  -0.6268750594      -0.60105741     0.9684178  2.759433e+00
5780-bus   0.07780309 -0.68471107   0.70340633    -0.54061792  -0.4804419387      -0.60105741    -1.2193214  1.133071e+00
3239-bus  -0.59647307 -0.59409093  -0.42750266    -1.15159377  -1.3453320306      -0.60105741    -1.7662562  1.135337e+00
6422-bus  -0.59647307 -0.68471107  -0.09488237     0.07035793  -0.4720298232      -0.60105741    -1.7662562  6.503747e-01
3778-bus  -0.59647307 -0.41285065  -0.89317107    -1.76256962  -2.0709548779      -0.60105741    -1.7662562  1.049222e+00
12236-bus -0.59647307 -0.77533121  -2.29017630    -1.15159377  -0.8128762787      -0.60105741    -1.7662562  1.738141e+00
5696-bus   0.38429226 -0.68471107   1.16907474    -1.15159377  -0.1395954831      -0.60105741    -1.2193214  1.132316e+00
5348-bus  -0.59647307 -0.41285065  -1.35883948    -0.54061792   0.2162058443      -0.60105741    -1.7662562  1.416343e+00
12224-bus -0.59647307 -0.77533121  -0.36097860    -1.15159377  -1.2443866452      -0.60105741    -1.7662562  1.692062e+00
5746-bus   0.44559009 -0.59409093   1.36864691    -0.54061792  -0.3879086687      -0.60105741    -1.2193214  1.204078e+00
6592-bus  -0.53517524 -0.59409093   0.43731010    -0.54061792  -0.1452035601       1.37677292    -0.6723866 -1.412774e-01
3728-bus   0.26169659 -0.68471107   1.63474315     0.07035793  -0.3265313820      -0.60105741     0.9684178  2.791159e+00
7801-bus  -0.53517524 -0.41285065  -1.55841166    -0.54061792   0.6056556335      -0.60105741    -1.2193214 -1.065293e-01
7870-bus  -0.10609041 -0.41285065  -0.69359890    -1.15159377   0.6202989456      -0.60105741    -0.1254518 -1.246588e-01
8297-bus  -0.10609041 -0.41285065  -0.22793049     0.07035793   0.2236832803      -0.60105741    -1.2193214 -1.994427e-01
7987-bus   1.11986625 -0.23161038   0.30426198     0.07035793   0.7477269166       1.43858011    -0.1254518 -1.495868e-01
8074-bus   1.97803591 -0.14099024   0.70340633     0.07035793   0.6791837537      -0.60105741    -0.1254518 -1.563853e-01
7637-bus  -0.59647307 -0.41285065  -2.55627253     0.07035793   1.1290761503      -0.60105741    -0.6723866 -5.818418e-02
7655-bus  -0.59647307 -0.41285065  -2.48974847     0.07035793   0.8785820458      -0.60105741    -0.6723866 -8.160137e-02
7722-bus  -0.59647307 -0.41285065  -2.48974847    -0.54061792   0.4564184743      -0.60105741    -0.6723866 -9.066609e-02
5524-bus  -0.59647307 -0.41285065  -1.62493571    -0.54061792  -0.0374038584      -0.60105741    -1.7662562  1.392926e+00
8597-bus  -0.59647307 -0.68471107  -0.16140643    -0.54061792   0.3037541569      -0.60105741    -1.2193214  4.569940e-01
5407-bus  -0.59647307 -0.68471107   0.03816575    -1.15159377  -0.0682482817       1.37677292    -1.7662562  1.136848e+00
5545-bus   0.07780309 -0.68471107   0.03816575    -1.15159377  -0.1367914446       1.37677292    -1.2193214  1.182172e+00
5483-bus  -0.59647307 -0.41285065  -1.15926731    -1.76256962   0.2906686440      -0.60105741    -1.7662562  1.293214e+00
3236-bus  -0.59647307 -0.68471107  -1.02621919    -1.15159377  -0.5620706145       0.75870094    -1.7662562  1.101344e+00
8657-bus  -0.53517524 -0.68471107  -0.76012296    -0.54061792   0.6408618945      -0.60105741    -0.1254518  4.781450e-01
3206-bus  -0.28998390 -0.68471107  -0.49402672     0.07035793  -0.3679688395       1.37677292    -1.2193214  1.076416e+00
3193-bus  -0.22868607 -0.68471107  -0.49402672     0.07035793  -0.0015744778       0.88231533    -1.2193214  1.079438e+00
12246-bus -0.59647307 -0.77533121  -1.82450789    -1.15159377  -0.5492966614      -0.60105741    -1.7662562  1.775155e+00
12243-bus -0.59647307 -0.77533121  -1.62493571    -1.15159377  -0.6315484569      -0.60105741    -1.7662562  1.773644e+00
11706-bus -0.59647307 -0.41285065  -0.02835831    -1.76256962  -1.3119951286      -0.60105741    -1.7662562  2.465585e+00
3683-bus  -0.53517524  0.58397087   0.37078604    -1.15159377  -0.4885424943       1.37677292    -1.7662562  2.942993e+00
12244-bus -0.59647307 -0.77533121  -0.36097860    -1.15159377  -0.9418620489      -0.60105741    -0.6723866  1.753249e+00
10798-bus -0.41257957 -0.59409093  -1.49188760    -1.15159377  -0.9050979888      -0.60105741    -0.6723866  1.033359e+00
12247-bus -0.59647307 -0.77533121  -1.02621919    -1.15159377  -0.5695480504      -0.60105741    -1.7662562  1.760803e+00
8612-bus   0.38429226 -0.68471107   0.03816575     0.07035793  -0.5735983282      -0.60105741     0.4214830  5.219578e-01
12221-bus -0.59647307 -0.77533121   1.16907474    -1.76256962  -1.5652932715      -0.60105741    -1.7662562  1.676954e+00
5462-bus  -0.10609041 -0.68471107   0.30426198    -1.15159377   0.2937842423      -0.60105741    -1.2193214  1.161776e+00
12648-bus -0.59647307 -0.23161038  -1.02621919    -1.15159377  -0.4848037763       1.37677292    -0.6723866 -8.537834e-02
3781-bus  -0.59647307 -0.50347079  -1.02621919    -1.76256962  -2.0251555826      -0.60105741    -1.7662562  1.038647e+00
12744-bus -0.59647307 -0.23161038  -1.35883948    -0.54061792  -0.2417871078       1.37677292    -1.7662562 -8.537834e-02
12453-bus -0.47387740 -0.14099024  -0.36097860    -0.54061792  -0.3726422370       1.43858011    -0.1254518 -9.444306e-02
11807-bus -0.59647307  0.31211045  -0.82664701    -1.15159377  -0.8571177748      -0.60105741    -0.6723866  1.102685e-01
12420-bus -0.41257957 -0.14099024  -0.16140643    -0.54061792  -0.2265206761       1.50038731    -0.1254518 -1.027524e-01
12438-bus -0.59647307 -0.14099024  -1.02621919    -1.15159377  -0.3190539460      -0.60105741    -1.2193214 -6.347194e-02
5366-bus  -0.53517524 -0.68471107  -0.95969513    -0.54061792   0.5545598212       1.37677292    -1.7662562  1.219941e+00
9061-bus  -0.35128174 -0.50347079   0.10468980     0.07035793  -0.0146599907      -0.60105741    -0.6723866 -4.457009e-01
3686-bus  -0.53517524  0.76521115   0.83645445    -1.15159377  -0.3178077067       1.37677292    -1.7662562  2.947525e+00
10868-bus -0.53517524 -0.59409093  -1.42536354    -1.15159377  -1.2883165814      -0.60105741    -1.7662562  1.016740e+00
12013-bus -0.59647307 -0.59409093  -1.35883948    -1.15159377   0.6670329203      -0.60105741    -0.6723866  2.298643e+00
2979-bus   2.77490773  1.30893198   1.63474315    -1.15159377  -1.6568918619      -0.60105741    -1.7662562  3.187741e+00
3689-bus  -0.59647307  1.85265281   1.03602662    -1.15159377  -0.7801624964       0.63508654    -1.7662562  2.954324e+00
8681-bus  -0.53517524 -0.68471107  -0.62707484    -0.54061792   0.4218353330      -0.60105741    -0.6723866  4.690803e-01
3507-bus   0.07780309 -0.59409093   1.03602662    -1.15159377  -0.7433984363      -0.60105741    -1.2193214  3.154503e+00
3346-bus  -0.59647307 -0.50347079   0.23773792    -1.76256962  -0.6530460852      -0.04479263    -0.6723866  1.065841e+00
12250-bus -0.59647307 -0.77533121   0.23773792    -1.15159377  -1.5883486990      -0.60105741    -0.6723866  1.748716e+00
11841-bus -0.35128174 -0.68471107  -0.62707484    -1.15159377   1.4185152336      -0.60105741    -1.2193214  2.560009e+00
3210-bus  -0.53517524 -0.50347079   0.23773792    -0.54061792  -0.8409166636       1.37677292    -1.2193214  3.090295e+00
11808-bus -0.41257957 -0.68471107  -1.15926731    -1.15159377   0.9801505509      -0.60105741    -1.2193214  2.553210e+00
