                Factor1       Factor2       Factor3
6870-bus  -9.404080e-01  3.079988e-01 -1.4075371707
5606-bus  -1.221670e+00  2.748184e-01 -1.1762633336
7-bus     -1.308540e+00  3.071527e-01 -1.2494381952
5630-bus  -9.496783e-01  7.599572e-02 -0.6806343456
10388-bus -6.356004e-01  2.530584e-01 -1.3658156746
4249-bus  -1.612752e+00  2.744545e-01 -0.9749111912
11438-bus  2.626538e-01 -1.668934e-02 -0.5371365939
11352-bus  3.615940e-01  9.894193e-02 -0.8779116792
11618-bus  3.039565e-01 -1.643763e-02 -0.4832726930
11738-bus  5.493438e-01 -4.413071e-02 -0.5047915258
10391-bus -1.028395e+00  2.431699e-01 -1.1611898467
3757-bus  -1.574470e+00  2.109886e-01 -0.8430847732
4258-bus  -1.610053e+00  2.758542e-01 -0.9801394108
4069-bus   2.258709e-01  1.201279e-01 -1.2715010884
615-train  2.179300e-01  9.079242e-02 -1.1774663544
3819-bus  -1.682190e+00  2.114666e-01 -0.8006148593
6666-bus  -1.411723e+00 -1.829200e-01  0.2316186589
3578-bus  -1.372835e+00  2.286806e-01 -0.9775262413
3758-bus  -7.868064e-01  2.352149e-01 -1.2216821094
4060-bus   1.787687e-01  1.266802e-01 -1.2752602472
3821-bus  -1.652611e+00  2.109021e-01 -0.8070262471
10369-bus -8.578950e-01  2.573178e-01 -1.2837162734
3160-bus  -1.616912e+00 -6.878788e-02  0.0226027979
5573-bus  -9.248125e-01  1.020419e-01 -0.7682960813
3599-bus  -1.405653e+00  2.591665e-01 -1.0407148336
3813-bus  -1.650812e+00  2.141878e-01 -0.8173693239
3747-bus  -1.571940e+00  2.119321e-01 -0.8517136347
10394-bus -1.357743e+00  2.163895e-01 -0.9702491724
12143-bus -8.771672e-01 -2.210812e-01  0.1488629892
12264-bus -1.863755e+00  2.320326e-01 -0.7874252681
5302-bus  -1.509563e+00 -2.856018e-01  0.6075848720
609-train -2.238809e-01  2.439765e-01 -1.4877696018
3191-bus  -1.106337e+00 -1.164218e-01 -0.0489398189
3827-bus  -1.532635e+00  2.153259e-01 -0.8850363569
12265-bus -1.898858e+00  2.366913e-01 -0.7903012643
3196-bus  -1.623221e+00 -1.055078e-01  0.1340066427
3176-bus  -9.630526e-01 -1.306416e-01 -0.0766443323
5228-bus  -1.479139e+00 -1.732438e-01  0.2719045816
5417-bus  -1.749848e+00 -5.909078e-04 -0.1449583281
6557-bus  -1.233893e+00  3.001774e-01 -1.2547948666
12162-bus -8.900949e-01 -2.615977e-01  0.2759025000
3272-bus  -1.758919e+00 -2.105161e-02 -0.0527324234
3173-bus  -1.429951e+00 -9.005445e-02  0.0015740999
12129-bus -8.803795e-01 -2.056633e-01  0.1016931042
621-train -2.498420e-01  4.310148e-02 -0.8805802503
5423-bus  -1.659058e+00  4.852448e-02 -0.3231870374
3811-bus  -2.703098e-01  1.007856e-01 -1.0507887024
12164-bus -1.201998e+00 -2.080172e-01  0.2391876916
3800-bus  -1.646294e+00  2.187352e-01 -0.8325568817
3244-bus  -1.283763e+00  1.736110e-01 -0.8286571158
10888-bus -1.600454e+00 -2.624919e-02 -0.0831289267
9944-bus  -1.463127e+00 -2.583713e-01  0.4710108919
3786-bus  -1.642866e+00  2.187827e-01 -0.8341073323
3760-bus  -1.542695e+00  2.293291e-01 -0.8794354772
12195-bus -1.075122e+00  3.804232e-02 -0.5293062801
3170-bus  -9.526011e-01 -1.219655e-01 -0.1067819470
10624-bus -1.124419e+00  2.020850e-01 -0.9937095696
8528-bus   1.779508e-01 -1.345642e-01 -0.5293664181
12171-bus -1.162382e+00 -1.252673e-01 -0.0053987810
10948-bus -1.930115e+00 -1.743025e-02 -0.0353414847
10342-bus -4.205120e-01 -2.278611e-01  0.2262198200
10333-bus -4.615960e-01 -2.167981e-01  0.2052950981
10330-bus -5.041985e-01 -2.055820e-01  0.1842373313
5498-bus  -1.020672e+00 -3.268662e-01  0.4901990483
3611-bus  -1.627954e+00  2.709552e-01 -0.9811632474
3189-bus  -1.510401e+00  1.412240e-01 -0.6254321045
5155-bus  -1.393815e+00 -1.299360e-01  0.1441397647
10612-bus -1.088087e+00  1.989054e-01 -0.9996501790
10267-bus -6.127590e-02  2.159533e-01 -1.2367126472
5480-bus  -1.438333e+00 -3.152196e-01  0.6640719167
3764-bus  -1.690489e+00  2.127497e-01 -0.7980100697
10355-bus -5.827004e-01 -2.301799e-01  0.3105566755
10309-bus -5.375157e-01 -1.880690e-01  0.1408874499
12774-bus -1.234813e+00  1.225601e-01 -0.4975545236
10268-bus -3.591305e-01  2.623782e-01 -1.2566499089
10765-bus -1.406280e+00  2.433104e-02 -0.3014568140
10909-bus -9.646218e-01  1.426466e-01 -0.8534276573
10862-bus -1.128248e+00 -1.587533e-02 -0.3375475795
5108-bus  -1.331622e+00 -3.766224e-02 -0.1667512691
5123-bus  -1.567164e+00 -2.294008e-01  0.5224123774
3817-bus  -1.432934e-01  7.616851e-02 -1.0141686318
3614-bus  -1.584741e+00  2.775328e-01 -1.0148250479
10753-bus -1.420749e+00  1.225824e-02 -0.2526205378
10619-bus -1.650444e+00  2.590676e-01 -0.9554295174
8786-bus  -1.243025e+00 -2.768597e-01  0.4585238190
3125-bus  -4.553420e-01  1.204821e-01 -1.0290634169
3221-bus  -1.289018e+00 -1.431366e-01  0.0902041431
8504-bus   4.440748e-01 -6.792070e-02 -0.8138346123
3793-bus  -1.976346e-01  1.356907e-01 -1.1774891043
5561-bus  -1.544111e+00 -1.152492e-01  0.2147762093
3425-bus  -1.047026e+00  1.250673e-01 -0.7738611884
3217-bus  -1.644984e+00 -1.023288e-01  0.1295122311
3755-bus  -1.493477e+00 -4.539040e-02 -0.0959694433
3620-bus  -1.538981e+00  2.862334e-01 -1.0556401618
10351-bus -1.792614e-01 -1.367638e-01  0.1218403490
10337-bus -1.071143e-01 -1.070259e-01  0.0973439767
10321-bus -4.504299e-01 -7.537249e-02  0.2371684493
10858-bus -2.031238e-01  7.483704e-02 -0.9794992636
5209-bus  -1.225523e+00 -1.048322e-01  0.0049571537
3647-bus  -1.536746e+00  2.848594e-01 -1.0526234442
4485-bus  -1.705136e+00 -2.646618e-01  0.6000336229
3464-bus  -1.748787e+00  1.571061e-01 -0.5718616041
10393-bus  2.819549e-01 -5.996743e-02 -0.3559916314
10403-bus  8.983571e-02 -3.506795e-02 -0.3179224332
10408-bus  3.744501e-02 -2.866393e-02 -0.3084351271
10397-bus -2.821354e-01 -1.784677e-02 -0.2274805426
10387-bus -1.103714e-01 -5.565230e-02 -0.2193986185
3656-bus  -1.533669e+00  2.850919e-01 -1.0546507264
5186-bus  -1.654776e+00 -1.315269e-01  0.3006101097
10898-bus -8.152471e-01  1.043065e-01 -0.8001334283
10239-bus -8.114047e-01  1.121716e-01 -0.5348759749
4497-bus  -1.830369e+00 -3.901685e-01  1.0189202079
6631-bus  -8.857855e-01 -3.747292e-01  0.7025183231
4506-bus  -1.866993e+00 -3.820487e-01  1.0064745332
3665-bus  -1.529046e+00  2.856088e-01 -1.0586506975
10748-bus -1.817946e+00  2.412620e-03 -0.0442826517
9167-bus  -1.356781e+00 -2.695852e-01  0.4627070581
12566-bus -5.011749e-01 -4.252742e-01  0.8028420364
12562-bus -3.227062e-01 -4.102194e-01  0.7306655557
12460-bus -2.888366e-01 -3.580004e-01  0.5803955783
8660-bus  -1.184922e+00 -2.608355e-01  0.3928937746
12472-bus -1.423500e-01 -3.418082e-01  0.4461521193
3498-bus  -1.949270e+00  2.460475e-01 -0.7743944468
12403-bus -3.005276e-01 -3.595197e-01  0.5791670891
3201-bus  -1.433436e+00  1.415718e-01 -0.6508396277
3752-bus  -1.650714e+00 -1.848611e-01  0.3761209926
3274-bus  -1.308050e+00  1.189562e-01 -0.6536278267
3247-bus  -1.129179e+00  8.548660e-02 -0.6351700831
4128-bus  -1.045716e+00  1.394620e-01 -0.8368323784
5399-bus  -1.680525e+00 -3.003315e-01  0.7943482082
7503-bus  -1.064652e+00  3.124678e-01 -1.3640541404
4177-bus  -1.340966e-01  2.221312e-01 -1.4457756487
5402-bus  -1.453861e+00 -3.214928e-01  0.6899909240
9198-bus  -1.133075e+00 -2.979369e-01  0.4507862061
5428-bus  -1.687134e+00 -3.087757e-01  0.8223893193
6287-bus  -9.708582e-01  1.184101e-01 -0.8288711163
10789-bus -8.324088e-01 -3.693617e-03 -0.4461862650
8867-bus  -1.259989e+00 -2.597410e-01  0.4119647520
4815-bus  -8.485919e-01 -7.431310e-02 -0.2692453577
5476-bus  -1.681812e+00 -3.082898e-01  0.8196948335
4107-bus  -9.427620e-01  5.542078e-02 -0.6164320038
4261-bus  -1.604933e+00  2.775067e-01 -0.9871021257
12391-bus -2.745903e-01 -3.226194e-01  0.4376958463
8639-bus   5.148306e-01 -1.307181e-01 -0.6739026685
4122-bus  -9.831789e-01  2.860246e-01 -1.3143736787
3746-bus  -5.145141e-01  1.024002e-01 -0.9289486674
5249-bus  -1.685927e+00 -1.620479e-01  0.4033765986
11126-bus -8.662145e-01 -2.396189e-01  0.2269230972
11272-bus -1.155113e+00  1.312926e-01 -0.7695647530
11827-bus -1.754129e+00 -3.164324e-01  0.8251742750
12233-bus -1.717880e+00 -4.539079e-02 -0.0521175697
3743-bus  -4.068743e-01  1.504125e-02 -0.7242302332
11809-bus -1.221823e+00 -3.124045e-01  0.5898421034
6335-bus  -1.016571e+00  7.816428e-02 -0.6889544820
3749-bus  -1.442895e+00 -1.722801e-01  0.2478284080
3740-bus  -1.244909e+00 -1.909245e-01  0.2178551428
10741-bus -1.811240e+00  2.558107e-02 -0.1174950137
8540-bus  -1.608749e-01 -1.770152e-01 -0.2639694602
3680-bus  -1.523082e+00  2.858089e-01 -1.0628046626
3737-bus   3.475126e-01  1.457343e-02 -1.0105719872
5780-bus  -1.166872e+00 -1.675259e-01  0.1018041460
3239-bus  -1.532090e+00  7.269570e-03 -0.2380037787
6422-bus  -1.006758e+00  9.021604e-02 -0.7269727998
3778-bus  -1.499577e+00  2.198530e-01 -0.8521529418
12236-bus -1.822254e+00 -1.360868e-01  0.2558344920
5696-bus  -1.116544e+00 -7.929718e-02 -0.1555198947
5348-bus  -1.680714e+00 -2.808219e-01  0.7347558928
12224-bus -1.608844e+00  6.340351e-02 -0.4169976276
5746-bus  -9.933403e-01 -6.212175e-02 -0.2492766838
6592-bus  -8.428284e-01 -3.637732e-01  0.6632204280
3728-bus   2.412831e-01  2.727648e-02 -1.0168443706
7801-bus  -1.128482e+00 -3.730280e-01  0.8573304627
7870-bus  -6.288351e-01 -2.847129e-01  0.4042527580
8297-bus  -1.190561e+00 -3.877623e-01  1.0672055548
7987-bus  -1.341670e-01 -1.100227e-01 -0.3508258797
8074-bus  -6.959191e-02  9.137954e-03 -0.7545620645
7637-bus  -6.358511e-01 -4.003115e-01  0.7586708733
7655-bus  -5.922548e-01 -3.248909e-01  0.4901333744
7722-bus  -8.336283e-01 -3.732119e-01  0.7358371403
5524-bus  -1.700743e+00 -2.960459e-01  0.7888697671
8597-bus  -1.129960e+00 -2.500380e-01  0.3417495023
5407-bus  -1.540546e+00 -1.252787e-01  0.1443764262
5545-bus  -1.274042e+00 -2.201881e-01  0.3240259504
5483-bus  -1.869726e+00 -2.304592e-01  0.6959392204
3236-bus  -1.667945e+00 -1.251079e-01  0.2050499578
8657-bus  -5.245970e-01 -2.343256e-01  0.0495696980
3206-bus  -9.485862e-01 -1.170240e-01 -0.1249862491
3193-bus  -8.962799e-01 -1.043813e-01 -0.1794166680
12246-bus -1.850040e+00 -1.704290e-01  0.3692828189
12243-bus -1.838084e+00 -1.265677e-01  0.2324790148
11706-bus -1.888873e+00  1.575919e-01 -0.5219479136
3683-bus  -1.582158e+00  2.845140e-01 -1.0401327198
12244-bus -1.270470e+00 -1.271359e-01 -0.0010413977
10798-bus -8.704482e-01 -2.340396e-02 -0.3728409415
12247-bus -1.910377e+00 -1.930911e-01  0.4565818679
8612-bus   4.338662e-01 -1.198650e-01 -0.6521502099
12221-bus -1.689394e+00  1.788324e-01 -0.7158934129
5462-bus  -1.115615e+00 -1.756326e-01  0.1373606093
12648-bus -8.896660e-01 -1.226544e-01  0.1516257398
3781-bus  -1.512219e+00  2.065731e-01 -0.8081204177
12744-bus -1.355436e+00 -1.689092e-01  0.4934455230
12453-bus -3.308581e-02 -5.483496e-02 -0.4073817201
11807-bus -9.339747e-01 -4.573223e-02  0.1307997845
12420-bus  1.966201e-02 -4.317855e-02 -0.4615485271
12438-bus -1.121496e+00 -9.950649e-02  0.1513826748
5366-bus  -1.367234e+00 -3.046107e-01  0.6210341857
9061-bus  -2.371822e-01 -1.174639e-01 -0.0385391857
3686-bus  -1.578465e+00  2.889915e-01 -1.0545590316
10868-bus -1.631676e+00 -3.711643e-02 -0.0359375077
12013-bus -1.480131e+00 -2.357572e-01  0.5207816794
2979-bus  -1.788188e+00  2.711573e-01 -0.8209414762
3689-bus  -1.608176e+00  2.979180e-01 -1.0720893785
8681-bus  -8.534221e-01 -2.681454e-01  0.2832362240
3507-bus  -1.585999e+00  7.606285e-02 -0.4228372065
3346-bus  -8.959889e-01  1.442315e-01 -0.8835446623
12250-bus -1.054977e+00  9.902103e-02 -0.7547120642
11841-bus -1.798039e+00 -1.535304e-01  0.3477385469
3210-bus  -1.044061e+00  1.442011e-01 -0.8146775069
11808-bus -1.748408e+00 -1.266126e-01  0.2474290579
9264-bus  -5.977519e-01 -3.429909e-01  0.3640964571
5387-bus  -1.620060e+00 -2.293641e-01  0.4864956120
5732-bus  -8.833656e-01 -4.455969e-03 -0.4471523453
5572-bus  -1.595578e+00 -2.082188e-01  0.4894178136
4751-bus  -1.572173e+00 -2.686969e-01  0.5354224179
5393-bus  -1.796910e+00 -3.036338e-01  0.8669667258
12742-bus -1.106241e+00 -1.636028e-01  0.4013967361
642-train -1.576354e+00  2.375220e-01 -0.9126886618
10847-bus -1.577206e+00 -1.881474e-02 -0.1112499998
5467-bus  -1.692353e+00 -2.341569e-01  0.6254483752
11787-bus -1.796422e+00 -1.934224e-01  0.4633926708
5219-bus  -1.694097e+00 -1.983728e-02 -0.0266472053
5725-bus  -1.477331e+00 -1.779363e-01  0.4813215427
3408-bus  -1.322470e+00  2.340944e-01 -1.0108397473
4158-bus   6.482795e-01  9.882364e-02 -1.3887261007
4598-bus  -1.008446e+00  2.524808e-01 -1.2058668895
4580-bus  -4.010043e-01  2.391086e-02 -0.7823021956
11752-bus -1.836519e+00 -1.187308e-01  0.2744268457
4180-bus  -8.801123e-02  2.311013e-01 -1.4824804001
4215-bus  -5.880207e-01  1.221417e-01 -0.9957037794
5384-bus  -1.480603e+00 -2.778305e-01  0.5642265883
10763-bus -1.601162e+00  4.068567e-02 -0.2553343378
10864-bus -9.399104e-01 -4.991223e-03 -0.4088501436
3716-bus  -1.081434e+00 -3.784401e-02 -0.2940342219
5797-bus  -1.161726e+00 -1.826665e-01  0.1444231560
5767-bus  -1.082185e+00 -1.593137e-01  0.0510415894
5464-bus  -1.717888e+00 -2.456364e-01  0.6685212099
3474-bus  -1.775198e+00 -2.418608e-02 -0.0547370283
10849-bus -1.734842e+00  2.880361e-02 -0.1811455765
5396-bus  -1.707885e+00 -2.866416e-01  0.7887896358
5638-bus  -1.655288e+00 -5.979366e-02  0.0834364875
4388-bus  -1.018099e+00 -2.663462e-01  0.3388885486
5326-bus  -1.519784e+00 -2.556232e-01  0.5852017885
11800-bus -1.830543e+00 -2.817730e-01  0.7428082848
3486-bus  -1.498608e+00 -2.190034e-02 -0.1770400890
12039-bus -2.044716e+00 -2.128569e-01  0.6852949186
5594-bus  -1.521459e+00 -1.449893e-01  0.2706962960
2973-bus  -1.928106e+00 -3.801920e-02  0.2102197265
12182-bus -1.084334e+00 -6.734891e-02 -0.2050285816
5282-bus  -1.845094e+00 -2.194721e-01  0.6279628871
4242-bus  -9.302938e-01 -1.793836e-01  0.0266508435
20-bus    -2.005089e+00 -2.171348e-01  0.6289321809
5339-bus  -1.806274e+00 -2.913014e-01  0.8340652388
3146-bus  -1.588085e+00  2.689166e-01 -0.9910402233
11815-bus -1.155259e+00  9.942802e-02 -0.6579095043
11796-bus -1.873926e+00 -3.488682e-01  0.9618189290
3710-bus  -1.393537e+00  8.741692e-02 -0.5483191470
11805-bus -1.780896e+00 -2.805648e-01  0.7234903232
3225-bus  -1.062070e+00  1.512757e-01 -0.7899852627
9065-bus  -3.723419e-01 -1.756500e-01 -0.2154553060
5378-bus  -1.411695e+00 -2.808149e-01  0.5520813577
5312-bus  -1.789561e+00 -2.584676e-01  0.7290968801
12722-bus -1.215087e+00 -3.722660e-01  0.7221730814
4188-bus  -1.005837e+00 -6.706725e-02 -0.2371580474
4361-bus  -8.491902e-01 -2.642963e-01  0.2537519123
11106-bus  8.939320e-02 -3.259038e-01  0.2497529173
11139-bus -1.447257e-01 -3.504165e-01  0.4236909143
11196-bus  2.598456e-01 -3.659173e-01  0.2884040375
11085-bus -3.172008e-01 -3.004785e-01  0.3488118460
10938-bus -5.469153e-01 -1.649641e-01  0.0209915979
11262-bus  7.254182e-01 -3.315715e-01  0.0105229635
11277-bus -2.154843e-01 -2.311389e-01  0.1084746261
11094-bus -1.858062e-01 -2.253999e-01  0.0752003574
11525-bus  3.009989e-01 -2.487177e-01 -0.0502388213
11172-bus  1.137847e+00 -2.312163e-01 -0.4642090457
11462-bus  1.326285e+00 -1.582849e-01 -0.7324280033
11477-bus  1.141673e+00 -1.744130e-01 -0.6269766741
11546-bus  4.042592e-01 -1.247436e-01 -0.4673582744
10812-bus -3.948727e-01 -4.227834e-01  0.6585446702
10866-bus -3.856960e-01 -3.783801e-01  0.5229466636
10764-bus  1.937102e-02  2.558854e-01 -1.5006790841
5663-bus  -1.254589e+00  1.557092e-02 -0.3001860718
11848-bus -1.718134e+00 -1.475091e-01  0.3016456295
3522-bus  -1.418829e+00  1.298240e-02 -0.3089095783
12721-bus -1.172755e+00 -3.160189e-01  0.5387976561
11863-bus -1.099280e+00 -2.493070e-01  0.3610041617
10850-bus -1.257725e+00 -1.554457e-02 -0.2463261909
5624-bus  -1.104086e+00 -3.161068e-02 -0.2068894783
4313-bus   6.862290e-02 -1.766477e-01 -0.3557173366
3083-bus  -1.410264e+00  1.595309e-01 -0.7750130204
11990-bus -3.723830e-01  3.672007e-01 -1.3214628493
12020-bus -3.425371e-01  4.181050e-01 -1.4818272469
12074-bus -2.554600e-01  5.041517e-01 -1.7804043720
12107-bus -2.844944e-01  5.017587e-01 -1.8032872638
12136-bus -1.073107e+00  4.858362e-01 -1.4205293089
12146-bus -1.691028e+00 -6.151908e-02  0.0200087141
11845-bus -1.917615e+00 -3.457401e-01  1.0191089514
12049-bus -1.337619e+00 -4.058268e-01  0.9569608592
3791-bus  -1.212799e+00  1.944048e-01 -0.8942253238
5554-bus  -1.071783e+00 -1.403863e-01  0.0178823799
11838-bus -1.382277e+00 -8.258976e-02 -0.0306292571
5306-bus  -1.779668e+00 -2.535504e-01  0.7073684984
10182-bus -1.408928e+00  4.259496e-02  0.1243027374
11973-bus -2.044468e+00 -2.268199e-01  0.7378063243
12745-bus -1.832194e+00 -3.656261e-01  0.9530451278
4194-bus  -7.309867e-01 -9.874768e-02 -0.2483315693
11875-bus -1.096154e+00 -2.137709e-01  0.2519305870
11933-bus  6.375544e-01 -1.399538e-01 -0.0230589348
12065-bus  6.056608e-01 -1.009198e-01 -0.0461733038
12139-bus  1.055922e+00 -5.280836e-02 -0.3535244864
11831-bus  6.612982e-01 -1.819400e-01  0.0033846350
11708-bus  9.021493e-01 -1.827632e-01 -0.1619822116
11630-bus  8.564703e-01 -1.762599e-01 -0.1786616628
11528-bus  9.768814e-01 -1.367834e-01 -0.3186743205
11310-bus  1.107748e+00  2.206961e-02 -0.6749079935
11823-bus -1.792345e+00 -2.897954e-01  0.7554514987
3557-bus  -1.798715e+00  1.283777e-01 -0.4891942456
11866-bus -1.358906e+00 -3.546739e-01  0.8147795796
11776-bus -1.855095e+00 -3.377560e-01  0.9218174632
12299-bus  8.999536e-01 -3.942917e-03 -0.4261719080
3133-bus  -8.503491e-01  4.517644e-02 -0.6470809103
12711-bus  1.170453e-01  1.368439e-02 -0.0906120189
12590-bus  3.043900e-01 -3.375177e-01  0.4359973597
12547-bus -2.559188e-01 -3.718283e-01  0.7010389453
9163-bus  -3.340725e-01 -2.080431e-01  0.2692773217
12127-bus  4.797365e-01  1.946130e-02 -0.6922540790
12077-bus  5.344381e-01  6.370619e-03 -0.6678918894
12414-bus  1.043165e-01  2.788010e-02 -0.3970594415
12387-bus -6.976488e-01 -8.043062e-02  0.4203517190
12281-bus -5.312415e-01  1.140187e-01 -0.1736430205
12293-bus -5.044832e-01  1.205338e-01 -0.1945010381
12372-bus -4.409295e-01 -1.490568e-01  0.3908838927
12339-bus -1.881694e-01 -1.434677e-01  0.4221093839
12232-bus -5.370701e-02 -1.932582e-01 -0.0412019068
19-bus    -4.008006e-01 -3.811154e-02  0.1736592000
12056-bus -4.390299e-02 -2.200482e-01  0.0635565471
12239-bus -6.390835e-01 -1.288293e-01  0.0283174327
12275-bus  2.787178e-01  2.071404e-02 -0.6891273811
12304-bus -7.552302e-02  8.063802e-02 -0.5344986147
21-bus    -3.080447e-01  3.675813e-01 -1.0295179887
12741-bus -2.380035e-01 -1.353308e-01  0.3692018922
11157-bus  5.885313e-01 -2.311891e-01 -0.1353715445
10977-bus  1.368457e+00 -4.851415e-02 -0.7977140736
11166-bus  4.945134e-01 -1.618954e-01 -0.1969727282
11181-bus  1.026491e+00 -2.680890e-02 -0.6308786715
11247-bus  5.617305e-01 -1.029052e-01 -0.2997294742
10740-bus  1.366999e+00 -1.902606e-02 -0.8319362755
11331-bus  4.484822e-01 -1.143834e-01 -0.2145187365
11420-bus  5.923193e-01 -1.135419e-01 -0.2921770210
11591-bus  3.310238e-01 -1.264745e-01 -0.1607681490
10902-bus  1.325617e+00  6.083968e-02 -0.9558632349
10422-bus  5.509692e-01 -7.081739e-02 -0.4034318200
11762-bus -1.881445e-01 -1.076149e-01 -0.0017704535
11870-bus -2.381166e-01 -7.889027e-02 -0.0934191334
11876-bus -4.860769e-01 -4.021534e-03  0.0597930490
11939-bus -3.853869e-01 -4.450445e-03  0.0151974757
11960-bus -5.562445e-02 -9.156623e-03 -0.0565363632
12717-bus -1.598665e-01 -4.839806e-02  0.1765278392
3509-bus  -1.732721e+00  1.716450e-01 -0.6202606667
11945-bus  3.123258e-01 -1.341358e-02 -0.4702401549
8972-bus  -1.227502e+00 -2.688803e-01  0.4312349056
6006-bus  -4.264747e-01 -4.357956e-01  0.7822997258
5290-bus  -1.272111e+00 -1.938582e-01  0.2851412619
11880-bus -1.820215e+00 -4.159690e-01  1.1235544335
5351-bus  -1.342638e+00 -2.703970e-01  0.5247754919
5800-bus  -1.449905e+00 -1.790193e-01  0.4759003937
5512-bus  -1.306279e+00 -1.469973e-01  0.1733678675
3243-bus  -8.471567e-01  1.582821e-01 -0.8741432683
11916-bus -1.068444e+00 -4.171537e-01  0.8069777039
12538-bus  5.341241e-02 -3.138480e-01  0.4885528820
12524-bus  1.098532e-01 -2.784109e-01  0.4026330846
12494-bus  1.510373e-01 -2.273795e-01  0.2548454180
12584-bus  5.125775e-01 -2.330192e-01  0.1311538102
12620-bus  8.308010e-01 -2.069236e-01 -0.0764377313
12731-bus -9.949245e-01 -3.688127e-01  0.6152097334
12737-bus  1.870856e-02 -6.182887e-02  0.0525788818
6625-bus  -5.111696e-01  2.905003e-01 -1.5407189529
4264-bus  -1.608760e+00  2.865923e-01 -1.0142972036
11334-bus -8.451650e-02 -1.444875e-01  0.0406847300
11501-bus -4.237234e-02 -1.611993e-01  0.0893439541
11534-bus  8.224528e-01 -1.471077e-01 -0.2778247586
11597-bus  7.975751e-02 -1.716527e-01  0.0939670787
11699-bus  7.066892e-01 -2.221906e-01  0.0112667933
12251-bus -1.520929e-01 -5.543282e-01  1.1734644368
12166-bus -8.586145e-03 -5.107481e-01  1.0354540119
11798-bus  9.217418e-01 -2.804834e-01  0.0950765222
11903-bus  9.192414e-01 -2.847792e-01  0.1025523962
11879-bus  1.175941e+00 -2.991547e-01  0.0447284624
12098-bus  1.822233e-01 -4.656721e-01  0.8621880329
11912-bus  7.976924e-01 -1.836158e-01 -0.1701639736
11993-bus  7.750718e-01 -3.926511e-01  0.4859795581
12044-bus  2.993568e-01 -4.386172e-01  0.7626393948
11918-bus  7.989674e-01 -6.966634e-02 -0.5204789834
11885-bus  8.028251e-01 -3.286023e-01  0.2857408340
11858-bus  8.078070e-01 -3.626691e-01  0.3891563464
11942-bus  5.711685e-01 -4.152061e-01  0.5980427691
11909-bus  4.231334e-01 -3.992104e-01  0.6386044431
11840-bus  8.428862e-01 -3.492050e-01  0.3336337822
11846-bus  5.244585e-01 -3.390895e-01  0.4276335938
11825-bus  4.935042e-01 -2.979495e-01  0.3041503288
11819-bus  4.927736e-01 -2.491767e-01  0.1426085935
3151-bus  -9.320377e-01 -5.404727e-02 -0.3186171276
10279-bus -3.432177e-02 -2.753123e-02  0.0226898011
4252-bus  -1.362905e+00  1.476340e-01 -0.6704593778
12624-bus -1.926376e-01 -6.706778e-02  0.2786376277
10835-bus -9.267222e-01  7.250346e-03 -0.4509478045
7219-bus  -5.967797e-01 -4.250060e-01  0.7963647679
10232-bus -1.217550e+00  1.759383e-01 -0.0750557870
11910-bus -1.856124e+00 -2.081025e-01  0.5902861070
4519-bus  -1.708201e+00 -4.066658e-01  1.0410185056
4201-bus  -1.432733e+00  1.029647e-01 -0.5117351417
4524-bus  -1.704958e+00 -4.041884e-01  1.0296259227
5344-bus  -1.281107e+00 -2.394235e-01  0.4327802204
4441-bus  -1.353238e+00 -1.000045e-01 -0.0657838375
10834-bus -9.479010e-01 -1.169518e-02 -0.3863586568
12642-bus -1.664984e+00 -4.918421e-01  1.2550005085
10780-bus -4.520108e-01  6.207763e-02 -0.7894243809
627-train  1.151615e-01 -9.916892e-02 -0.5906426627
11923-bus -1.166631e+00 -1.646760e-02 -0.2464879552
4230-bus  -1.022976e+00 -1.556126e-01  0.0503211046
11284-bus -6.891325e-01  1.011161e-01 -0.8675024663
11991-bus -1.117668e+00 -1.738225e-01  0.1883323471
4705-bus  -1.563192e+00  2.816227e-01 -1.0358484046
11899-bus -8.381172e-01 -3.435626e-01  0.5131122042
5392-bus  -1.288333e+00 -2.318887e-01  0.4152686226
11853-bus -9.954174e-01  8.289994e-02 -0.6169372006
12422-bus -3.527755e-01 -1.172091e-01  0.1275292182
6114-bus  -6.607862e-01 -1.812786e-01  0.1544385952
5045-bus  -5.955652e-01  2.580918e-01 -1.2870033606
3623-bus  -1.671023e+00  2.392618e-01 -0.8683678165
4195-bus  -8.185187e-01  1.850572e-01 -1.0048516009
11860-bus -8.918443e-01 -1.340230e-01 -0.0057003759
11857-bus -1.123648e+00  3.553791e-02 -0.4256347597
11856-bus -8.539927e-01 -6.835285e-02 -0.2253062135
4435-bus  -1.169876e+00  1.673215e-02 -0.4801767723
12185-bus -1.061103e+00 -6.069607e-02 -0.2311754749
7346-bus  -3.911152e-01 -3.890772e-01  0.6143700934
10172-bus -1.420867e+00  7.080735e-04  0.2629914697
7375-bus  -6.323602e-02 -3.825901e-01  0.4972628280
12058-bus -2.093061e+00 -2.295740e-01  0.7504784392
11884-bus -8.772531e-01 -1.408648e-01  0.0126710136
3722-bus   1.462608e-01 -8.139169e-02 -0.6546725912
3255-bus  -1.274336e+00  1.434742e-01 -0.6393374176
12028-bus -1.425601e+00 -4.874694e-01  1.2300615102
11992-bus -1.986344e+00 -1.947631e-01  0.6230296538
6660-bus  -5.575583e-01  2.825954e-01 -1.5001721173
4290-bus  -1.121481e+00  1.365979e-01 -0.6733878394
