                Factor1       Factor2       Factor3
804-tram   1.225879e+00 -5.869547e-01  0.7807937744
9955-bus   3.401645e-01 -2.397532e-01  0.1177548169
1307-tram  1.055667e+00 -1.473598e-02 -0.4207038539
1283-tram  1.098318e+00 -2.959641e-02 -0.4653159468
7993-bus   2.305191e+00 -7.561863e-02 -0.5449208418
1351-tram  1.092467e+00 -1.259811e-02 -0.2343535582
8482-bus   6.504634e-01 -1.379682e-01  0.0566400900
8594-bus   6.909366e-01  1.314661e-01  0.2238034849
7252-bus   4.796332e-01 -4.827904e-01  0.5707724546
776-tram   1.944740e+00  1.166433e-02  0.0484153224
765-tram   1.827165e+00  1.106479e-01 -0.1480023058
8384-bus  -1.111257e+00  4.867123e-02  0.0622301952
1397-tram  1.130223e+00 -4.327877e-02 -0.0285937597
1116-tram  7.561047e-01 -2.505758e-01  0.0223255138
552-train  7.881535e-01  1.466328e-01 -0.4741431464
7659-bus   1.793402e+00 -3.461995e-01  0.4678419773
8566-bus  -5.706656e-01  4.410056e-03  0.8730659379
1125-tram  7.375548e-01 -2.534159e-01  0.0741960316
7924-bus   1.709626e+00 -6.365069e-01  0.8563437266
9898-bus   1.517291e+00 -2.145356e-02 -0.8211329406
9904-bus   1.778767e+00  1.638468e-02 -1.0182789342
546-train -1.492996e-02 -2.826206e-01  0.5726619532
549-train  6.894079e-01 -2.251549e-01  0.1710091284
11040-bus  1.004180e+00 -3.273088e-01  0.2623650944
9850-bus   1.439181e+00 -5.957219e-02 -0.6808293866
7316-bus   2.619157e+00 -2.138486e-01 -0.5407097180
782-tram   2.294801e+00 -3.047755e-01 -0.1303260554
8520-bus   6.158254e-01 -2.129910e-01  0.5139454738
746-tram   3.109793e+00 -1.189804e-01 -0.9534568331
11082-bus  9.649391e-01 -8.332234e-02 -0.3581427351
762-tram   1.163007e+00 -1.918320e-01 -0.1568559434
755-tram   1.909550e+00 -1.287091e-01 -0.6336808114
509-train  4.074184e-01 -1.484950e-01  0.1737534317
1377-tram  2.238103e-01  9.583741e-03  0.1496142988
9101-bus   3.045375e-01  1.018247e-02  0.3268063533
8714-bus   6.734063e-01  9.555008e-02  0.3420101829
543-train  9.307527e-01 -2.773755e-01  0.2060763725
8684-bus   5.370171e-01  7.818921e-02  0.3515198886
9035-bus   3.575495e-01  1.733337e-03  0.3660581458
8456-bus  -4.779389e-01  6.208964e-01 -1.0908086338
8819-bus   6.232652e-01  2.698175e-01 -1.0728403095
1196-tram  1.749772e+00 -1.608673e-01 -0.4109480865
650-train  1.118046e-01  2.355869e-01 -0.8036297586
8837-bus   1.001046e+00  2.931237e-01 -1.3948174785
1224-tram  1.741065e+00 -1.153155e-01 -0.4727606799
1199-tram  1.183233e+00 -1.636015e-01 -0.2036106404
7320-bus   2.022356e+00  4.616422e-02 -1.1453695027
9876-bus   2.163107e+00 -2.027738e-02 -0.1426655628
9954-bus   1.985603e+00 -5.544534e-02  0.1168240803
9965-bus   1.453571e+00 -9.187256e-02 -0.4572676603
1200-tram  7.420160e-01 -1.008375e-01 -0.2040606475
7909-bus   2.218036e+00 -1.954069e-01 -0.3008753771
653-train  9.147924e-01 -8.853998e-02 -0.3931467536
7806-bus   1.122960e+00  1.063168e-01 -0.8271880865
8263-bus   1.202292e+00 -3.362434e-01  0.2554592418
9844-bus   2.464499e+00  8.295054e-02 -0.9144807050
11133-bus  9.055730e-01  1.779815e-02 -0.8043778483
8696-bus   2.515106e-01  6.390080e-02  0.6930723326
8759-bus   5.355304e-01  3.458223e-02  0.3976332808
8161-bus   1.449378e+00 -4.834528e-01  0.6519009420
9847-bus   2.606626e+00  9.817304e-04 -0.6428300508
836-tram   2.450092e+00 -1.703830e-01 -0.4050947776
8098-bus   1.462747e+00 -9.397332e-03 -0.2938501415
8102-bus   1.452749e+00  2.278167e-02 -0.3902948588
1515-tram  2.190795e+00  7.825894e-03 -0.6544055087
1522-tram  2.329780e+00 -1.419166e-03 -0.4819760807
1531-tram  2.466901e+00  8.963871e-03 -0.6914860463
842-tram   2.117069e+00 -1.255465e-01 -0.3288858440
1518-tram  2.244462e+00  6.635856e-03 -0.8994245734
1075-tram  1.246150e+00 -3.194749e-01  0.6055314830
1154-tram  8.694127e-01 -3.156725e-01  0.3595028949
8870-bus   4.919498e-01 -1.058697e-02  0.4313021443
1167-tram  1.333399e+00 -3.321386e-01  0.2656515404
9563-bus   9.306006e-01 -5.983053e-02 -0.4413720027
9565-bus   9.263691e-01  6.357943e-02 -0.8174134045
12014-bus  5.568403e-01 -2.592902e-01  1.5768344627
12342-bus  2.678885e-01  3.772606e-02  0.6837907224
12190-bus -8.601169e-02 -1.087205e-01  1.1855359688
12528-bus  1.324822e+00 -1.799293e-01  1.0058564675
12119-bus -5.571109e-02 -1.528227e-01  1.4115384906
12579-bus  1.356807e+00 -1.825346e-01  1.0180001170
12095-bus -4.985350e-01 -2.395085e-01  1.8788064368
12761-bus  8.607610e-01 -3.385063e-01  2.0209151925
11900-bus  7.799628e-01 -4.522569e-01  2.1268579931
11792-bus  5.947139e-01 -6.526252e-01  2.8135017854
8750-bus   4.209825e-01  5.633002e-02  0.5551876848
9395-bus   1.017347e+00 -3.161016e-01  0.2840744594
8476-bus   7.672127e-01 -1.311549e-01 -0.0116868076
9330-bus   9.940931e-01  2.954950e-01 -1.4540526979
9522-bus   7.322798e-01  1.839715e-01 -1.0755784750
829-tram   1.155990e+00 -3.482603e-01  0.2912238428
793-tram   7.539841e-01 -3.303683e-01  0.4289419800
787-tram   1.382452e+00 -3.106116e-01  0.1520792867
12698-bus  7.450723e-01 -8.693946e-01  3.3840917478
647-train  1.408780e+00  3.004757e-01 -1.0677458940
8176-bus   1.625771e+00 -6.100096e-01  1.7665390613
908-tram   1.247039e+00 -3.496783e-01  0.3136892448
1288-tram  1.651355e+00  7.598609e-02 -0.6725217916
563-train  1.702463e+00 -5.630873e-01  0.7398567132
812-tram   2.452065e+00 -2.472685e-01  0.0448018687
581-train  4.856487e-01  1.223420e-01 -0.5495004986
781-tram   1.524005e+00 -3.234197e-01  0.1381166220
748-tram   1.947152e+00 -3.729747e-01  0.1647700962
769-tram   1.552749e+00 -3.648361e-01  0.2678108029
1374-tram  1.203358e+00  4.620214e-02 -0.5088022177
8005-bus   1.868340e+00 -4.887948e-01  1.3127304709
843-tram   1.827190e+00 -6.182001e-01  0.8185934229
837-tram   1.643035e+00 -6.532641e-01  0.9591648525
7933-bus   1.638491e+00 -6.643552e-01  0.9634487533
1048-tram  1.157518e+00  1.829223e-01 -0.8562365033
7840-bus   1.874907e+00 -2.598200e-01 -0.0821023450
709-tram   1.900831e+00 -3.277052e-01  0.0390396238
1054-tram  1.258435e+00  1.641719e-02 -0.4317877398
1191-tram  1.476748e+00 -2.079830e-01 -0.1561370633
827-tram   2.387290e+00 -2.235138e-01 -0.3559300138
8966-bus   4.363527e-01 -1.575050e-03  0.4078050108
9493-bus   9.515961e-01 -2.415141e-01  0.1050840855
9571-bus   9.438795e-01 -1.039459e-01 -0.3138014598
8653-bus   9.928661e-01 -1.033041e-01 -0.7056004190
557-train  1.721493e+00  1.358243e-01 -0.4449726247
757-tram   2.078066e+00 -2.801650e-01  0.2347022838
618-train -7.807430e-01 -2.188864e-01  0.5143551173
9645-bus   1.232508e+00 -1.364909e-01 -0.1968017046
560-train  1.651514e+00 -5.144325e-01  0.6665484114
9081-bus   2.458140e+00  2.525282e-01 -1.5261595128
9108-bus   2.632803e+00  3.139691e-01 -1.8180749905
617-train  2.098018e+00  6.372378e-02 -1.2222242838
1183-tram  1.163222e+00 -5.161180e-01  1.1980185755
1207-tram  1.574787e+00 -3.021298e-01  0.4133198533
851-tram   1.715678e+00 -5.713937e-01  1.2831297129
819-tram   2.380794e+00 -3.515942e-01  0.3520870787
8303-bus   3.016641e-01  4.806549e-02 -0.1625803887
1063-tram  1.586028e+00 -9.487747e-02 -0.1774833089
10953-bus  1.203868e+00 -2.306448e-01 -0.0618998234
10893-bus  1.272115e+00 -1.846511e-01 -0.1541042959
8473-bus   1.233046e+00 -1.673133e-01 -0.0798322100
8661-bus   8.577208e-01  8.470708e-02 -0.9154305904
751-tram   2.106242e+00 -3.265807e-01  0.1053889059
831-tram   1.771770e+00 -6.324543e-01  0.8801804692
821-tram   1.814243e+00 -6.137435e-01  0.8902149407
8219-bus   1.166399e+00 -6.436834e-01  1.4173132024
1303-tram  4.973105e-01  1.008517e-02 -0.0309021867
874-tram   7.561101e-01 -6.312357e-01  1.3496448771
869-tram   1.989458e+00 -4.323074e-01  0.2834365708
877-tram   7.049015e-01 -8.834819e-01  2.2056768285
880-tram   5.824804e-01 -9.686360e-01  2.5263650473
865-tram   7.603478e-01 -3.225545e-01  0.3585323708
760-tram   1.990833e+00 -2.319669e-01  0.1824153935
868-tram   1.087881e+00 -3.829522e-01  0.4395961947
763-tram   2.162028e+00 -2.136021e-01  0.1109757106
754-tram   2.220421e+00 -3.082885e-01  0.1515367422
815-tram   2.610107e+00 -2.431596e-01 -0.0181373982
7990-bus   1.753794e+00 -4.076527e-01  1.1079205886
1222-tram  1.938122e+00 -1.421689e-01 -0.1538428727
844-tram   8.441589e-01 -2.579763e-01  0.1083623403
847-tram   1.397688e+00 -3.599348e-01  0.2521879828
8496-bus   1.405261e-01  2.222122e-02 -0.1771876853
8-bus     -1.271989e+00  2.109282e+00 -0.3408419895
1233-tram  1.243697e+00 -2.439446e-02 -0.6453379927
8581-bus   6.686098e-01  3.994028e-02 -0.4968921986
8536-bus   9.061349e-01  4.383140e-02 -0.8797277225
8673-bus   8.993862e-01  5.523064e-02 -0.8138921293
8291-bus   2.182966e+00 -3.911831e-01  0.0780331029
1543-tram  2.165370e+00  2.301141e-02 -0.4257020631
8672-bus   5.942625e-01  5.937005e-01 -0.9785656114
1416-tram  8.942773e-01  3.465530e-02 -0.4642961498
8774-bus   2.379854e-01  3.251136e-01 -0.0556941315
8527-bus   1.643435e+00 -4.501123e-01  0.6198392426
12696-bus  1.425825e+00 -3.821307e-01 -0.1115658345
12513-bus  1.243907e+00 -4.743887e-01  0.2385479894
12573-bus  1.115622e+00 -4.268761e-01  0.1202078315
12560-bus  4.310358e-01 -1.572445e-01  0.6834185421
8572-bus   1.540945e+00 -4.623361e-01  0.6848514602
8693-bus   7.629008e-01  5.089366e-01 -0.8063757327
8285-bus   2.036343e+00 -3.811682e-01  0.0931363672
863-tram   2.099499e+00 -4.655786e-01  0.3333465670
854-tram   1.977930e+00 -5.596792e-01  0.6224825775
8185-bus   1.186086e+00 -6.581489e-01  2.0067696444
12444-bus  1.069668e+00 -5.057835e-01  0.4088824090
12728-bus  1.337297e+00 -3.071472e-01 -0.3135939578
8752-bus   1.496677e+00 -2.849297e-01  0.0229936691
862-tram   1.161870e+00 -3.256254e-01  0.2105938363
474-train  1.404917e+00  3.170391e-04 -0.4742433410
1177-tram  1.207458e+00 -4.195009e-01  0.8933069015
1504-tram  1.579402e+00 -1.163270e-01  0.5991116348
1503-tram  7.380674e-01 -2.292235e-01  1.3594082872
530-train  8.960261e-01  2.158753e-02 -0.9419976094
8278-bus   1.844298e+00 -3.792599e-01  0.1470212732
825-tram   1.845006e+00 -3.516412e-01  0.3495916616
7826-bus   2.148788e+00 -3.857163e-01  0.4896475992
7837-bus   1.460421e+00 -3.618518e-01  0.4856562549
1039-tram  8.021641e-01 -7.993947e-01  2.7585951190
8575-bus   1.182499e+00 -5.623808e-01  1.0984227120
8535-bus   1.675990e+00 -4.441564e-01  0.6413957363
1507-tram  2.356030e+00 -2.404125e-02 -0.1815216950
8620-bus   1.614647e+00 -4.124000e-01  0.5091072761
883-tram   1.315519e+00 -1.042319e+00  2.5338041654
8463-bus   1.849269e+00 -3.971594e-01  0.4499767898
8664-bus  -4.152528e-01  5.058407e-01  0.4173915352
8649-bus   1.584483e+00 -3.965113e-01  0.4514228416
8626-bus   1.130569e+00 -1.490852e-01 -0.0813780917
527-train  1.139371e-01 -1.949890e-01  0.0757035976
8517-bus   1.576881e+00 -4.465570e-01  0.5963413969
8299-bus   9.612791e-01  6.646760e-02 -0.4220476967
8508-bus   1.632235e+00 -4.350609e-01  0.5083433715
8587-bus   1.459260e+00 -4.923836e-01  0.6717029742
8643-bus   1.302449e+00 -4.574336e-01  0.5989678991
8811-bus   1.532635e+00 -3.138383e-01 -0.1500813844
11915-bus  5.196930e-01 -8.933951e-01  3.6858911564
554-train  2.474911e+00  1.594933e-01 -1.0174813777
8892-bus   1.657923e-01  1.524548e-03 -0.3823556735
8503-bus   1.499752e+00 -4.610505e-01  0.5655787360
8439-bus   1.499941e+00 -4.248170e-01  0.4610972469
8559-bus   1.710985e+00 -4.765600e-01  0.5844242895
8284-bus   1.920673e+00  6.150722e-02 -0.6423637436
8526-bus   3.986330e-01 -2.128177e-01  0.6477072775
8419-bus   2.082587e+00 -4.917771e-03 -1.1971749858
8730-bus   1.108016e+00 -2.893118e-01  0.0873770937
8781-bus   8.288721e-01 -2.045891e-01 -0.1060943076
8231-bus   2.335068e+00 -1.442106e-01 -0.8601670237
8177-bus   2.033184e+00 -1.970028e-01 -0.6130788999
8260-bus   2.054465e+00 -1.064607e-01 -0.9548237575
1328-tram  2.797183e+00 -3.824130e-03 -0.4185672332
1317-tram  2.869865e+00  4.206511e-02 -0.7294774816
8475-bus   1.421127e+00  1.255216e-02 -1.0016380454
566-train  5.697679e-01  3.737623e-02 -0.4522928309
8497-bus   9.056803e-01 -5.016773e-01  0.8755663380
8203-bus   1.934563e+00 -3.695525e-02 -0.1232705843
8189-bus   1.689096e+00 -1.736701e-01  0.1330741796
8171-bus   1.636494e+00 -3.089594e-01  0.2906698524
8490-bus   1.377568e+00 -4.865237e-01  0.6171238068
929-tram   1.349052e+00 -3.599287e-01  0.3421449147
942-tram   1.379792e+00 -4.317213e-01  0.5962252903
856-tram   1.186988e+00 -3.508174e-01  0.3096245873
853-tram   8.209248e-01 -3.771460e-01  0.5049713260
1108-tram  1.928076e+00  8.893315e-02 -0.5709138026
1105-tram  1.800279e+00  4.721004e-02 -0.4506710006
1102-tram  1.544367e+00 -1.227327e-01 -0.0071753213
1123-tram  2.445073e+00  2.133721e-01 -0.7227653135
1015-tram  1.234774e+00 -4.212077e-01  1.4577213650
1009-tram  1.860966e+00 -3.129612e-01  0.9225052796
1316-tram  2.679749e+00  5.120678e-02 -0.7724263656
569-train  1.828097e+00 -4.140570e-01  0.4251629794
1003-tram  1.933688e+00 -1.812720e-01  0.4766207930
979-tram   2.058959e+00 -1.133847e-01 -0.1752216768
8562-bus   1.121071e+00 -5.624675e-01  1.1337748180
575-train -4.098630e-01 -1.009191e-01  0.2083969137
892-tram   1.177899e+00 -4.418865e-01  0.7057516411
858-tram   1.854567e+00 -6.627115e-01  1.5292323623
848-tram   1.574228e+00 -5.450917e-01  1.2269553412
8032-bus   1.277046e+00 -5.862735e-01  1.4806834441
973-tram   1.143527e+00 -1.636235e-01  0.2401299035
634-train  1.085717e+00 -1.782885e-01 -0.2381866865
639-train  3.192475e-01 -2.156714e-01  0.1380216034
8087-bus   1.690879e+00 -3.786235e-02 -0.2804835613
8724-bus   1.473872e+00 -4.095116e-01  0.2837038111
645-train  3.066694e-01 -2.340640e-01  0.1279005950
857-tram   2.068392e+00 -2.222870e-02 -0.4482922752
8051-bus   1.589204e+00 -6.943647e-01  1.0227148758
7934-bus   1.520695e+00 -7.136609e-01  1.0830005488
852-tram   1.730565e+00 -6.870460e-01  0.9530267280
839-tram   1.909365e+00 -6.887589e-01  0.8754066446
8479-bus   1.428203e+00 -4.747193e-01  0.5943514581
8276-bus   1.322696e+00 -4.920726e-01  0.6580860312
8269-bus   1.170420e+00 -5.881639e-01  0.8006343743
8323-bus   1.310821e+00 -3.473900e-01  0.1347804125
8314-bus   1.228980e+00 -2.193850e-01 -0.1300198003
8153-bus   1.313751e+00 -6.019766e-01  0.8908531225
1066-tram  2.747959e+00  1.874590e-01 -0.9421458308
8288-bus   1.244868e+00 -4.232927e-01  0.6964931389
8192-bus   6.819330e-01 -7.259627e-01  2.2760101429
1117-tram  3.234272e+00  2.403483e-01 -1.2993101972
840-tram   1.930610e+00 -4.354502e-01  0.7117653609
1099-tram  2.080124e+00 -2.225569e-01  0.0151877380
1081-tram  7.076182e-01 -4.373161e-01  1.1676130106
8905-bus  -8.627769e-02  7.753561e-02 -0.3054059548
9377-bus   1.839256e-01 -2.197653e-01  0.5718380996
8252-bus   2.231547e+00 -1.414792e-01 -0.8535735596
558-train  5.341834e-01 -2.119107e-01 -0.2034735746
561-train  1.952845e+00 -1.472117e-01 -0.7246599374
9401-bus   3.094569e-01  5.959939e-02 -0.4171842116
860-tram   1.826614e+00 -2.818618e-02 -0.3060847799
876-tram   1.852260e+00 -3.800068e-01  0.1755117253
8275-bus   1.688222e+00 -4.001926e-01  0.2593943471
564-train  1.385974e+00  1.519989e-02 -0.9956077710
608-train  9.598883e-01  3.322428e-01 -1.5246718290
8718-bus   1.027278e+00 -4.856563e-01  0.6878324269
8129-bus   1.100192e+00 -4.315802e-01  0.6485350561
12347-bus  2.475658e+00  2.272408e-02 -0.7807482283
12365-bus  2.462284e+00  1.459558e-02 -0.6603414690
2932-bus   2.190430e+00  1.554165e-02 -0.9526901505
9241-bus  -1.602163e-01  7.940645e-02  0.3093030108
12319-bus  1.213503e+00 -4.465621e-02 -0.5589892128
849-tram   1.138346e+00 -6.376140e-01  1.1600364691
8433-bus   7.120524e-01 -7.429184e-01  2.3626704859
8246-bus   1.004115e+00 -4.009778e-01  0.5929433022
8216-bus   1.018216e+00 -7.304645e-01  1.8137960224
1159-tram  1.728624e+00  1.060202e-01 -0.5351516758
10109-bus  1.196373e+00  1.288577e-02 -0.6653324122
656-train  9.242775e-01  2.147658e-01 -0.8652405950
891-tram   9.557472e-01 -5.773142e-01  1.2147024576
910-tram   1.443250e+00 -7.143468e-01  2.6767171294
879-tram   1.505295e+00 -4.956263e-01  0.7300242831
967-tram   1.000568e+00 -1.199697e-01  0.2083249619
9115-bus   1.190061e+00 -1.038501e-01  0.5699682811
9577-bus   1.322977e+00 -1.525263e-01 -0.2665764903
1024-tram  1.062924e+00 -6.499887e-01  2.0556479007
9084-bus   1.531773e-01  3.032267e-01 -0.5698643677
994-tram   6.431478e-01 -5.643117e-01  1.8500384191
9882-bus   9.663569e-01 -1.598010e-01  0.6567020559
1168-tram  1.265732e+00 -4.008366e-01  2.0387700631
8242-bus   9.034621e-01 -3.310899e-01  0.3961987429
8791-bus   2.018766e+00 -4.625774e-01  0.5322597938
864-tram   1.657031e+00 -5.867043e-01  0.7216551110
9226-bus   1.951255e+00 -1.810451e-01  0.5811121563
9022-bus   2.378229e-01  3.574290e-01 -0.9606844963
1030-tram  1.115325e+00 -6.988514e-01  2.2574896058
8245-bus   9.713739e-01 -4.660702e-01  0.8312740159
872-tram   1.249911e+00 -4.372976e-01  0.6469273577
1272-tram  4.954736e-01 -1.457797e-01  0.7109166884
9156-bus   1.464894e+00 -1.826280e-01  0.7224811377
9185-bus   1.499654e+00 -2.193256e-01  0.8340479889
9202-bus   1.108392e+00 -9.152804e-02  0.5986289289
1093-tram  1.761298e+00 -3.735746e-01  0.5795732939
1275-tram  6.568761e-01 -2.053125e-01  0.6461334672
8830-bus   1.827285e+00 -4.620875e-01  0.4828657318
1156-tram  1.341674e+00 -3.671854e-01  1.9069729361
1153-tram  1.591768e+00 -2.839818e-01  1.5416430438
1277-tram  6.313774e-01 -2.021392e-01  0.6782060417
587-train  3.520574e-01 -3.353108e-02 -0.5341465216
823-tram   1.539984e+00 -9.086895e-02 -0.0680216759
950-tram   1.821245e+00 -5.731797e-01  0.7740733691
9227-bus   1.391780e+00 -2.732872e-01  1.0289994267
10149-bus  9.193405e-01 -3.992694e-01  1.7058744107
964-tram   1.335313e+00 -4.313155e-01  1.2613719366
949-tram   1.346489e+00 -3.887643e-01  1.0318683346
985-tram   1.662861e+00 -4.932916e-01  1.2968995658
1106-tram  2.319103e+00 -1.548295e-01  0.3865963614
2935-bus   2.299442e+00  4.117631e-02 -0.7577903284
2933-bus   2.234526e+00  2.750301e-02 -0.8741433822
1189-tram  9.817886e-01 -7.036789e-01  3.2173923698
555-train  1.352317e+00  1.078960e-01 -0.9059275349
1012-tram  2.082345e+00 -3.378214e-01  0.8781933206
1092-tram  1.640764e+00 -1.737042e-01  0.6468267349
1180-tram  1.035950e+00 -6.658194e-01  3.0115805575
11987-bus  3.614723e-01 -1.105262e+00  4.4094482652
611-train  1.356874e+00  2.957710e-01 -0.6360045037
835-tram   1.414039e+00 -9.525392e-02 -0.5239483445
8697-bus   1.780619e+00 -5.598115e-01  0.9132705571
1227-tram  1.085010e+00 -1.755875e-01  0.0680678536
12332-bus -5.631715e-03 -3.111674e-01  1.8113948483
1150-tram  2.058379e+00 -1.965861e-01  0.9781163787
1326-tram  1.341030e+00 -4.225001e-01  1.7074687348
8467-bus   1.967957e+00 -4.854123e-01  0.4314507547
1455-tram  6.519057e-01  2.834349e-03 -0.4545044115
9123-bus   2.193882e-01 -2.655211e-01  0.3879341368
1464-tram  4.821930e-01 -1.048334e-01 -0.0753545077
9153-bus   3.382495e-01 -2.699521e-01  0.3420969493
1194-tram  1.668331e+00 -1.433318e-01 -0.3907730450
1449-tram  8.084315e-01  5.101478e-02 -0.6362105029
9632-bus   7.300067e-01 -7.516490e-01  1.6908332691
9726-bus   3.001678e-01 -8.608392e-01  2.0487928396
9756-bus   6.941313e-01 -8.193024e-01  1.7522563752
1013-tram  1.508737e+00 -7.470936e-01  1.6372799948
8563-bus   1.214535e+00 -1.980572e-01  0.9528877474
996-tram   1.963028e+00 -6.744464e-01  1.2707275459
8773-bus   1.665253e+00 -6.770313e-01  1.3510119195
8391-bus   2.111359e+00 -1.540564e-01  0.2413986876
8401-bus   2.313950e+00 -1.588989e-01  0.2247160317
8300-bus   2.274481e+00 -3.959211e-01  0.0639145577
936-tram   2.279281e+00 -4.705613e-01  0.3180364472
900-tram   2.053501e+00 -4.373954e-01  0.2895023905
9268-bus   2.444389e+00 -6.700519e-02  0.0783789166
881-tram   2.271429e+00 -3.914804e-01  0.0798519419
1473-tram  4.846231e-01 -1.881008e-01  0.1794708416
1181-tram  1.439181e+00 -2.286953e-01 -0.0850038699
1479-tram  1.196608e+00 -3.420024e-01  0.3761489530
1187-tram  1.535060e+00 -2.265887e-01 -0.1217947715
1491-tram  7.461557e-01 -5.048926e-01  1.2544320802
8656-bus   1.182354e+00 -8.189492e-01  1.9425507008
8424-bus   1.910397e+00 -3.684582e-01  0.9460964029
960-tram   1.636154e+00 -5.624892e-01  0.9518683980
9418-bus   8.731959e-01  6.598352e-01 -1.8410851674
8686-bus   1.665372e+00 -5.711612e-01  0.8697477672
870-tram   2.365405e+00 -3.008802e-01  0.6570381217
974-tram   1.806003e+00 -5.279350e-01  0.6641559701
845-tram   2.198770e+00 -4.144633e-01  1.0175321623
7996-bus   1.993130e+00 -4.384304e-01  1.1257439394
8162-bus   1.800375e+00 -3.904082e-01  1.0764395194
866-tram   1.981822e+00 -3.532201e-01  0.9354558525
855-tram   2.068999e+00 -3.911155e-01  1.0238944226
8748-bus   1.624178e+00 -5.286125e-01  0.6879293157
8725-bus   4.449022e-01 -2.212159e-01 -0.0128696557
8766-bus   1.095508e+00 -5.978985e-02 -0.7496623877
8213-bus   7.104661e-01 -2.365334e-01  0.6301289238
9481-bus   5.299835e-01  4.003188e-01 -1.5689903008
8225-bus   3.097079e-01 -2.584817e-01  0.9019936255
8530-bus   4.556393e-01 -8.891400e-02  0.6281424421
534-train  1.008750e+00 -7.371482e-01  1.5309353316
721-tram   1.097796e+00 -6.816294e-01  1.3340755820
724-tram   8.694872e-01 -6.751601e-01  1.3877346091
718-tram   1.230880e+00 -7.131657e-01  1.3606009100
8869-bus   5.969374e-01  6.844618e-02 -0.8380355983
8671-bus   5.663391e-01 -5.051634e-01  0.7671262690
8604-bus   1.228741e+00 -6.106245e-01  0.8442653234
8928-bus   6.329303e-01  1.947468e-01 -1.0031746994
7862-bus   2.056569e+00 -2.020123e-01 -0.3837474423
7960-bus   1.420942e+00 -1.614597e-01 -0.1403038801
7880-bus   1.933924e+00 -1.928628e-01 -0.3481009435
984-tram   2.022556e+00 -6.183872e-01  1.0829647982
7755-bus   1.911497e+00 -2.583977e-01 -0.2217531810
7751-bus   1.833758e+00 -2.452227e-01 -0.2104094256
8548-bus   7.944907e-01 -7.523573e-01  1.8425239606
537-train  1.044426e+00 -4.784696e-01  0.7251155889
540-train  2.332097e-01 -4.581319e-01  0.9908075174
8430-bus   1.361472e+00 -5.269522e-01  1.5663845488
803-tram   2.069546e+00 -2.423633e-01 -0.2730761261
8700-bus   9.708347e-01 -5.669075e-01  0.9871848180
8692-bus   1.648708e+00 -5.412652e-01  0.7221591600
9337-bus  -1.251472e-01 -4.885427e-01  1.6049669248
9289-bus   6.888188e-01 -7.088193e-01  1.9954021640
8461-bus   7.215586e-01 -7.785053e-01  1.9182678050
8668-bus   1.771544e+00 -5.990343e-01  1.0377197200
8553-bus   1.079040e+00 -1.405433e-01  0.8278754928
8784-bus   6.118693e-01 -7.457891e-01  1.7524557412
9099-bus   6.038000e-01 -5.812658e-01  1.6251820849
8662-bus   5.170138e-01  7.538154e-01 -0.5376474599
8230-bus   2.075589e+00 -1.821402e-01  0.3553485001
7894-bus   2.431546e+00 -1.577147e-01 -0.5280512858
12726-bus  1.430735e+00 -4.133196e-01 -0.0192097242
9541-bus   4.971143e-01  2.168302e-01 -1.0985605037
9-bus     -2.027406e+00  2.382451e+00  0.9261009527
8545-bus   9.165878e-01 -3.512111e-02  0.6055433384
9916-bus   1.341239e+00 -6.021598e-01  0.9059509626
8240-bus   2.103754e+00 -2.861100e-01  0.6642755439
7405-bus   3.154852e-01 -1.584751e-01 -0.2072663995
7422-bus   3.975697e-01 -1.231459e-01 -0.3591979572
9001-bus   2.836655e+00  3.384038e-01 -1.9220358898
7423-bus   4.592036e-01 -1.041308e-01 -0.4423469213
9910-bus   1.400088e+00 -5.644844e-01  0.7686493606
987-tram   1.418867e+00 -5.250861e-01  0.5851036200
512-train  7.240947e-01 -5.475053e-02 -0.2454999998
971-tram   1.845256e+00 -5.926770e-01  1.0266673388
506-train  1.260950e+00 -3.864081e-02 -0.5117212107
7523-bus   5.188428e-01 -3.267345e-01  0.3913379149
9776-bus   1.227588e+00  7.738491e-02 -0.7000601358
9942-bus   1.162776e+00 -6.272501e-01  1.0387901236
9987-bus   1.279635e+00 -5.522914e-01  0.7741628581
8880-bus   8.821324e-01 -7.248884e-01  1.7017970160
8938-bus   1.257675e+00 -6.793062e-01  1.5259530710
968-tram   1.429091e+00 -5.782798e-01  0.7133083469
1002-tram  1.262109e+00 -5.600120e-01  0.8578785607
601-train  3.802732e-01 -4.041503e-01  0.3238090689
1023-tram  1.042615e+00 -6.343301e-01  1.4185535633
1020-tram  8.301633e-01 -6.469492e-01  1.5081961301
1010-tram  3.986107e-01 -6.208858e-01  1.4646835643
513-train  1.565101e+00 -6.224307e-01  0.8969011634
918-tram   1.157097e+00 -4.289095e-01  0.7468840295
915-tram   1.045844e+00 -2.169806e-01  0.1780614422
8373-bus   1.299322e+00 -2.387043e-01  0.5661519999
8383-bus   1.747219e+00 -1.528364e-01  0.2988199416
8350-bus   1.137331e+00 -4.219937e-01  0.9305761238
8329-bus   1.179972e+00 -4.593433e-01  0.8933010679
896-tram   1.457930e+00 -4.384167e-01  0.8318359485
890-tram   1.469419e+00 -5.142193e-01  0.8501656383
885-tram   1.697331e+00 -4.915273e-01  0.4510117757
875-tram   1.637741e+00 -5.542968e-01  0.5600971256
605-train  1.539583e+00 -1.429684e-01 -0.4433920081
943-tram   1.351415e+00 -1.126261e+00  3.9816329023
