OBJECTID,FID_Tram_Facilities_Transfer_Buffer_160m,Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,Attr_Length,Breaks_Length,X,Y,BUFF_DIST,ORIG_FID,FID_Bus_Facilities,Name_1,SourceID_1,SourceOID_1,PosAlong_1,SideOfEdge_1,CurbApproach_1,Status_1,Attr_Length_1,Breaks_Length_1,X_1,Y_1
418,895,Location 895,1,181894,0.067407179272204,2,0,0,0.000000000000000,,325058.0363,5822175.9537,160.000000000000000,895,7245,Location 7245,1,181895,0.268336710736068,2,0,0,0.000000000000000,,325088.7237,5822187.2344
419,896,Location 896,1,923039,0.860223895136604,2,0,0,0.000000000000000,,322988.017000002,5822201.946,160.000000000000000,896,7253,Location 7253,1,405985,0.096188764336301,1,0,0,0.000000000000000,,323020.031000001,5822303.9901
420,898,Location 898,1,11183,0.557282901692536,2,0,0,0.000000000000000,,323011.039200001,5822332.9941,160.000000000000000,898,7253,Location 7253,1,405985,0.096188764336301,1,0,0,0.000000000000000,,323020.031000001,5822303.9901
421,900,Location 900,1,805048,0.217201311197873,2,0,0,0.000000000000000,,325282.4772,5822388.0294,160.000000000000000,900,7265,Location 7265,1,805048,0.742803601253777,1,0,0,0.000000000000000,,325227.991000002,5822357.6207
422,899,Location 899,1,939323,0.185520509551769,2,0,0,0.000000000000000,,314109.010900001,5822350.4864,160.000000000000000,899,7270,Location 7270,1,785021,0.201198487671879,2,0,0,0.000000000000000,,314102.018600001,5822394.5163
423,901,Location 901,1,164289,0.098079479566286,1,0,0,0.000000000000000,,320544.9867,5822457.9996,160.000000000000000,901,7292,Location 7292,1,420789,0.157112174065954,1,0,0,0.000000000000000,,320562.0295,5822469.0247
424,902,Location 902,1,11525,0.915113941989894,2,0,0,0.000000000000000,,325483.037,5822549.9701,160.000000000000000,902,7317,Location 7317,1,11525,0.582711056756617,1,0,0,0.000000000000000,,325493.007200001,5822569.997
425,903,Location 903,1,11525,0.118478384875776,1,0,0,0.000000000000000,,325512.0389,5822591.9917,160.000000000000000,903,7317,Location 7317,1,11525,0.582711056756617,1,0,0,0.000000000000000,,325493.007200001,5822569.997
426,901,Location 901,1,164289,0.098079479566286,1,0,0,0.000000000000000,,320544.9867,5822457.9996,160.000000000000000,901,7319,Location 7319,1,10790,0.577483653572467,2,0,0,0.000000000000000,,320541.965400001,5822615.0244
427,904,Location 904,1,741137,0.347450592416791,1,0,0,0.000000000000000,,325753.974000001,5822793.0444,160.000000000000000,904,7337,Location 7337,1,136277,0.489010469853449,1,0,0,0.000000000000000,,325657.946499999,5822725.9605
428,905,Location 905,1,918580,0.229139599715892,2,0,0,0.000000000000000,,314160.4932,5822814.998,160.000000000000000,905,7339,Location 7339,1,90352,0.901259455983745,1,0,0,0.000000000000000,,314136.508900001,5822728.472
429,904,Location 904,1,741137,0.347450592416791,1,0,0,0.000000000000000,,325753.974000001,5822793.0444,160.000000000000000,904,7347,Location 7347,1,741137,0.476376510471312,2,0,0,0.000000000000000,,325747.007900001,5822776.0199
430,906,Location 906,1,173416,0.452140417910702,1,0,0,0.000000000000000,,325806.007300001,5822826.0041,160.000000000000000,906,7347,Location 7347,1,741137,0.476376510471312,2,0,0,0.000000000000000,,325747.007900001,5822776.0199
431,904,Location 904,1,741137,0.347450592416791,1,0,0,0.000000000000000,,325753.974000001,5822793.0444,160.000000000000000,904,7359,Location 7359,1,173404,0.461734689387337,2,0,0,0.000000000000000,,325871.953100001,5822851.0444
432,906,Location 906,1,173416,0.452140417910702,1,0,0,0.000000000000000,,325806.007300001,5822826.0041,160.000000000000000,906,7359,Location 7359,1,173404,0.461734689387337,2,0,0,0.000000000000000,,325871.953100001,5822851.0444
433,904,Location 904,1,741137,0.347450592416791,1,0,0,0.000000000000000,,325753.974000001,5822793.0444,160.000000000000000,904,7379,Location 7379,1,184946,0.775745051113257,1,0,0,0.000000000000000,,325763.4899,5822945.4988
434,906,Location 906,1,173416,0.452140417910702,1,0,0,0.000000000000000,,325806.007300001,5822826.0041,160.000000000000000,906,7379,Location 7379,1,184946,0.775745051113257,1,0,0,0.000000000000000,,325763.4899,5822945.4988
435,907,Location 907,1,173168,0.263904151725522,1,0,0,0.000000000000000,,326123.993500002,5822916.9716,160.000000000000000,907,7395,Location 7395,1,173167,0.607350851731230,1,0,0,0.000000000000000,,326228.506800001,5822997.4899
436,908,Location 908,1,173408,0.311469921655343,1,0,0,0.000000000000000,,326195.013499999,5822977.9711,160.000000000000000,908,7395,Location 7395,1,173167,0.607350851731230,1,0,0,0.000000000000000,,326228.506800001,5822997.4899
437,909,Location 909,1,173406,0.337798000182530,1,0,0,0.000000000000000,,326394.509900001,5823126.9878,160.000000000000000,909,7420,Location 7420,1,173166,0.330462630610222,1,0,0,0.000000000000000,,326460.472400001,5823170.4538
438,911,Location 911,1,173413,0.417471225455592,1,0,0,0.000000000000000,,326988.5043,5823435.0361,160.000000000000000,911,7470,Location 7470,1,173413,0.012826132168310,1,0,0,0.000000000000000,,326953.019800001,5823417.9737
439,912,Location 912,1,173411,0.807477702270549,1,0,0,0.000000000000000,,327227.0123,5823551.9896,160.000000000000000,912,7515,Location 7515,1,297609,0.776597946041256,1,0,0,0.000000000000000,,327308.5137,5823593.4919
440,913,Location 913,1,297572,0.798846186900165,2,0,0,0.000000000000000,,327521.0006,5823801.5335,160.000000000000000,913,7556,Location 7556,1,297603,0.486479294065327,2,0,0,0.000000000000000,,327609.986800002,5823777.6157
441,914,Location 914,1,362351,0.746056923482415,2,0,0,0.000000000000000,,314068.963100001,5823840.0018,160.000000000000000,914,7555,Location 7555,1,787507,0.220380959287629,2,0,0,0.000000000000000,,314090.9767,5823793.9818
442,913,Location 913,1,297572,0.798846186900165,2,0,0,0.000000000000000,,327521.0006,5823801.5335,160.000000000000000,913,7577,Location 7577,1,297587,0.647941966962092,1,0,0,0.000000000000000,,327436.506699999,5823842.0047
443,914,Location 914,1,362351,0.746056923482415,2,0,0,0.000000000000000,,314068.963100001,5823840.0018,160.000000000000000,914,7597,Location 7597,1,361902,0.183184831632017,2,0,0,0.000000000000000,,313933.3151,5823902.2986
444,913,Location 913,1,297572,0.798846186900165,2,0,0,0.000000000000000,,327521.0006,5823801.5335,160.000000000000000,913,7593,Location 7593,1,184350,0.142614917614679,1,0,0,0.000000000000000,,327570.021200001,5823907.9641
445,915,Location 915,1,297601,0.136805378915319,1,0,0,0.000000000000000,,327720.9914,5824195.0286,160.000000000000000,915,7650,Location 7650,1,175431,0.260098738486027,2,0,0,0.000000000000000,,327696.9923,5824199.9716
446,916,Location 916,1,934012,0.069834454558063,1,0,0,0.000000000000000,,327805.989100001,5824293.0494,160.000000000000000,916,7650,Location 7650,1,175431,0.260098738486027,2,0,0,0.000000000000000,,327696.9923,5824199.9716
447,916,Location 916,1,934012,0.069834454558063,1,0,0,0.000000000000000,,327805.989100001,5824293.0494,160.000000000000000,916,7680,Location 7680,1,406103,0.261047744817029,2,0,0,0.000000000000000,,327874.0161,5824324.9966
448,917,Location 917,1,436599,0.478610496340448,1,0,0,0.000000000000000,,328032.0004,5824512.0134,160.000000000000000,917,7716,Location 7716,1,934012,0.601439632547153,2,0,0,0.000000000000000,,328012.015000001,5824516.0341
449,917,Location 917,1,436599,0.478610496340448,1,0,0,0.000000000000000,,328032.0004,5824512.0134,160.000000000000000,917,7730,Location 7730,1,436599,0.154943265523572,2,0,0,0.000000000000000,,328104.9986,5824579.0262
450,918,Location 918,1,184343,0.252355125617599,1,0,0,0.000000000000000,,328254.015900001,5824787.9471,160.000000000000000,918,7780,Location 7780,1,7032,0.764125866746693,1,0,0,0.000000000000000,,328343.014600002,5824787.6525
451,919,Location 919,1,361216,0.097084709938628,1,0,0,0.000000000000000,,328306.041800001,5824868.9572,160.000000000000000,919,7780,Location 7780,1,7032,0.764125866746693,1,0,0,0.000000000000000,,328343.014600002,5824787.6525
452,918,Location 918,1,184343,0.252355125617599,1,0,0,0.000000000000000,,328254.015900001,5824787.9471,160.000000000000000,918,7804,Location 7804,1,361216,0.152905486918303,2,0,0,0.000000000000000,,328312.961100001,5824900.958
453,919,Location 919,1,361216,0.097084709938628,1,0,0,0.000000000000000,,328306.041800001,5824868.9572,160.000000000000000,919,7804,Location 7804,1,361216,0.152905486918303,2,0,0,0.000000000000000,,328312.961100001,5824900.958
454,920,Location 920,1,184344,0.500887593763165,1,0,0,0.000000000000000,,328626.9733,5825277.4848,160.000000000000000,920,7867,Location 7867,1,361216,0.784613189339007,2,0,0,0.000000000000000,,328517.994600001,5825165.984
455,920,Location 920,1,184344,0.500887593763165,1,0,0,0.000000000000000,,328626.9733,5825277.4848,160.000000000000000,920,7902,Location 7902,1,305893,0.265798546494094,2,0,0,0.000000000000000,,328666.0075,5825363.9907
456,921,Location 921,1,376921,0.534343812248815,2,0,0,0.000000000000000,,328819.9918,5825698.9993,160.000000000000000,921,7959,Location 7959,1,305893,0.812474083947915,1,0,0,0.000000000000000,,328799.479500001,5825598.9989
457,921,Location 921,1,376921,0.534343812248815,2,0,0,0.000000000000000,,328819.9918,5825698.9993,160.000000000000000,921,7972,Location 7972,1,210267,0.980831936569148,2,0,0,0.000000000000000,,328912.0237,5825695.0266
458,922,Location 922,1,183350,0.819303876372212,1,0,0,0.000000000000000,,328865.9783,5825905.9876,160.000000000000000,922,8027,Location 8027,1,210266,0.707918418816098,2,0,0,0.000000000000000,,328792.964000002,5825949.985
459,923,Location 923,1,213725,0.260470196620806,1,0,0,0.000000000000000,,328929.9947,5826171.0188,160.000000000000000,923,8068,Location 8068,1,213232,0.683085737802085,1,0,0,0.000000000000000,,328931.477400001,5826171.492
460,924,Location 924,1,173417,0.303306422115240,1,0,0,0.000000000000000,,329229.9836,5826619.4913,160.000000000000000,924,8173,Location 8173,1,175434,0.600402770949030,1,0,0,0.000000000000000,,329272.5059,5826674.9866
461,925,Location 925,1,175433,0.239933771019747,1,0,0,0.000000000000000,,329533.496100001,5827033.4996,160.000000000000000,925,8200,Location 8200,1,361215,0.368335717744027,1,0,0,0.000000000000000,,329463.503200001,5826934.4791
462,926,Location 926,1,301885,0.652926019801167,1,0,0,0.000000000000000,,329717.0037,5827632.0172,160.000000000000000,926,8297,Location 8297,1,174504,0.190877136815384,1,0,0,0.000000000000000,,329654.6562,5827604.6811
463,927,Location 927,1,377674,0.898729491786250,1,0,0,0.000000000000000,,329717.967300002,5827717.9583,160.000000000000000,927,8297,Location 8297,1,174504,0.190877136815384,1,0,0,0.000000000000000,,329654.6562,5827604.6811
464,926,Location 926,1,301885,0.652926019801167,1,0,0,0.000000000000000,,329717.0037,5827632.0172,160.000000000000000,926,8312,Location 8312,1,372976,0.383075302491123,1,0,0,0.000000000000000,,329808.975999999,5827697.9658
465,927,Location 927,1,377674,0.898729491786250,1,0,0,0.000000000000000,,329717.967300002,5827717.9583,160.000000000000000,927,8312,Location 8312,1,372976,0.383075302491123,1,0,0,0.000000000000000,,329808.975999999,5827697.9658
466,927,Location 927,1,377674,0.898729491786250,1,0,0,0.000000000000000,,329717.967300002,5827717.9583,160.000000000000000,927,8340,Location 8340,1,429601,0.630879381016554,2,0,0,0.000000000000000,,329721.996400001,5827856.027
467,928,Location 928,1,920566,0.906249888685426,1,0,0,0.000000000000000,,329761.038400001,5828034.001,160.000000000000000,928,8371,Location 8371,1,429603,0.892295539924288,1,0,0,0.000000000000000,,329696.0043,5828059.9736
468,928,Location 928,1,920566,0.906249888685426,1,0,0,0.000000000000000,,329761.038400001,5828034.001,160.000000000000000,928,8388,Location 8388,1,173803,0.276212708164200,2,0,0,0.000000000000000,,329784.983000001,5828111.0318
